date,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
12-18,10.07625,5.8252631579,3.6915789474,4.4263157895,3.5865979381,4.3244897959,6.1101010101,5.3636363636,4.6151515152,6.5401960784,5.0669902913,9.7194174757,4.7067961165,4.1371428571,2.4056603774,5.9897196262,5.0752293578,5.0445454545,5.4928571429,6.5146551724,5.3698275862,5.0775862069,5.4118644068,4.3983193277,4.7912,5.8438461538,4.1946153846,3.8946153846,5.3515384615,4.1169230769,4.7153846154,5.9930769231,2.4546153846,4.6561538462,6.52,3.6875968992,3.8596899225,5.3269230769,3.7123076923,4.3161538462,3.0784615385,3.6911807426,4.321989011,5.3824386324,6.5151896552,2.4056603774,4.8446153846,4.9178727273,10.07625,
12-19,10.08375,5.8410526316,3.7631578947,4.4810526316,3.6690721649,4.5806122449,6.296969697,5.6353535354,4.6414141414,6.581372549,5.0640776699,9.8019417476,4.7203883495,4.140952381,2.6301886792,6.0121495327,5.0825688073,5.1418181818,5.5035714286,6.499137931,5.6129310345,5.1655172414,5.4915254237,4.8991596639,4.792,6.3784615385,4.2023076923,4.22,5.4069230769,4.1461538462,4.7907692308,5.9953846154,2.4692307692,4.7053846154,6.5369230769,3.7689922481,3.8775193798,5.3407692308,3.7253846154,4.3269230769,3.13,3.7593805668,4.4348137652,5.5363793103,6.5029164456,2.4692307692,4.9361538462,4.9816186669,10.08375,
12-20,10.08125,5.8621052632,3.8378947368,4.7578947368,3.7257731959,4.9571428571,6.3696969697,5.6505050505,4.7111111111,6.5970588235,5.0737864078,9.8941747573,4.7252427184,4.220952381,2.7424528302,6.185046729,5.1513761468,5.1818181818,5.5258928571,6.5327586207,5.975,5.3956896552,5.5822033898,5.0394957983,4.8016,7.3815384615,4.2076923077,4.3530769231,5.5169230769,4.1830769231,4.85,6.0907692308,2.49,4.8084615385,6.5376923077,3.8100775194,3.896124031,5.3484615385,3.7430769231,4.3246153846,3.2876923077,3.8033774597,4.6037008547,5.602693888,6.5436289593,2.49,5.0415384615,5.056641103,10.08125,
12-21,10.09,5.8768421053,3.8894736842,4.8778947368,3.7381443299,5.1836734694,6.3838383838,5.7202020202,4.7454545455,6.6049019608,5.0883495146,10.1174757282,4.7281553398,4.48,2.9066037736,6.2121495327,5.1752293578,5.29,5.5616071429,6.5387931034,6.0215517241,5.5706896552,5.8720338983,5.1268907563,4.8104,8.3953846154,4.2161538462,4.4038461538,5.63,4.3123076923,5.0553846154,6.1638461538,2.5723076923,4.8238461538,6.5523076923,3.880620155,3.9124031008,5.4623076923,3.7723076923,4.3284615385,3.38,3.8697889088,4.6537087379,5.7657515836,6.5575671192,2.5723076923,5.1576923077,5.1510600571,10.1174757282,
12-22,10.08875,5.8673684211,4.0442105263,5.4284210526,3.8154639175,5.2336734694,6.402020202,5.7787878788,4.7797979798,6.6156862745,5.0932038835,10.386407767,4.7601941748,4.5342857143,3.0518867925,6.3009345794,5.2422018349,5.3436363636,5.80625,6.4887931034,6.025,5.5956896552,6.0254237288,5.2647058824,4.8248,9.0230769231,4.3223076923,4.4361538462,5.7169230769,5.18,5.5738461538,6.2023076923,2.6592307692,4.8823076923,6.5769230769,3.9085271318,3.9085271318,5.72,3.7776923077,4.3423076923,3.4538461538,3.8992208104,4.7739168383,5.8245855263,6.5807993967,2.6592307692,5.2915384615,5.304171123,10.386407767,
12-23,10.08875,5.8610526316,4.5505263158,5.6778947368,3.8443298969,5.2642857143,6.4141414141,5.8313131313,4.8383838384,6.6323529412,5.0844660194,10.8883495146,4.7718446602,4.5466666667,3.1433962264,6.3887850467,5.2706422018,5.36,5.7866071429,6.5344827586,6.1206896552,5.6482758621,6.0855932203,5.9327731092,5.0288,9.4569230769,4.4092307692,4.4776923077,5.8484615385,5.6376923077,6.2630769231,6.5623076923,2.7461538462,4.92,6.5953846154,4.0426356589,3.9496124031,5.7384615385,3.8507692308,4.3661538462,3.4684615385,3.9397280859,4.8184220849,5.9786191426,6.599081448,2.7461538462,5.4453846154,5.6429840849,10.8883495146,
12-24,10.11,5.8536842105,4.8863157895,5.9210526316,3.8546391753,5.312244898,6.4141414141,5.8444444444,4.8888888889,6.6892156863,5.086407767,11.1339805825,4.7854368932,4.560952381,3.1650943396,6.391588785,5.2733944954,5.3890909091,5.8133928571,6.525862069,6.2129310345,5.6853448276,6.2245762712,6.0932773109,5.084,9.6638461538,4.4353846154,4.5592307692,5.9761538462,5.6707692308,6.5138461538,6.6746153846,3.0738461538,5.0176923077,6.6492307692,4.084496124,4.6635658915,5.8238461538,4.0469230769,4.4515384615,3.4607692308,4.0807388193,4.8881169591,6.129173428,6.6760754148,3.0738461538,5.5253846154,5.6780570292,11.1339805825,
12-25,10.10875,5.8431578947,4.9715789474,6.2652631579,3.8670103093,5.3969387755,6.4181818182,5.8555555556,4.9505050505,6.7284313725,5.0941747573,11.2611650485,4.8446601942,4.6657142857,3.179245283,6.5112149533,5.280733945,5.4372727273,5.8866071429,6.6267241379,6.2163793103,5.7982758621,6.4033898305,6.2420168067,5.0896,9.6646153846,4.4592307692,4.8592307692,6.0638461538,5.7807692308,6.6730769231,7.1638461538,3.2430769231,5.1861538462,6.8692307692,4.1108527132,5.707751938,5.8884615385,4.0792307692,4.4769230769,3.5630769231,4.1076905188,5.0541936842,6.2489907121,6.8986923077,3.179245283,5.6415384615,5.7895225464,11.2611650485,
12-26,10.1125,5.8284210526,5.0231578947,6.9157894737,3.875257732,5.443877551,6.4141414141,5.8606060606,4.9818181818,6.7803921569,5.0941747573,11.5174757282,4.8621359223,4.7914285714,3.1867924528,6.5299065421,5.2944954128,5.47,6.3339285714,6.6396551724,6.2310344828,5.8775862069,6.4576271186,7.1176470588,5.1512,9.6746153846,4.4715384615,4.8792307692,6.0723076923,6.1069230769,6.9761538462,7.4084615385,3.5315384615,5.3738461538,7.0592307692,4.1364341085,5.8705426357,5.9323076923,4.0876923077,4.6238461538,3.6953846154,4.1315599284,5.0728696985,6.4271871255,7.1467285068,3.1867924528,5.7584615385,5.8655743481,11.5174757282,
12-27,10.11,5.8294736842,5.1368421053,7.0210526316,3.881443299,5.4857142857,6.4090909091,5.8787878788,5.0101010101,6.7941176471,5.0883495146,11.872815534,4.8825242718,4.9114285714,3.1896226415,6.5523364486,5.3220183486,5.5463636364,6.8473214286,6.6810344828,6.4439655172,5.9043103448,6.5008474576,7.4327731092,5.1656,9.7476923077,4.4738461538,5.1153846154,6.0830769231,6.1907692308,6.98,7.4169230769,3.5323076923,5.4284615385,7.1015384615,4.2503875969,6.2906976744,5.9561538462,4.1223076923,4.86,3.8238461538,4.2375796064,5.1304048583,6.5162941549,7.4185080802,3.1896226415,5.8215384615,5.8915491118,11.872815534,
12-28,10.115,5.8421052632,5.2410526316,7.0526315789,3.8907216495,5.5448979592,6.4121212121,5.9686868687,5.1222222222,6.8039215686,5.0815533981,12.3058252427,4.9815533981,5.0380952381,3.2028301887,6.5654205607,5.3321100917,5.6327272727,6.9410714286,6.7155172414,6.5474137931,6.0387931034,6.5389830508,7.5050420168,5.1712,9.7546153846,4.4892307692,5.2330769231,6.0938461538,6.2153846154,6.9946153846,7.5115384615,3.5853846154,5.4630769231,7.3792307692,4.307751938,6.6666666667,6.5753846154,4.1261538462,5.2061538462,4.0292307692,4.2895921288,5.225,6.6027692308,7.5056916613,3.2028301887,5.8961538462,6.0037399861,12.3058252427,
12-29,10.13125,5.8315789474,5.2736842105,7.1031578947,3.9092783505,5.6489795918,6.4181818182,6.5545454545,5.1505050505,6.8264705882,5.0970873786,12.486407767,5.0708737864,5.3028571429,3.2113207547,6.5672897196,5.4458715596,5.6654545455,7.0008928571,6.774137931,6.775862069,6.1836206897,6.6313559322,7.6168067227,5.2224,9.7753846154,4.5784615385,5.2607692308,6.1038461538,6.3946153846,7.0169230769,7.5646153846,3.5846153846,5.4869230769,7.4407692308,4.7658914729,6.9705426357,7.0161538462,4.1323076923,5.5353846154,4.0376923077,4.5338461538,5.2941052632,6.7910446247,7.5698345184,3.2113207547,5.9676923077,6.1437334218,12.486407767,
12-30,10.17625,5.8494736842,5.3494736842,7.1684210526,3.9484536082,5.7336734694,6.4343434343,6.8585858586,5.1686868687,6.8392156863,5.1300970874,12.5970873786,5.1174757282,5.3552380952,3.2094339623,6.5728971963,5.5137614679,5.7463636364,7.2928571429,7.7525862069,6.9474137931,6.1810344828,6.8296610169,7.6537815126,5.3696,10.5669230769,4.6630769231,5.2923076923,6.1053846154,6.4876923077,7.0469230769,7.5807692308,3.5861538462,5.54,7.4607692308,4.807751938,7.207751938,7.0707692308,4.1423076923,5.7969230769,4.0569230769,4.611,5.3652914286,6.9772665782,7.663661982,3.2094339623,6.0715384615,6.1432095491,12.5970873786,
12-31,10.335,5.8673684211,5.4821052632,7.2189473684,4.0154639175,5.7918367347,6.4888888889,7.1474747475,5.1898989899,6.8882352941,5.5572815534,12.6427184466,5.1281553398,5.3780952381,3.2132075472,6.6504672897,5.5550458716,5.7736363636,7.5705357143,7.9198275862,7.1965517241,6.1637931034,7.1093220339,7.6588235294,5.628,10.8607692308,4.6907692308,5.3576923077,6.13,6.5292307692,7.0838461538,7.6038461538,3.5684615385,5.6184615385,7.4676923077,4.8341085271,7.6418604651,7.4046153846,4.1530769231,5.8761538462,4.08,4.637,5.5566108488,7.1621978405,7.6849239351,3.2132075472,6.1623076923,6.1468965517,12.6427184466,
01-01,10.38875,5.8852631579,5.5778947368,7.2557894737,4.0298969072,5.8193877551,6.5151515152,7.2151515152,5.2171717172,6.9137254902,6.1524271845,12.6786407767,5.1349514563,5.5238095238,3.2264150943,6.6457943925,5.5917431193,6.1490909091,7.6491071429,8.1637931034,7.7637931034,6.1612068966,7.1593220339,7.6831932773,5.676,10.8846153846,4.7015384615,5.3892307692,6.2623076923,6.5830769231,7.0853846154,7.6223076923,3.5507692308,5.7615384615,7.5484615385,4.8496124031,8.2209302326,8.0884615385,4.1523076923,5.8715384615,4.1015384615,4.6466153846,5.6507229358,7.2273429027,8.1695068164,3.2264150943,6.2461538462,6.2117572944,12.6786407767,
01-02,10.465,6.1347368421,5.6021052632,7.3010526316,4.0690721649,5.8418367347,6.5353535354,7.303030303,5.3212121212,6.9352941176,6.2718446602,12.7223300971,5.1854368932,5.6352380952,3.4226415094,6.6439252336,5.6091743119,6.2072727273,8.0383928571,8.2077586207,8.0086206897,6.15,7.2042372881,7.8016806723,5.7608,10.9053846154,4.7107692308,5.4146153846,6.3638461538,6.6823076923,7.1030769231,7.6884615385,3.5515384615,5.8230769231,8.0246153846,4.8511627907,8.2302325581,8.8184615385,4.1523076923,6.0192307692,4.3784615385,4.6549230769,5.7231314286,7.301645933,8.2890554562,3.4226415094,6.3061538462,6.317845407,12.7223300971,
01-03,10.49,6.3221052632,5.6305263158,7.3526315789,4.2175257732,5.8530612245,6.5434343434,7.6141414141,5.3858585859,6.9382352941,6.3873786408,12.8805825243,5.3786407767,5.6657142857,3.6188679245,6.6411214953,5.6605504587,6.2918181818,8.6508928571,8.2551724138,8.324137931,6.1879310345,7.2601694915,7.9201680672,5.8792,10.9953846154,4.7146153846,5.4230769231,6.3869230769,6.7130769231,7.1538461538,7.98,3.5423076923,5.87,8.1038461538,4.903125,8.2666666667,9.0584615385,4.1523076923,6.1976923077,4.6315384615,4.6649064235,5.7968571429,7.4310845295,8.6916497253,3.5423076923,6.3723076923,6.3871508588,12.8805825243,
01-04,10.54625,6.3705263158,5.6789473684,7.3778947368,4.2608247423,5.9346938776,6.6262626263,7.6585858586,5.5363636364,6.9676470588,6.740776699,13.527184466,5.5097087379,5.7276190476,3.6698113208,6.6514018692,5.7036697248,6.3290909091,8.9696428571,8.5534482759,8.499137931,6.2956896552,7.3271186441,8.0722689076,5.9016,11.0238461538,4.7107692308,5.4515384615,6.4453846154,6.7884615385,7.1961538462,8.1438461538,3.5446153846,5.9238461538,8.1515384615,4.9488372093,8.3162790698,9.1830769231,4.1992307692,6.2430769231,4.6623076923,4.6657747819,5.8494057143,7.4621020734,8.9909862637,3.5446153846,6.4446153846,6.5358236208,13.527184466,
01-05,10.56875,6.4884210526,5.9547368421,7.7431578947,4.3257731959,6.3428571429,6.7545454545,7.702020202,5.6636363636,7.1107843137,7.0106796117,13.5980582524,5.6689320388,5.8457142857,3.8830188679,6.6523364486,5.728440367,6.3690909091,8.9669642857,9.074137931,8.6060344828,6.5448275862,7.4449152542,8.1378151261,5.944,11.0476923077,4.72,5.4661538462,6.5730769231,6.8653846154,7.27,8.9915384615,3.5446153846,5.9453846154,8.1715384615,5.0255813953,8.4147286822,9.2192307692,4.3084615385,6.41,4.7615384615,4.6805773196,5.9449692308,7.7143615098,9.0886472149,3.5446153846,6.5461538462,6.6127066858,13.5980582524,
01-06,10.78,6.9221052632,6.3136842105,7.9494736842,4.3525773196,6.3887755102,6.804040404,7.7606060606,5.9545454545,7.4401960784,7.0805825243,13.6563106796,5.8961165049,5.9819047619,3.9396226415,6.6551401869,5.780733945,6.4781818182,9.0178571429,9.3120689655,8.6301724138,6.6637931034,8.4305084746,8.3008403361,6.0328,11.0784615385,4.7192307692,5.4776923077,6.6230769231,7.0184615385,7.3346153846,9.4384615385,3.5507692308,6.0607692308,8.2353846154,5.2703125,9.0046511628,9.3592307692,4.4069230769,6.4961538462,5.0730769231,4.688,6.0523784615,8.0352469636,9.3671538462,3.5507692308,6.6484615385,6.7339167537,13.6563106796,
01-07,10.975,6.9747368421,6.4526315789,8.3084210526,4.3907216495,6.3857142857,7.1797979798,8.0818181818,6.1565656566,7.6421568627,7.1631067961,13.7048543689,5.9174757282,6.0066666667,3.9396226415,6.646728972,5.895412844,6.4909090909,9.1910714286,9.4431034483,8.6672413793,6.8120689655,8.9906779661,8.5403361345,6.1008,11.0953846154,4.7169230769,5.4938461538,6.6661538462,7.03,7.4853846154,9.4469230769,3.8607692308,6.5476923077,8.2869230769,5.2828125,9.3372093023,9.6238461538,4.4823076923,6.5415384615,5.0923076923,4.6934615385,6.316969697,8.2933724696,9.4646153846,3.8607692308,6.7915384615,6.8934029038,13.7048543689,
01-08,11.00625,7.0789473684,6.5694736842,8.4031578947,4.5164948454,6.4632653061,7.4343434343,8.5717171717,6.2060606061,8.0362745098,7.2058252427,13.8048543689,5.9737864078,6.0171428571,4.0056603774,6.6308411215,5.9293577982,6.5090909091,9.3473214286,9.6318965517,8.7318965517,6.8724137931,9.1330508475,8.7848739496,6.1008,11.1092307692,4.8392307692,5.5130769231,6.7576923077,7.0292307692,7.6384615385,9.6146153846,3.8669230769,6.8176923077,8.3161538462,5.2875,9.3666666667,9.6338461538,4.7376923077,6.5523076923,5.1761538462,4.8290769231,6.3861038961,8.4537256778,9.6320915119,3.8669230769,6.8907692308,6.9508222812,13.8048543689,
01-09,11.03875,7.0905263158,6.7726315789,8.5157894737,4.7030927835,6.5357142857,7.4616161616,8.9393939394,6.2595959596,8.1323529412,7.2310679612,13.8825242718,6.0388349515,6.0371428571,4.179245283,6.6355140187,5.9422018349,6.5190909091,9.3633928571,10.3534482759,8.8698275862,6.8931034483,9.3152542373,8.8512605042,6.116,11.1823076923,4.8376923077,5.5330769231,6.8461538462,7.0246153846,7.6892307692,10.2123076923,3.9815384615,6.8523076923,8.3876923077,5.2573643411,9.5015503876,9.6592307692,4.7646153846,6.5807692308,5.3446153846,4.8303846154,6.4412424242,8.6164307828,10.2264217507,3.9815384615,6.9515384615,6.9588594164,13.8825242718,
01-10,11.0575,7.1031578947,7.0010526316,8.7694736842,4.7432989691,6.5581632653,7.4808080808,9.1505050505,6.3282828283,8.1960784314,7.2708737864,14.1504854369,6.0669902913,6.1333333333,4.4452830189,6.6813084112,5.9798165138,6.5572727273,9.3598214286,11.0396551724,8.8767241379,6.9112068966,9.6237288136,8.9714285714,6.1288,11.3276923077,4.8546153846,5.55,7.1307692308,7.0269230769,7.7069230769,11.4284615385,4.1892307692,6.8684615385,8.4753846154,5.2604651163,9.5015503876,9.9530769231,5.0192307692,6.5984615385,5.3407692308,5.0027692308,6.4885757576,8.8016488203,11.0414396552,4.1892307692,7.0261538462,7.0650404858,14.1504854369,
01-11,11.06375,7.1136842105,7.1431578947,8.9821052632,4.787628866,6.6102040816,7.5050505051,9.6101010101,6.3383838384,8.2696078431,7.3922330097,14.5660194175,6.3485436893,6.16,4.8018867925,6.7196261682,5.9733944954,6.7081818182,9.3589285714,11.8551724138,8.925862069,6.9431034483,9.7338983051,8.9966386555,6.1344,11.3415384615,4.8646153846,5.74,7.37,7.0615384615,7.7084615385,11.82,4.5876923077,6.9146153846,8.5,5.2627906977,9.5147286822,10.5292307692,5.2592307692,6.7115384615,5.3584615385,5.2197692308,6.5317059639,8.9427350272,11.0915288462,4.5876923077,7.1115384615,7.1284210526,14.5660194175,
01-12,11.065,7.1263157895,7.46,9.1157894737,4.7969072165,6.6530612245,7.5171717172,9.9848484848,6.3535353535,8.6676470588,7.4116504854,15.0553398058,6.7155339806,6.16,5.0179245283,6.8906542056,5.976146789,6.7945454545,9.3473214286,12.8801724138,9.1025862069,7.0318965517,9.9788135593,9.1319327731,6.1456,11.3623076923,4.8776923077,5.8838461538,7.4907692308,7.17,7.7253846154,12.3784615385,4.7315384615,6.9815384615,8.6461538462,5.2697674419,9.5162790698,10.8223076923,5.4176923077,6.9330769231,5.3907692308,5.2445831505,6.6967921538,9.1065471869,11.0947307692,4.7315384615,7.2184615385,7.2908252427,15.0553398058,
01-13,11.07875,7.1315789474,7.5126315789,9.1357894737,4.8072164948,6.7775510204,7.5545454545,10.0363636364,6.397979798,8.7794117647,7.4330097087,15.5776699029,6.9349514563,6.1714285714,5.0783018868,7.1289719626,6.0146788991,6.8036363636,9.3383928571,12.975862069,9.175,7.4543103448,10.0474576271,9.2899159664,6.1592,11.43,4.8884615385,5.9115384615,7.7630769231,7.3461538462,7.7584615385,12.6661538462,4.9238461538,7.0107692308,8.7815384615,5.328125,9.5271317829,10.8623076923,5.8230769231,6.9353846154,5.4038461538,5.3031426887,6.7958107607,9.1475526316,11.113875,4.8072164948,7.3384615385,7.4436600268,15.5776699029,
01-14,11.09125,7.1505263158,7.5747368421,9.1673684211,5.0804123711,7.0020408163,7.6141414141,10.2636363636,6.496969697,8.9441176471,7.440776699,16.1417475728,7.2893203883,6.1895238095,5.1018867925,7.2598130841,6.0532110092,6.8318181818,9.3419642857,12.974137931,9.2422413793,7.5396551724,10.0694915254,9.3134453782,6.1632,11.5169230769,4.9076923077,5.9430769231,7.91,7.4592307692,7.7853846154,12.7984615385,4.9384615385,7.0369230769,9.0123076923,5.3279069767,9.5387596899,10.9092307692,6.1753846154,6.9530769231,5.4146153846,5.3053049583,6.9166993007,9.1898303085,11.1338173077,4.9076923077,7.4246153846,7.4994429708,16.1417475728,
01-15,11.11375,7.1757894737,7.6315789474,9.2094736842,5.2670103093,7.1479591837,7.7151515152,10.4575757576,6.5151515152,9.0568627451,7.4485436893,16.313592233,7.3213592233,6.2133333333,5.1132075472,7.3028037383,6.0577981651,6.8518181818,9.3785714286,12.9982758621,9.2715517241,7.549137931,10.0881355932,9.3109243697,6.1656,11.5684615385,4.9461538462,5.9707692308,7.9623076923,7.4653846154,7.8469230769,12.91,4.9369230769,7.0561538462,9.1315384615,5.36015625,9.5612403101,11.0384615385,6.7446153846,6.9692307692,5.4092307692,5.3508416559,6.934006993,9.2280970962,11.1592211538,4.9369230769,7.4623076923,7.5072612732,16.313592233,
01-16,11.2075,7.3621052632,7.8442105263,9.2357894737,5.4402061856,7.4367346939,7.7484848485,10.5484848485,6.5454545455,9.3343137255,7.5213592233,16.3699029126,7.659223301,6.2733333333,5.1566037736,7.385046729,6.1055045872,6.9227272727,9.43125,13.0172413793,9.4603448276,7.5551724138,10.1372881356,9.3058823529,6.168,11.6061538462,4.9884615385,6.0746153846,7.9630769231,7.4769230769,8.0292307692,12.9469230769,4.93,7.2961538462,9.1453846154,5.3534883721,9.5674418605,11.4923076923,6.8484615385,7.0115384615,5.4030769231,5.4315344042,6.9848951049,9.3144117647,11.5036923077,4.93,7.5607692308,7.6071978574,16.3699029126,
01-17,11.34375,7.4410526316,8.0168421053,9.2505263158,5.5195876289,7.4755102041,7.7676767677,10.8545454545,6.5929292929,9.5921568627,7.9330097087,16.3844660194,7.832038835,6.5342857143,5.2462264151,7.4504672897,6.1559633028,6.9618181818,9.4205357143,13.1387931034,9.4698275862,7.5853448276,10.1415254237,9.3084033613,6.1832,11.8538461538,5.2461538462,6.0969230769,7.9569230769,7.5392307692,8.29,12.9776923077,4.9276923077,7.68,9.2353846154,5.42578125,9.5682170543,11.7892307692,6.8907692308,7.0292307692,5.4030769231,5.510206991,7.009006993,9.3420430672,11.7956923077,4.9276923077,7.6623076923,7.7998578013,16.3844660194,
01-18,11.45625,7.4768421053,8.4694736842,9.2536842105,5.5608247423,7.5,7.7818181818,11.0565656566,6.6303030303,9.6705882353,8.4893203883,16.4242718447,8.3194174757,6.7371428571,5.3518867925,7.4728971963,6.1697247706,6.9672727273,9.4196428571,13.1215517241,9.6655172414,7.5931034483,10.2271186441,9.3058823529,6.1912,12.2453846154,5.2853846154,6.1138461538,7.9546153846,7.5523076923,8.4523076923,12.9815384615,4.9423076923,8.2784615385,9.5123076923,5.4410852713,9.5705426357,12.1469230769,7.3584615385,7.0846153846,5.3961538462,5.5488507952,7.2763076923,9.4474423077,12.1567692308,4.9423076923,7.8115384615,8.1165384615,16.4242718447,
01-19,11.48625,7.5336842105,8.6568421053,9.26,5.6525773196,7.5367346939,7.7878787879,11.3434343434,6.6343434343,9.7725490196,8.5932038835,16.4582524272,8.3553398058,7.159047619,5.7641509434,7.5224299065,6.2440366972,6.9845454545,9.4196428571,13.2060344828,9.9396551724,7.6034482759,10.2889830508,9.3100840336,6.3808,12.3146153846,5.5030769231,6.1176923077,7.9453846154,7.6176923077,8.6084615385,12.9923076923,4.9961538462,8.6838461538,9.5446153846,5.4627906977,9.5666666667,12.2692307692,7.5015384615,7.1046153846,5.4069230769,5.752993581,7.3987912088,9.4571346154,12.2737692308,4.9961538462,7.9423076923,8.1503622106,16.4582524272,
01-20,11.52625,7.5873684211,8.6978947368,9.2589473684,5.7350515464,7.656122449,7.796969697,11.5626262626,6.6454545455,9.8098039216,8.9990291262,16.5048543689,8.7087378641,7.4752380952,5.8820754717,7.5700934579,6.3266055046,7,9.4419642857,13.2112068966,10.1362068966,7.6543103448,10.3847457627,9.3134453782,6.6488,12.5607692308,5.7146153846,6.1238461538,7.9430769231,7.6738461538,8.7007692308,13.1546153846,5.0592307692,8.7415384615,9.5584615385,5.5178294574,9.5689922481,12.3015384615,7.5392307692,7.1384615385,5.3876923077,5.8673730792,7.520032967,9.4769134615,12.3274615385,5.0592307692,8.04,8.32048583,16.5048543689,
01-21,11.71125,7.6294736842,8.7810526316,9.2621052632,5.7484536082,7.6744897959,7.803030303,11.7060606061,6.6505050505,9.8245098039,9.1077669903,16.5660194175,8.8029126214,8.0047619048,5.9056603774,7.6177570093,6.3926605505,7.0136363636,9.4732142857,13.2353448276,10.1163793103,7.7120689655,10.4406779661,9.325210084,6.8696,12.6061538462,5.8469230769,6.1246153846,7.93,7.6784615385,8.9446153846,13.38,5.4207692308,8.7715384615,9.6553846154,5.5511627907,9.6124031008,12.3376923077,7.6,7.1338461538,5.3823076923,5.8997866473,7.6124299065,9.5149709302,12.3645384615,5.4207692308,8.1338461538,8.3881501832,16.5660194175,
01-22,11.73625,7.6557894737,8.8326315789,9.2715789474,5.7680412371,7.6918367347,7.8080808081,11.8090909091,6.6545454545,9.8519607843,9.2737864078,16.7747572816,8.8252427184,8.54,6.1754716981,7.6457943925,6.5532110092,7.0563636364,9.4669642857,13.224137931,10.15,7.7215517241,10.5576271186,9.3445378151,7.5176,12.6930769231,6.7130769231,6.1276923077,7.9338461538,7.6815384615,8.98,13.6792307692,5.5415384615,9.0915384615,9.8861538462,5.6162790698,9.6744186047,12.3661538462,7.7176923077,7.1992307692,5.3869230769,6.1706937591,7.6527909493,9.5292005814,12.3988461538,5.5415384615,8.3146153846,8.6826213592,16.7747572816,
01-23,11.75625,7.7210526316,8.8926315789,9.3094736842,5.806185567,7.7173469388,7.8090909091,12.0888888889,6.6656565657,9.8598039216,9.5339805825,16.9718446602,8.9310679612,8.6333333333,6.3216981132,7.6719626168,6.6504587156,7.0836363636,9.48125,13.2301724138,10.1439655172,7.7517241379,10.6144067797,9.5025210084,7.9664,12.9169230769,6.8676923077,6.1292307692,7.9323076923,7.6846153846,9.01,13.9469230769,5.6015384615,9.1138461538,9.9892307692,5.8705426357,9.6744186047,12.3930769231,7.7384615385,7.2115384615,5.3953846154,6.3024513788,7.7075274725,9.5761119892,12.4454615385,5.6015384615,8.3923076923,8.7629824561,16.9718446602,
01-24,11.83625,7.7757894737,9.0115789474,9.3810526316,5.9886597938,7.7632653061,7.8515151515,12.1333333333,6.6868686869,9.9245098039,9.659223301,17.3941747573,8.9902912621,8.8028571429,6.3528301887,7.6738317757,6.6614678899,7.2045454545,9.4991071429,13.2396551724,10.1853448276,7.7732758621,10.6398305085,9.8890756303,8.1688,12.95,7.0438461538,6.1623076923,7.9215384615,7.6930769231,9.0846153846,14.5369230769,5.6092307692,9.2961538462,10.0646153846,6.1496124031,9.6837209302,12.4615384615,7.77,7.2461538462,5.5961538462,6.333777939,7.7422087912,9.7453273402,12.5103846154,5.6092307692,8.4607692308,8.8965742025,17.3941747573,
01-25,11.87625,7.9452631579,9.0526315789,9.5610526316,6.0474226804,7.8642857143,7.8444444444,12.201010101,6.7252525253,10.0696078431,10.0058252427,17.4281553398,9.0805825243,9.0980952381,6.5716981132,7.7457943925,6.7146788991,7.2281818182,9.5267857143,13.2629310345,10.2327586207,7.7836206897,10.8957627119,10.481512605,8.3216,12.9792307692,7.07,6.2784615385,7.9284615385,7.7246153846,9.3092307692,14.6476923077,5.6615384615,9.4530769231,10.1176923077,6.3310077519,9.6937984496,12.5184615385,7.8092307692,7.35,5.6369230769,6.5476290771,7.7722728005,10.0249600228,12.5645384615,5.6615384615,8.5938461538,9.0666070516,17.4281553398,
01-26,11.8925,8.1747368421,9.0978947368,9.6273684211,6.087628866,7.8836734694,7.8393939394,12.2454545455,6.8626262626,10.2568627451,10.3339805825,18.2077669903,9.1699029126,9.1504761905,7.0377358491,8.0439252336,6.7660550459,7.2445454545,9.6607142857,13.2534482759,10.4767241379,7.800862069,11.0220338983,10.9193277311,8.3664,13.0361538462,7.1384615385,6.3376923077,7.9361538462,7.7338461538,9.3453846154,14.6930769231,5.7423076923,9.5084615385,10.1415384615,6.4534883721,9.7271317829,12.5669230769,7.9092307692,7.4230769231,5.6530769231,6.7347983785,7.8278343783,10.1761357466,12.6138461538,5.7423076923,8.6815384615,9.1241854637,18.2077669903,
01-27,11.905,8.2073684211,9.1273684211,9.6568421053,6.1597938144,7.9193877551,7.8363636364,12.2757575758,7.0363636364,10.5039215686,10.432038835,18.7126213592,9.1902912621,9.3923809524,7.2650943396,8.1112149533,6.7834862385,7.2718181818,9.6830357143,13.4301724138,10.5939655172,7.7905172414,11.0762711864,11.112605042,8.488,13.0507692308,7.3946153846,6.75,7.9376923077,7.7415384615,9.3692307692,14.7076923077,5.8115384615,9.5415384615,10.1992307692,6.5565891473,9.7441860465,12.6776923077,7.9161538462,7.4330769231,5.6915384615,6.7801376147,7.8226097179,10.2690731889,12.715,5.8115384615,8.7792307692,9.1588298416,18.7126213592,
