date,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
03-04,19.5379746835,12.0084210526,12.3446808511,15.3684210526,10.1278350515,10.9724489796,10.8474747475,18.9676767677,11.8747474747,15.5294117647,16.5339805825,22.2213592233,13.1077669903,13.0885714286,12.2688679245,12.1981308411,8.8009174312,11.7672727273,14.0375,17.2517241379,13.6534482759,11.7025862069,17.7957627119,14.3882352941,11.5616,17.0092307692,11.6630769231,10.2715384615,14.5938461538,11.4592307692,11.9869230769,19.2192307692,9.1015384615,15.9630769231,13.6284615385,10.696124031,11.4930232558,17.1892307692,13.3761538462,11.0192307692,8.5615384615,10.6536654741,11.6907334218,14.8262186235,17.9129541174,8.8009174312,12.7161538462,12.7166261398,22.2213592233,
03-05,19.5594936709,12.0368421053,12.4106382979,15.42,10.2278350515,11.5255102041,11.2646464646,18.9919191919,11.8767676768,15.8607843137,16.6844660194,22.2961165049,13.2631067961,13.16,12.3,12.2523364486,8.8853211009,12.1481818182,14.1285714286,17.300862069,13.6612068966,11.7922413793,17.893220339,14.3731092437,11.7136,17.0492307692,11.6923076923,10.4215384615,14.7792307692,11.4792307692,11.94,19.2561538462,9.2607692308,16.0292307692,13.6269230769,10.9007751938,11.6519379845,17.3169230769,13.5730769231,11.1684615385,8.5646153846,10.8528515206,11.7686489655,14.9714615385,18.0030902243,8.8853211009,12.8369230769,12.7853191489,22.2961165049,
03-06,19.5696202532,12.0663157895,12.4468085106,15.4778947368,10.6773195876,12.1275510204,11.4626262626,19.0444444444,11.9131313131,16.5107843137,17.367961165,22.3466019417,13.3718446602,13.1914285714,12.5669811321,12.2859813084,8.9183486239,12.3409090909,14.1928571429,17.3353448276,13.6931034483,11.824137931,17.9305084746,14.4134453782,11.9144,17.1623076923,11.7115384615,10.4638461538,14.8138461538,11.5253846154,11.9053846154,19.4253846154,9.3015384615,16.1830769231,13.63,10.9317829457,12.023255814,17.4646153846,13.7061538462,11.4215384615,8.6069230769,10.9063366099,11.9140193939,15.0130607287,18.0419020716,8.9183486239,12.9346153846,12.8792048518,22.3466019417,
03-07,19.5898734177,12.0821052632,12.8978723404,15.5115789474,11.0154639175,12.1969387755,11.496969697,19.0797979798,11.9545454545,16.7411764706,17.4747572816,22.3980582524,14.0077669903,13.2723809524,12.8811320755,12.3299065421,9.0201834862,12.5518181818,14.3517857143,17.3698275862,13.7094827586,11.850862069,17.9898305085,14.4789915966,11.968,17.4523076923,11.7184615385,10.5046153846,14.9661538462,11.55,12.1623076923,19.5876923077,9.3130769231,16.9907692308,13.6469230769,10.9348837209,12.1937984496,17.5353846154,13.7830769231,11.876744186,8.8292307692,11.0074058979,12.0478736842,15.1297813765,18.0988272556,9.0201834862,13.0776923077,13.0851266464,22.3980582524,
03-08,19.6379746835,12.1,13.0521276596,15.6684210526,11.1226804124,12.2520408163,11.5777777778,19.1131313131,11.9717171717,16.7637254902,17.5155339806,22.4194174757,14.1058252427,13.439047619,13.2,12.4887850467,9.3366972477,12.6618181818,14.4,17.3879310345,13.8396551724,11.825,18.0720338983,14.5647058824,12.2832,17.7723076923,11.7292307692,10.5084615385,15.1715384615,11.5692307692,12.3546153846,19.6792307692,9.3438461538,17.35,13.6476923077,10.9333333333,12.2697674419,17.5530769231,13.8730769231,11.9736434109,8.8615384615,11.1037457045,12.2064285714,15.3206032389,18.1761436398,9.3366972477,13.1815384615,13.3195238095,22.4194174757,
03-09,19.8734177215,12.2642105263,13.1063829787,15.7210526316,11.1494845361,12.2826530612,11.8868686869,19.1464646465,12.0121212121,16.8029411765,17.5660194175,22.5019417476,14.154368932,13.5523809524,13.3264150943,12.5271028037,9.6596330275,12.7172727273,14.4080357143,17.3879310345,14.1853448276,12.0448275862,18.1169491525,14.6445378151,12.4144,17.8792307692,11.7369230769,10.7746153846,15.1869230769,11.5684615385,12.3823076923,19.7353846154,9.3684615385,17.9076923077,13.77,10.9472868217,12.4519379845,17.6323076923,13.9176923077,11.992248062,8.8653846154,11.1292647646,12.2771203008,15.3471619433,18.2199007019,9.3684615385,13.2576923077,13.4393980234,22.5019417476,
03-10,20.1696202532,12.4063157895,13.3031914894,15.6210526316,11.1835051546,12.3367346939,11.9343434343,19.1636363636,12.0212121212,16.8411764706,17.6097087379,22.532038835,14.1883495146,13.7419047619,13.7179245283,12.6317757009,9.7577981651,12.7345454545,14.3705357143,17.4155172414,14.475862069,12.074137931,18.1355932203,14.9,12.524,17.9446153846,11.7376923077,11.0669230769,15.2269230769,11.5592307692,12.4376923077,19.7930769231,9.3707692308,18.0023076923,13.8223076923,11.0496124031,12.7511627907,17.7015384615,13.9284615385,12.0263565891,8.8061538462,11.1718469469,12.3854414608,15.3451619433,18.2383975347,9.3707692308,13.3361538462,13.7299146451,22.532038835,
03-11,20.4341772152,12.4336842105,13.6223404255,15.5042105263,11.2773195876,12.4765306122,11.9666666667,19.3565656566,12.0393939394,16.9294117647,17.6398058252,22.5766990291,14.254368932,13.7933333333,13.8160377358,12.8981308411,9.8660550459,12.7390909091,14.3169642857,17.3887931034,14.7706896552,12.1887931034,18.1677966102,15.0394957983,12.652,18.0238461538,11.7161538462,11.0930769231,15.2946153846,11.5407692308,12.4753846154,19.7723076923,9.3769230769,18.0676923077,13.9061538462,11.1790697674,12.7860465116,18.5907692308,13.9530769231,12.023255814,8.7461538462,11.2674946056,12.4628744939,15.3574939271,18.6673488733,9.3769230769,13.4023076923,13.8046855346,22.5766990291,
03-12,20.6316455696,12.5684210526,13.735106383,15.4063157895,11.6082474227,12.843877551,12.0070707071,19.4595959596,12.1252525253,17.5088235294,17.6601941748,22.6067961165,14.286407767,13.8771428571,13.9622641509,13.1355140187,9.9293577982,12.7227272727,14.2866071429,17.4017241379,15.05,12.2043103448,18.2415254237,15.0899159664,12.6792,18.0346153846,11.6776923077,11.1815384615,15.4053846154,11.5353846154,12.4576923077,19.71,9.3930769231,18.3315384615,14.0246153846,11.2798449612,12.8364341085,18.9507692308,13.9876923077,12.0046511628,8.7238461538,11.50983065,12.5352024291,15.4056639676,19.0016519037,9.3930769231,13.4607692308,13.919703504,22.6067961165,
03-13,20.7227848101,12.6284210526,13.8276595745,15.3063157895,11.8134020619,12.8887755102,12.0161616162,19.4787878788,12.1868686869,17.7931372549,17.7631067961,22.6213592233,14.313592233,13.9657142857,14.0688679245,13.2327102804,10.0559633028,12.6945454545,14.2276785714,17.3853448276,15.3224137931,12.1422413793,18.2898305085,15.1084033613,12.74,18.1223076923,11.6146153846,11.2230769231,15.4507692308,11.53,12.4207692308,19.6376923077,9.38,18.8946153846,14.0438461538,11.4434108527,12.9302325581,19.1338461538,14.17,12.0023255814,8.6676923077,11.5213410853,12.5661255061,15.3609204244,19.1683403263,9.38,13.4853846154,14.0047802198,22.6213592233,
03-14,20.8253164557,12.7957894737,13.8765957447,15.3452631579,12.0278350515,12.9612244898,12.0070707071,19.5252525253,12.1727272727,17.8156862745,18.0300970874,22.6203883495,14.3485436893,14.000952381,14.0811320755,13.2822429907,10.2871559633,12.6536363636,14.1464285714,17.3681034483,15.449137931,12.0068965517,18.5228813559,15.1327731092,12.88,18.1715384615,11.5315384615,11.1738461538,15.4615384615,11.5246153846,12.4076923077,19.5438461538,9.3646153846,19.3876923077,14.3923076923,11.7558139535,13.0581395349,19.1838461538,14.4215384615,12.3217054264,8.5569230769,11.5308461538,12.5798531469,15.4528580902,19.4014483294,9.3646153846,13.5469230769,14.0410422282,22.6203883495,
03-15,21.0113924051,12.8547368421,13.9478723404,15.4042105263,12.2340206186,13.0928571429,11.9949494949,19.8555555556,12.1535353535,17.8196078431,18.0990291262,22.6291262136,14.3825242718,14.0180952381,14.1188679245,13.453271028,10.3935779817,12.6472727273,14.1669642857,17.4112068966,15.5931034483,11.8913793103,18.6813559322,15.1462184874,13.036,18.2261538462,11.4153846154,11.1069230769,15.5053846154,11.4530769231,12.7338461538,19.4061538462,9.5484615385,19.4346153846,14.4984615385,12.1395348837,13.0875968992,19.3723076923,14.6915384615,12.511627907,8.5107692308,11.4493076923,12.7078741259,15.5317002653,19.409,9.5484615385,13.6084615385,14.0684815813,22.6291262136,
03-16,21.1341772152,13.1905263158,14.0893617021,15.4684210526,12.3701030928,13.2346938776,11.9878787879,20.1313131313,12.0888888889,17.8019607843,18.1417475728,22.6417475728,14.3825242718,13.9904761905,14.3273584906,13.4906542056,10.4311926606,12.6781818182,14.1607142857,17.4362068966,15.6413793103,11.8155172414,18.786440678,15.156302521,13.0696,18.2284615385,11.2638461538,11.0315384615,15.5384615385,11.3053846154,12.94,19.2,9.8084615385,19.4761538462,14.5184615385,12.2527131783,13.1410852713,20.0023076923,15.0007692308,12.6364341085,8.5007692308,11.3012307692,12.8614545455,15.56933687,19.5287692308,9.8084615385,13.6392307692,14.1250379939,22.6417475728,
03-17,21.4886075949,13.4294736842,14.2223404255,15.5884210526,12.418556701,13.3265306122,11.9848484848,20.3636363636,12.0060606061,17.7490196078,18.1961165049,22.5932038835,14.3825242718,13.9866666667,14.3820754717,13.723364486,10.5422018349,12.9409090909,14.1241071429,17.5232758621,15.7612068966,11.6939655172,18.8991525424,15.1226890756,13.0816,18.3123076923,11.1023076923,11.0276923077,15.5938461538,11.1246153846,13.1030769231,18.9238461538,9.9023076923,19.5253846154,14.5115384615,12.3945736434,13.2496124031,20.0607692308,15.1469230769,12.7279069767,8.4488372093,11.1223846154,13.0393927273,15.6440543767,19.5789230769,9.9023076923,13.6415384615,14.1732237842,22.5932038835,
03-18,21.6911392405,13.5610526316,14.2595744681,15.6389473684,12.4958762887,13.3816326531,12.0585858586,20.7494949495,11.9818181818,17.7588235294,18.4398058252,22.6,14.4873786408,13.959047619,14.4433962264,13.8345794393,10.6963302752,13.5009090909,14.0169642857,17.6913793103,15.8525862069,11.4801724138,18.956779661,15.0134453782,13.088,18.53,11.0446153846,11.0861538462,15.6392307692,10.9169230769,13.2215384615,18.6484615385,10.0392307692,19.5469230769,14.5061538462,12.4201550388,13.2782945736,20.07,15.1984615385,12.9176923077,8.2728682171,11.082,13.1814769231,15.7032374005,19.5992307692,10.0392307692,13.6584615385,14.1382693769,22.6,
03-19,21.7962025316,13.7863157895,14.3074468085,15.7052631579,12.5195876289,13.4408163265,12.2252525253,20.9252525253,12.0131313131,17.8019607843,18.5019417476,22.5708737864,14.7601941748,13.8819047619,14.5179245283,13.9644859813,10.780733945,13.8718181818,13.8651785714,17.7534482759,16.1120689655,11.2896551724,19.0347457627,14.9,13.0976,18.5923076923,11.4615384615,11.1053846154,15.6938461538,10.8453846154,13.2046153846,18.3169230769,10.2630769231,19.5423076923,14.7084615385,12.4279069767,13.2798449612,20.0930769231,15.2007692308,13.19,7.9697674419,11.2712281167,13.2002307692,15.8273049002,19.5973846154,10.2630769231,13.7176923077,14.1359663949,22.5708737864,
03-20,21.9886075949,14.1589473684,14.3574468085,16.0305263158,12.5463917526,13.6887755102,12.3666666667,20.9454545455,12.2636363636,17.9990196078,18.5252427184,22.4669902913,14.8106796117,13.7723809524,14.7481132075,14.0168224299,10.8559633028,13.9954545455,13.6178571429,17.8732758621,16.3034482759,11.1198275862,19.1313559322,14.7630252101,13.2984,18.6069230769,11.5861538462,11.1161538462,15.7246153846,10.81,13.1646153846,17.9907692308,10.3261538462,19.5430769231,15.1215384615,12.4139534884,13.3100775194,20.2292307692,15.1715384615,13.2561538462,7.5503875969,11.1194602122,13.2857261538,16.1124029038,19.6116923077,10.3261538462,13.7707692308,14.2581970885,22.4669902913,
03-21,22.0240506329,14.3526315789,14.3968085106,16.1210526316,12.5515463918,13.8214285714,12.4303030303,20.9898989899,12.4191919192,18.0450980392,18.5378640777,22.254368932,14.8330097087,13.6266666667,15.1047169811,13.9672897196,10.8917431193,14.1618181818,13.35625,18.3594827586,16.3560344828,10.9163793103,19.2245762712,14.5991596639,13.3288,18.64,11.6384615385,11.2484615385,15.73,10.7292307692,13.1292307692,17.7253846154,10.4030769231,19.5653846154,15.3207692308,12.5046511628,13.3457364341,20.7315384615,15.1346153846,13.3315384615,7.0914728682,11.2152533156,13.3307169231,16.1915471869,19.682,10.4030769231,13.8069230769,14.3747200448,22.254368932,
03-22,22.0392405063,14.6010526316,14.3776595745,16.1652631579,12.5443298969,14.143877551,12.6202020202,20.997979798,12.496969697,18.118627451,18.554368932,22.1087378641,14.8126213592,13.539047619,15.258490566,13.9168224299,10.8788990826,14.1636363636,13.0982142857,18.4896551724,16.5189655172,11.0517241379,19.256779661,14.4521008403,13.3752,18.8146153846,11.6530769231,11.4915384615,15.7307692308,10.5915384615,13.0823076923,17.4284615385,10.4461538462,19.8476923077,15.4623076923,12.6255813953,13.3527131783,21.1623076923,15.08,13.3807692308,6.5666666667,11.4475570292,13.2763635105,16.2713738657,19.9627210567,10.4461538462,13.8153846154,14.4148802074,22.1087378641,
03-23,22,14.7494736842,14.3829787234,16.1789473684,12.5144329897,14.2857142857,12.7787878788,20.9595959596,12.6868686869,18.2676470588,18.6048543689,21.9436893204,14.7747572816,13.4523809524,15.3594339623,13.8607476636,10.828440367,14.1836363636,12.8098214286,18.6844827586,16.5327586207,11.0181034483,19.2610169492,14.4100840336,13.4024,18.9792307692,11.5815384615,11.5453846154,15.7807692308,10.4084615385,13.2546153846,17.3715384615,10.6376923077,20.0123076923,15.5869230769,12.6984496124,13.3596899225,21.8261538462,15.0623076923,13.5661538462,6.1558139535,11.4926564987,13.3281675611,16.2850907441,20.107036519,10.4084615385,13.8284615385,14.3965313785,22,
03-24,21.9405063291,14.7884210526,14.5106382979,16.16,12.5835051546,14.3397959184,13.0050505051,20.8393939394,12.7787878788,18.3637254902,18.8689320388,21.745631068,14.6650485437,13.3742857143,15.3801886792,13.8504672897,10.828440367,14.1827272727,12.6044642857,19.2068965517,16.5862068966,10.9939655172,19.2762711864,14.7100840336,13.5528,19.0669230769,11.3476923077,11.6307692308,15.7730769231,10.4723076923,13.5284615385,17.5753846154,11.0161538462,20.0607692308,15.7592307692,12.8379844961,13.3496124031,22.0530769231,15.19,13.5561538462,5.8666666667,11.3145384615,13.3668837209,16.287862069,20.1386317016,10.4723076923,13.9192307692,14.5878434208,22.0530769231,
03-25,21.8924050633,14.8389473684,14.5946808511,16.1094736842,12.5268041237,14.3734693878,13.1646464646,20.7535353535,12.9505050505,18.537254902,19.0310679612,21.8388349515,14.5087378641,13.2628571429,15.379245283,13.785046729,10.8614678899,14.3254545455,12.4544642857,19.4715517241,16.6137931034,11.075862069,19.313559322,14.8714285714,13.6048,19.1515384615,11.0423076923,11.6553846154,15.7438461538,10.5884615385,13.67,17.6192307692,11.0346153846,20.2223076923,15.9007692308,12.9511627907,13.2581395349,22.2923076923,15.48,13.3961538462,5.3899224806,11.0725066313,13.2614418605,16.26076951,20.2754304584,10.5884615385,13.9807692308,14.5517093576,22.2923076923,
03-26,21.90125,14.8736842105,14.6521276596,16.0263157895,12.4556701031,14.5479591837,13.2131313131,20.6787878788,13.1898989899,18.7078431373,19.127184466,21.9029126214,14.4126213592,13.0819047619,15.3839622642,13.7757009346,10.9412844037,14.3490909091,12.2178571429,19.700862069,16.6715517241,10.9767241379,19.3279661017,15.3319327731,13.6488,19.3784615385,10.7607692308,11.7084615385,15.7238461538,10.6530769231,13.7969230769,17.7023076923,11.0438461538,20.2761538462,15.9661538462,13.184496124,13.103875969,22.3653846154,15.5669230769,13.1815384615,4.8438461538,11.0371339523,13.1882781301,16.2198865699,20.3164172494,10.6530769231,14.0530769231,14.6000434216,22.3653846154,
03-27,21.8430379747,15.0389473684,14.585106383,16.1431578947,12.3896907216,15.0602040816,13.2686868687,20.7848484848,13.2919191919,18.8107843137,19.1873786408,21.8766990291,14.6650485437,13.0028571429,15.358490566,13.7738317757,10.9871559633,14.7127272727,12.1285714286,19.7310344828,16.774137931,10.7879310345,19.306779661,15.6243697479,13.8816,19.5584615385,10.6653846154,11.7330769231,15.9369230769,10.57,13.8784615385,17.7192307692,11.0361538462,20.2561538462,15.9853846154,13.3364341085,12.8860465116,22.4192307692,15.7261538462,12.8923076923,4.4584615385,11.0312540579,13.2849494949,16.3324519056,20.30902331,10.57,14.1723076923,14.8758373206,22.4192307692,
03-28,21.7265822785,15.1821052632,14.5542553191,16.18,12.3907216495,15.1642857143,13.5626262626,21.2636363636,13.3343434343,18.9019607843,19.2291262136,21.8349514563,15.0310679612,13.1104761905,15.2962264151,13.7887850467,10.9376146789,14.8163636364,12.3098214286,19.8448275862,16.8456896552,10.7387931034,19.2855932203,15.6831932773,13.9408,19.8530769231,10.4646153846,11.6884615385,16.2938461538,10.3215384615,13.9684615385,17.9476923077,11.0838461538,20.1892307692,16.0776923077,13.3790697674,12.6162790698,22.4584615385,15.8238461538,12.5723076923,4.2338461538,11.0692230064,13.3656518675,16.4593992042,20.2966713287,10.3215384615,14.2661538462,15.0976768377,22.4584615385,
03-29,21.5620253165,15.3157894737,14.5659574468,16.1621052632,12.6278350515,15.2591836735,13.6878787879,21.5939393939,13.3828282828,19.0303921569,19.2378640777,21.8116504854,15.8009708738,13.0971428571,15.4245283019,13.9485981308,10.8330275229,14.8454545455,12.4633928571,19.9284482759,17.1224137931,11.0663793103,19.3144067797,15.7798319328,13.972,20.1415384615,10.1476923077,11.5846153846,16.3438461538,9.9869230769,14.1061538462,18.1169230769,11.1807692308,20.1538461538,16.1576923077,13.3968992248,12.507751938,22.5746153846,15.99,12.4292307692,3.9261538462,11.1693302387,13.3926779422,16.5774164456,20.2946640701,9.9869230769,14.3376923077,15.2874865736,22.5746153846,
03-30,21.3670886076,15.3747368421,14.5787234043,16.3105263158,12.8,15.4632653061,13.7171717172,21.7575757576,13.4292929293,19.2774509804,19.3048543689,21.8427184466,16.0912621359,13.04,15.4320754717,14.1046728972,10.6678899083,14.9427272727,12.5258928571,20.1129310345,17.6594827586,11.2706896552,19.356779661,15.9756302521,13.9264,20.2107692308,9.8746153846,11.5015384615,16.4076923077,9.7461538462,14.4746153846,18.0930769231,11.1930769231,20.2730769231,16.2807692308,13.3984496124,12.9286821705,22.6861538462,16.2376923077,12.52,3.6653846154,11.262928382,13.4200399342,16.783229443,20.3824780915,9.7461538462,14.48,15.4034061569,22.6861538462,
03-31,21.2316455696,15.4221052632,14.7393617021,16.3621052632,12.9010309278,15.5163265306,13.7414141414,21.9353535354,13.4060606061,19.3411764706,19.3262135922,21.8310679612,16.2854368932,12.9438095238,15.6349056604,14.1504672897,10.4972477064,14.9963636364,12.3553571429,20.4034482759,17.7870689655,11.3905172414,19.7550847458,16.1243697479,13.8544,20.3546153846,9.4869230769,11.38,16.6492307692,9.4676923077,14.6538461538,18.1607692308,11.1284615385,20.2976923077,16.3546153846,13.3775193798,12.9534883721,22.9446153846,16.4215384615,12.5607692308,3.4438461538,11.3548461538,13.3974982382,16.9905822281,20.4862680052,9.4676923077,14.5653846154,15.4692158969,22.9446153846,
04-01,21.385,15.4526315789,14.7808510638,16.4431578947,12.8958762887,15.543877551,13.8060606061,22.0111111111,13.3333333333,19.3882352941,19.3582524272,21.8883495146,16.3941747573,12.9628571429,15.85,14.0672897196,10.2917431193,14.9272727273,12.0321428571,20.4456896552,17.9103448276,11.449137931,19.9601694915,16.4529411765,13.9808,20.2992307692,8.9630769231,11.1261538462,16.7669230769,9.1276923077,14.79,18.3361538462,11.0338461538,20.3761538462,16.3853846154,13.3643410853,13.0364341085,23.1484615385,16.68,12.7492307692,3.4223076923,11.1169230769,13.3550387597,17.1099496021,20.5396206897,8.9630769231,14.6169230769,15.498254565,23.1484615385,
04-02,21.4911392405,15.4821052632,14.8,16.6336842105,12.8412371134,15.5602040816,13.7565656566,22.1121212121,13.3818181818,19.4107843137,19.2601941748,22.1970873786,16.5087378641,13.4857142857,15.9132075472,13.8841121495,10.0064220183,14.8009090909,11.8348214286,20.5543103448,18.2137931034,11.4189655172,20.0779661017,16.6537815126,14.3936,20.0492307692,8.6546153846,11.1969230769,16.9284615385,8.9684615385,14.7923076923,18.3269230769,10.9607692308,20.3807692308,16.3207692308,13.2643410853,13.0139534884,23.2861538462,16.7829457364,13.0561538462,3.9961538462,11.1733076923,13.4545454545,17.314061008,20.6479932344,8.6546153846,14.6776923077,15.5211546724,23.2861538462,
04-03,22.0379746835,15.4642105263,14.7744680851,16.9842105263,12.7402061856,15.5112244898,13.6606060606,22.3616161616,13.4494949495,19.4049019608,19.2087378641,22.4155339806,16.8184466019,13.9428571429,15.9924528302,13.9355140187,9.6889908257,14.7118181818,11.6678571429,20.525862069,18.2370689655,11.3336206897,20.1737288136,16.9756302521,14.54,19.7761538462,8.5961538462,11.27,17.0930769231,8.9623076923,14.7261538462,18.3630769231,10.8430769231,20.5076923077,16.3953846154,12.9441860465,12.8496124031,23.3361538462,16.7705426357,13.1730769231,4.2392307692,11.2273076923,13.5972727273,17.4362745358,20.6770733304,8.5961538462,14.7323076923,15.4877175081,23.3361538462,
04-04,22.2012658228,15.4768421053,14.7255319149,17.2747368421,12.6360824742,15.4081632653,13.4616161616,22.4090909091,13.4333333333,19.2852941176,19.1941747573,22.5621359223,16.8883495146,14.1819047619,15.9943396226,13.8261682243,9.3990825688,14.8336363636,11.7901785714,20.3853448276,18.1879310345,11.0818965517,20.2542372881,17.4235294118,14.7992,19.9784615385,8.5038461538,11.1146153846,17.1953846154,8.9592307692,14.5607692308,18.4630769231,10.7869230769,20.5492307692,16.3984615385,12.5589147287,12.796124031,23.5353846154,16.6697674419,13.2984615385,4.2507692308,11.0523992042,13.4531313131,17.6528498986,20.7144342746,8.5038461538,14.8015384615,15.4425026853,23.5353846154,
04-05,22.2303797468,15.6052631579,14.7329787234,17.3263157895,12.5463917526,15.1806122449,13.2555555556,22.5878787879,13.5636363636,19.0696078431,19.2291262136,22.9815533981,16.9893203883,14.4038095238,15.8103773585,13.7682242991,9.0431192661,14.8781818182,11.6794642857,20.4094827586,18.0439655172,10.8181034483,20.2974576271,17.6487394958,14.9896,20.0215384615,8.18,10.8784615385,17.24,8.8484615385,14.3376923077,18.5669230769,10.7484615385,20.4969230769,16.3661538462,12.1782945736,12.7472868217,23.7684615385,16.4689922481,13.4223076923,4.1669230769,10.8111392573,13.5212377622,17.7673073022,20.6702687439,8.18,14.7953846154,15.3929377014,23.7684615385,
04-06,22.2215189873,15.6884210526,14.6638297872,17.2263157895,12.5,14.8357142857,13.1232323232,22.9757575758,13.6161616162,18.7833333333,19.2300970874,23.2038834951,17.0233009709,14.520952381,15.5481132075,13.8990654206,8.7412844037,15.06,11.575,20.4620689655,18.2810344828,10.6474137931,20.3406779661,17.6831932773,15.308,19.9330769231,7.9115384615,10.8053846154,17.2769230769,8.6292307692,14.2638461538,18.5676923077,10.69,20.3707692308,16.2815384615,11.7356589147,12.7527131783,23.8623076923,16.4519379845,13.5153846154,3.9915384615,10.6857413793,13.5859285159,17.8625456389,20.6380139677,7.9115384615,14.7738461538,15.4280566038,23.8623076923,16.0135249515
04-07,22.1506329114,15.6905263158,14.4319148936,16.9189473684,12.3855670103,14.5408163265,12.9232323232,23.201010101,13.6666666667,18.5196078431,19.072815534,23.3048543689,17.1766990291,14.5571428571,15.3122641509,14.3495327103,8.5165137615,15.2409090909,11.3955357143,20.4327586207,18.6887931034,10.3482758621,20.4322033898,17.7268907563,15.6736,19.9746153846,7.7353846154,10.7553846154,17.4069230769,8.4423076923,14.0153846154,18.3984615385,10.9246153846,20.2169230769,16.1107692308,11.6310077519,12.7465116279,23.9069230769,16.6775193798,13.5176923077,3.8207692308,10.7146737401,13.621974359,17.928361991,20.6045460498,7.7353846154,14.7615384615,15.4929320755,23.9069230769,
04-08,22.1265822785,15.6147368421,14.1340425532,16.4421052632,12.3237113402,14.4653061224,12.7464646465,23.2565656566,14.0131313131,18.2352941176,18.7834951456,23.3834951456,17.3737864078,14.5895238095,15.1301886792,14.7813084112,8.2899082569,15.3209090909,11.3044642857,20.1784482759,18.7922413793,10.1517241379,20.7118644068,17.643697479,15.7376,20.1661538462,7.5438461538,10.7515384615,17.4361538462,8.2661538462,13.6276923077,18.16,11.1138461538,20.0869230769,15.8746153846,11.3969230769,12.6046511628,23.9015384615,16.7387596899,13.3846153846,3.6715384615,10.6915570292,13.5547692308,17.7985882353,20.8533361939,7.5438461538,14.7038461538,15.4678229665,23.9015384615,
04-09,22.1,15.5147368421,13.9457446809,16.0315789474,12.6226804124,14.4520408163,12.4858585859,23.3181818182,14.1545454545,18.2098039216,18.3252427184,23.5796116505,17.4893203883,14.7523809524,14.8669811321,15.0925233645,8.0293577982,15.3818181818,11.3553571429,20.174137931,18.6422413793,10.4189655172,20.8008474576,17.5369747899,15.6712,20.4030769231,7.1915384615,11.0623076923,17.2876923077,8.1969230769,13.2492307692,18.1392307692,11.2253846154,19.8515384615,15.5915384615,11.1607692308,12.2899224806,23.8346153846,16.7441860465,13.0792307692,3.4876923077,10.9979734748,13.1982307692,17.7176515837,20.9307627119,7.1915384615,14.6407692308,15.448277512,23.8346153846,
04-10,22.135443038,15.4431578947,13.8170212766,15.7894736842,12.806185567,14.4244897959,12.195959596,23.3585858586,14.5373737374,18.4068627451,17.9019417476,24.0262135922,17.5757281553,14.94,14.4981132075,15.1364485981,7.7220183486,15.1909090909,11.5919642857,20.2482758621,18.3870689655,10.4310344828,21.1415254237,17.5857142857,15.4872,20.7161538462,6.7653846154,11.3015384615,16.9423076923,8.1784615385,13.0184615385,18.1453846154,11.1969230769,19.7292307692,15.2953846154,10.9492307692,12.0333333333,23.6715384615,16.6542635659,12.7330769231,3.3184615385,10.8974111406,12.954778747,17.6805825243,21.2409171852,6.7653846154,14.5938461538,15.2431468531,24.0262135922,
04-11,22.1050632911,15.3810526316,13.6340425532,15.52,12.7144329897,14.6367346939,11.8757575758,23.3848484848,14.7151515152,18.5264705882,17.6932038835,24.2796116505,17.5388349515,15.0466666667,14.2754716981,15.4280373832,7.6899082569,14.85,11.7116071429,20.3844827586,18.1,10.6456896552,21.4737288136,17.5403361345,15.2184,20.8638461538,6.3253846154,11.3730769231,16.5061538462,8.0284615385,12.8392307692,18.0746153846,10.9869230769,20.1384615385,15.0776923077,10.6176923077,11.9426356589,23.3576923077,16.5441860465,12.2953846154,3.1584615385,10.6428899204,12.8017914354,17.5861964592,21.5368622613,6.3253846154,14.5053846154,15.1480461538,24.2796116505,
04-12,22.1139240506,15.54,13.279787234,15.3484210526,12.5134020619,14.7969387755,11.5787878788,23.3666666667,14.7656565657,18.5666666667,17.8504854369,24.3961165049,17.3495145631,15.02,14.0264150943,15.6514018692,7.5743119266,14.4209090909,11.7571428571,20.4439655172,18.0034482759,10.6965517241,21.6271186441,17.8731092437,14.8912,20.9115384615,5.9653846154,11.4953846154,15.9723076923,7.8146153846,12.6107692308,17.8323076923,10.6561538462,20.2846153846,14.9161538462,10.2961538462,12.0224806202,22.9007692308,16.2480620155,11.6630769231,3.1253846154,10.6201538462,12.5815590801,17.8377610157,21.6757991847,5.9653846154,14.4146153846,14.9680769231,24.3961165049,
