date,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
06-11,16.525,23.7625,13.4375,16.1375,18.1125,21.75,31.325,17.625,33.6875,12.5625,20.4375,26.1625,17.6875,15.675,20.0625,8.1375,16.3375,15.65,45.44,17.73,14,18.76,20.8153846154,22.8,34.0785714286,14.5428571429,12.5928571429,10.8642857143,14.4357142857,20.55,22.7142857143,10.6857142857,31.3285714286,17.4714285714,10.8214285714,15.6071428571,31.0571428571,16.2,13.5928571429,19.6857142857,12.2228571429,15.6242857143,20.7092307692,31.3257142857,8.1375,17.8285714286,17.625,45.44
06-12,16.525,23.775,13.475,16.7375,18.1125,21.7625,31.325,17.625,33.6875,12.5625,20.4625,26.2125,17.6875,15.675,20.0625,8.1375,16.3375,15.6875,46.03,17.73,14,18.76,20.8153846154,22.9,34.0785714286,14.5428571429,12.5928571429,10.8642857143,14.5214285714,20.8285714286,22.7142857143,10.6857142857,31.3285714286,17.4714285714,10.8214285714,15.6071428571,31.0785714286,16.2,13.5785714286,,12.2228571429,15.6342857143,20.8232967033,31.3257142857,8.1375,17.8285714286,17.625,46.03
06-13,16.525,23.775,13.475,16.8,18.1125,21.775,31.325,17.625,33.7,12.5625,20.5125,26.5125,17.6875,15.675,20.0875,8.1375,16.35,15.6875,46.09,17.73,14,18.76,20.8230769231,23.0571428571,34.0785714286,14.5428571429,12.5928571429,10.8642857143,14.5214285714,20.8357142857,22.7142857143,10.6857142857,31.3357142857,17.4714285714,10.8214285714,15.6071428571,31.1642857143,16.2,13.5928571429,,12.2228571429,15.6342857143,20.8306593407,31.3271428571,8.1375,17.8285714286,17.625,46.09
06-14,16.525,23.7875,13.475,16.8,18.1125,21.8125,31.3375,17.625,33.7,12.5625,20.9125,26.6,17.6875,15.675,20.0875,8.1375,16.35,15.6875,46.1,17.73,14,18.76,20.9,23.0785714286,34.0785714286,14.5428571429,12.5928571429,10.8642857143,14.5214285714,20.8714285714,22.7142857143,10.6857142857,31.3357142857,17.4714285714,10.8214285714,15.6071428571,31.1785714286,16.1928571429,13.6,,12.2228571429,15.6342857143,20.9075,31.3360714286,8.1375,17.8428571429,17.625,46.1
06-15,16.525,23.7875,13.5125,16.825,18.1125,21.8625,31.3375,17.625,33.725,12.5625,21.225,26.6125,17.6875,15.675,20.0875,8.1375,16.35,15.6875,46.1,17.75,14,18.77,20.9153846154,23.0785714286,34.0785714286,14.5428571429,12.5928571429,10.8642857143,14.5285714286,20.8714285714,22.7142857143,10.6857142857,31.3428571429,17.4714285714,10.8214285714,15.6071428571,31.2571428571,16.2,13.6,,12.2228571429,15.6342857143,21.1011538462,31.3385714286,8.1375,17.85,17.625,46.1
06-16,16.525,23.8,13.5125,16.85,18.1125,21.9,31.3375,17.625,33.725,12.5625,21.325,26.6125,17.6875,15.675,20.0875,8.1375,16.35,15.725,46.11,17.75,14,18.77,20.9153846154,23.0785714286,34.0785714286,14.5428571429,12.6,10.8642857143,14.5285714286,20.8714285714,22.7142857143,10.6857142857,31.3642857143,17.4714285714,10.8214285714,15.6071428571,31.6214285714,16.2,13.6142857143,,12.2228571429,15.6342857143,21.1611538462,31.4157142857,8.1375,17.85,17.625,46.11
06-17,16.5375,23.8,13.5125,16.85,18.1125,21.925,31.3375,17.625,34.1125,12.5625,21.325,26.9125,17.7,15.675,20.0875,8.1375,16.35,15.725,46.11,17.76,14,18.77,21.0076923077,23.0785714286,34.0785714286,14.5428571429,12.6,10.8642857143,14.5357142857,20.8714285714,22.7142857143,10.7071428571,31.6857142857,17.4714285714,10.8214285714,15.6071428571,32.0071428571,16.2,13.6142857143,,12.2228571429,15.6342857143,21.1980769231,31.75,8.1375,17.8714285714,17.625,46.11
06-18,16.5375,23.9,13.5125,16.85,18.15,21.9375,31.4,17.625,34.3625,12.5625,21.325,26.9875,17.7125,15.675,20.0875,8.1375,16.35,15.8375,46.11,17.76,14,18.77,21.0692307692,23.0785714286,34.0785714286,14.5428571429,12.6,10.8642857143,14.5357142857,20.8714285714,22.7142857143,10.7071428571,31.7214285714,17.4714285714,10.8214285714,15.6071428571,32.0142857143,16.2,13.6142857143,,12.2228571429,15.6342857143,21.2226923077,31.78,8.1375,17.9,17.625,46.11
06-19,16.5375,23.9625,13.5125,16.85,18.15,21.9375,31.4125,17.625,34.425,12.5625,21.325,27.0125,17.7125,15.775,20.0875,8.1375,16.35,15.8625,46.11,17.76,14,18.77,21.0846153846,23.0785714286,34.0785714286,14.5428571429,12.6,10.8642857143,14.5357142857,20.8714285714,22.7142857143,10.7071428571,31.7928571429,17.4714285714,10.8214285714,15.6142857143,32.0142857143,16.2071428571,13.6142857143,,12.2228571429,15.6785714286,21.2288461538,31.8371428571,8.1375,17.9,17.625,46.11
06-20,16.5375,24.0125,13.5125,16.85,18.1625,21.9375,31.4125,17.625,34.425,12.5625,21.3375,27.0125,17.7125,15.775,20.0875,8.175,16.35,15.8625,46.11,17.77,14,18.77,21.0846153846,23.0785714286,34.0857142857,14.5428571429,12.6071428571,10.8642857143,14.5357142857,20.8714285714,22.7214285714,10.7071428571,31.7928571429,17.4714285714,10.8214285714,15.6142857143,32.0142857143,16.2071428571,13.6357142857,,12.2228571429,15.6785714286,21.2363461538,31.8371428571,8.175,17.9071428571,17.625,46.11
06-21,16.5375,24.2,13.525,16.85,18.1625,21.9375,31.4125,17.65,34.425,12.5625,21.3375,27.0125,17.7125,15.775,20.0875,8.175,16.35,15.8625,46.12,17.77,14,18.77,21.1461538462,23.0785714286,34.0857142857,14.5428571429,12.6071428571,10.8642857143,14.5357142857,20.8714285714,22.7214285714,10.7071428571,31.7928571429,17.4714285714,10.8214285714,15.6214285714,32.0142857143,16.2071428571,13.6571428571,,12.2228571429,15.6828571429,21.2609615385,31.8371428571,8.175,17.9071428571,17.65,46.12
06-22,16.5375,24.3625,13.525,16.85,18.1625,21.9375,31.4375,17.7,34.425,12.5625,21.3375,27.0125,17.7125,15.775,20.0875,8.175,16.35,15.8625,46.16,17.77,14,18.77,21.1615384615,23.0785714286,34.0857142857,14.5428571429,12.6071428571,10.8642857143,14.5357142857,20.8857142857,22.7214285714,10.7071428571,31.8,17.4714285714,10.8214285714,15.6214285714,32.0142857143,16.2071428571,13.6714285714,,12.2228571429,15.6828571429,21.2671153846,31.8428571429,8.175,17.9071428571,17.7,46.16
06-23,16.5375,24.4875,13.5375,16.85,18.175,21.9375,31.4375,17.7125,34.425,12.575,21.35,27.0125,17.7125,15.7875,20.125,8.175,16.35,15.8625,46.24,17.77,14,18.77,21.1615384615,23.0785714286,34.0857142857,14.5428571429,12.6071428571,10.8642857143,14.5357142857,20.8857142857,22.7214285714,10.7071428571,31.8,17.4714285714,10.8214285714,15.6357142857,32.0142857143,16.2357142857,13.6785714286,,12.2328571429,15.6964285714,21.2746153846,31.8428571429,8.175,17.9142857143,17.7125,46.24
06-24,16.5375,24.4875,13.5375,16.85,18.175,21.95,31.45,17.7125,34.425,12.575,21.35,27.025,17.7125,15.975,20.125,8.175,16.35,15.8625,46.26,17.77,14,18.77,21.1615384615,23.0785714286,34.0857142857,14.5428571429,12.6071428571,10.8642857143,14.5357142857,20.8857142857,22.7214285714,10.7071428571,31.8071428571,17.4714285714,10.8285714286,15.6428571429,32.0142857143,16.2357142857,13.6785714286,,12.2328571429,15.7307142857,21.2746153846,31.8485714286,8.175,17.9142857143,17.7125,46.26
06-25,16.5375,24.4875,13.5375,16.85,18.175,22.0125,31.4625,17.7125,34.425,12.575,21.35,27.025,17.7125,16,20.125,8.175,16.35,15.8625,46.29,17.77,14,18.77,21.1615384615,23.0785714286,34.0857142857,14.5428571429,12.6071428571,10.8642857143,14.5357142857,20.8857142857,22.7214285714,10.7071428571,31.8071428571,17.4714285714,10.8428571429,15.6642857143,32.0142857143,16.2357142857,13.6785714286,,12.2328571429,15.7435714286,21.2746153846,31.8485714286,8.175,17.9142857143,17.7125,46.29
06-26,16.5375,24.4875,13.5375,16.8625,18.1875,22.0875,31.4625,17.7125,34.425,12.575,21.35,27.025,17.7125,16.0625,20.125,8.175,16.35,15.9125,46.32,17.77,14,18.77,21.2461538462,23.0785714286,34.0857142857,14.5428571429,12.6071428571,10.8642857143,14.5428571429,20.8857142857,22.7214285714,10.7071428571,31.8071428571,17.4714285714,10.8571428571,15.6714285714,32.0142857143,16.3571428571,13.6785714286,,12.2328571429,15.7678571429,21.3084615385,31.8485714286,8.175,17.9357142857,17.7125,46.32
06-27,16.5625,24.5,13.5375,16.8625,18.1875,22.0875,31.4625,17.7125,34.4375,12.575,21.35,27.025,17.7125,16.0875,20.3375,8.175,16.35,15.9125,46.35,17.77,14,18.77,21.3384615385,23.0785714286,34.0857142857,14.5428571429,12.6071428571,10.8785714286,14.5428571429,20.8857142857,22.7214285714,10.7071428571,31.8071428571,17.4714285714,10.8571428571,15.6928571429,32.0142857143,16.3785714286,13.6785714286,,12.2357142857,15.7807142857,21.3453846154,31.8485714286,8.175,17.9357142857,17.7125,46.35
06-28,16.5625,24.5,13.5375,16.875,18.2125,22.0875,31.4625,17.7125,34.4375,12.575,21.35,27.025,17.7125,16.0875,20.3375,8.175,16.35,15.9125,46.36,17.77,14,18.77,21.3461538462,23.0785714286,34.0857142857,14.5428571429,12.6071428571,10.8785714286,14.5428571429,20.9142857143,22.7214285714,10.7071428571,31.8071428571,17.4714285714,10.8571428571,15.6928571429,32.0142857143,16.3857142857,13.6785714286,,12.2357142857,15.7807142857,21.3484615385,31.8485714286,8.175,17.9428571429,17.7125,46.36
06-29,16.575,24.6,13.575,16.875,18.225,22.0875,31.4625,17.7125,34.5,12.575,21.35,27.025,17.7125,16.1,20.3375,8.175,16.35,16,46.37,17.79,14,18.77,21.3461538462,23.0785714286,34.0857142857,14.5428571429,12.6071428571,10.8785714286,14.55,21.05,22.7214285714,10.7071428571,31.8071428571,17.4714285714,10.8571428571,15.6928571429,32.0142857143,16.3857142857,13.6785714286,,12.2357142857,15.8157142857,21.3484615385,31.8485714286,8.175,17.9571428571,17.7125,46.37
06-30,16.625,24.625,13.5875,16.875,18.2375,22.0875,31.475,17.725,34.75,12.5875,21.35,27.025,17.7125,16.1625,20.3375,8.175,16.35,16.0375,46.37,17.79,14,18.77,21.3461538462,23.0785714286,34.0857142857,14.5428571429,12.6571428571,10.8785714286,14.5571428571,21.0714285714,22.7214285714,10.7071428571,31.8071428571,17.4714285714,10.9642857143,15.7285714286,32.0785714286,16.3857142857,13.6785714286,,12.2628571429,15.8521428571,21.3484615385,31.8614285714,8.175,17.9714285714,17.7125,46.37
07-01,16.625,24.65,13.5875,16.875,18.25,22.125,31.475,17.725,34.8375,12.5875,21.35,27.025,17.7125,16.1625,20.3375,8.175,16.35,16.0875,46.37,17.86,14,18.77,21.3538461538,23.0785714286,34.1071428571,14.5428571429,12.7071428571,10.8785714286,14.6357142857,21.2428571429,22.7214285714,10.7071428571,31.8214285714,17.4714285714,10.9642857143,15.7857142857,32.0785714286,16.3857142857,13.6785714286,,12.2628571429,15.9064285714,21.3523076923,31.8728571429,8.175,17.9928571429,17.7125,46.37
07-02,16.6375,24.65,13.5875,16.875,18.25,22.2,31.475,17.725,34.875,12.6,21.35,27.025,17.7125,16.1625,20.3375,8.175,16.35,16.0875,46.37,17.97,14,18.77,21.3769230769,23.0785714286,34.1071428571,14.5428571429,12.7142857143,10.9,14.7285714286,21.7071428571,22.7214285714,10.7071428571,31.8214285714,17.4714285714,10.9785714286,15.7857142857,32.0785714286,16.3857142857,13.6785714286,,12.2757142857,15.9064285714,21.5750549451,31.8728571429,8.175,18.0285714286,17.7125,46.37
07-03,16.6375,24.6625,13.5875,16.875,18.25,22.2,31.475,17.725,34.875,12.6,21.35,27.025,17.7125,16.1625,20.35,8.175,16.35,16.0875,46.37,18.02,14,18.77,21.5153846154,23.0857142857,34.1071428571,14.55,12.7285714286,10.9,14.9071428571,21.7857142857,22.7214285714,10.7071428571,31.8214285714,17.4714285714,10.9785714286,15.7857142857,32.0785714286,16.3857142857,13.8214285714,,12.2757142857,15.9064285714,21.6775824176,31.8728571429,8.175,18.1071428571,17.7125,46.37
07-04,16.65,24.6625,13.5875,16.875,18.25,22.2125,31.475,17.7375,34.875,12.6125,21.35,27.025,17.7125,16.2125,20.375,8.2,16.35,16.0875,46.38,18.34,14,18.77,21.5461538462,23.0857142857,34.1214285714,14.5571428571,12.7428571429,10.9142857143,14.9428571429,21.8,22.7285714286,10.7071428571,31.8214285714,17.4714285714,10.9785714286,15.7857142857,32.0785714286,16.3857142857,13.9071428571,,12.2857142857,15.9064285714,21.6984615385,31.8728571429,8.2,18.1285714286,17.7125,46.38
07-05,16.65,24.6625,13.5875,16.875,18.25,22.2125,31.475,17.75,34.875,12.6125,21.35,27.0625,17.7125,16.2125,20.4,8.2,16.35,16.0875,46.39,18.36,14,18.77,21.5846153846,23.0857142857,34.1428571429,14.6,12.8571428571,10.9357142857,14.9714285714,21.8,22.7285714286,10.7071428571,31.8214285714,17.4714285714,10.9785714286,15.7857142857,32.0785714286,16.4,13.9142857143,,12.2857142857,15.9064285714,21.7138461538,31.8728571429,8.2,18.1285714286,17.7125,46.39
07-06,16.65,24.6625,13.5875,16.925,18.25,22.225,31.475,17.75,34.875,12.6125,21.35,27.8125,17.7125,16.2125,20.425,8.2,16.35,16.0875,46.39,18.57,14,18.77,21.5846153846,23.0857142857,34.2,14.6142857143,12.8857142857,11.2714285714,15.0571428571,21.8,22.7285714286,10.7071428571,31.8214285714,17.4714285714,10.9785714286,15.7857142857,32.0785714286,16.4,13.9142857143,,12.3442857143,15.9064285714,21.7138461538,31.8728571429,8.2,18.1642857143,17.7125,46.39
07-07,16.6625,24.675,13.5875,16.925,18.25,22.2375,31.475,17.75,34.8875,12.6125,21.3625,27.9875,17.775,16.2125,20.6375,8.2,16.35,16.0875,46.39,19.02,14,18.82,21.5846153846,23.0857142857,34.4928571429,14.6928571429,12.8928571429,11.55,15.2785714286,21.8,22.7285714286,10.7357142857,31.8214285714,17.4714285714,10.9785714286,15.7928571429,32.0785714286,16.4,13.9142857143,,12.4,15.9107142857,21.7138461538,31.8728571429,8.2,18.2071428571,17.75,46.39
07-08,16.6625,24.675,13.5875,16.9875,18.3125,22.275,31.475,17.75,34.8875,12.6125,21.3625,28,17.825,16.2125,20.725,8.2,16.35,16.0875,46.39,19.29,14,18.82,21.5846153846,23.0857142857,34.5714285714,14.7,12.9357142857,11.85,15.5,21.8,22.7357142857,11,31.8214285714,17.4714285714,10.9785714286,15.7928571429,32.0785714286,16.4,13.9142857143,,12.46,15.9107142857,21.7138461538,31.8728571429,8.2,18.2357142857,17.75,46.39
07-09,16.6625,24.675,13.5875,17.0875,18.325,22.35,31.475,17.75,34.8875,12.7375,21.3625,28.025,18.4875,16.2125,20.7375,8.2,16.35,16.0875,46.39,19.47,14,18.82,21.5846153846,23.0857142857,34.8857142857,14.7,12.9357142857,11.95,15.7571428571,21.8,22.75,11.0714285714,31.8214285714,17.4785714286,10.9785714286,15.7928571429,32.0785714286,16.4,13.9142857143,,12.58,15.9107142857,21.7138461538,31.8728571429,8.2,18.3,17.75,46.39
07-10,16.6875,24.675,13.5875,17.225,18.3375,22.4375,31.475,17.75,34.9125,13.0375,21.3625,28.05,18.65,16.2625,20.8875,8.2125,16.35,16.0875,46.39,19.55,14,18.82,21.5923076923,23.0857142857,34.9857142857,14.7142857143,12.9357142857,12.0571428571,15.7642857143,21.8,22.8428571429,11.4214285714,31.8214285714,17.4785714286,11.0285714286,15.7928571429,32.0785714286,16.4,13.9142857143,,12.76,15.9107142857,21.7169230769,31.8728571429,8.2125,18.3571428571,17.75,46.39
07-11,16.725,24.675,13.6,17.275,18.3375,22.45,31.475,17.75,34.9125,13.1875,21.3625,28.0625,18.7875,16.2625,21.0875,8.275,16.35,16.0875,46.39,19.59,14.01,18.82,21.5923076923,23.1,35.05,14.7571428571,12.9571428571,12.2714285714,15.7642857143,21.8071428571,22.95,11.5,31.8214285714,17.4785714286,11.0357142857,15.7928571429,32.0785714286,16.4,13.9142857143,,12.82,15.9107142857,21.7212087912,31.8728571429,8.275,18.3785714286,17.75,46.39
07-12,16.7375,24.675,13.6125,17.275,18.35,22.4875,31.475,17.75,35.025,13.2625,21.3625,28.0625,18.8625,16.2625,21.0875,8.3125,16.35,16.0875,46.39,19.63,14.05,19.02,21.6,23.1285714286,35.1428571429,14.7785714286,13.2857142857,12.2714285714,15.7714285714,21.8357142857,23.0357142857,11.7571428571,31.8214285714,17.4857142857,11.05,15.8071428571,32.0785714286,16.4,13.9142857143,,13.0642857143,15.9192857143,21.7414285714,31.8728571429,8.3125,18.4142857143,17.75,46.39
07-13,16.7375,24.675,13.625,17.3,18.35,22.725,31.475,17.75,35.075,13.275,21.3625,28.1,19.025,16.2625,21.0875,8.3125,16.35,16.0875,46.39,19.63,14.07,19.17,21.6,23.1357142857,35.1714285714,14.9642857143,13.3928571429,12.2928571429,15.7714285714,21.8357142857,23.2,12.2428571429,31.8214285714,17.5,11.0571428571,15.8642857143,32.0785714286,16.4,13.9142857143,,13.0785714286,15.9535714286,21.7414285714,31.8728571429,8.3125,18.4357142857,17.75,46.39
07-14,16.7375,24.675,13.625,17.4375,18.35,22.8,31.475,17.75,35.0875,13.425,21.3625,28.1125,19.1875,16.2625,21.1,8.325,16.35,16.125,46.4,19.63,14.07,19.18,21.6,23.1357142857,35.1785714286,15.1642857143,13.4571428571,12.3428571429,15.7714285714,21.8357142857,23.2285714286,12.5714285714,31.8214285714,17.5,11.3,15.8928571429,32.0785714286,16.4285714286,13.9142857143,,13.2542857143,15.9857142857,21.7414285714,31.8728571429,8.325,18.4928571429,17.75,46.4
07-15,16.7375,24.675,13.625,17.475,18.35,22.9,31.475,17.75,35.0875,13.4375,21.3625,28.1125,19.35,16.2625,21.3375,8.3375,16.35,16.1625,46.4,19.63,14.07,19.31,21.6,23.1357142857,35.1857142857,15.6357142857,13.5071428571,12.3928571429,15.7785714286,21.8357142857,23.2357142857,13.1357142857,31.8357142857,17.5071428571,11.6642857143,16.0071428571,32.0785714286,16.4428571429,13.9142857143,,13.3771428571,16.0692857143,21.7414285714,31.8842857143,8.3375,18.6142857143,17.75,46.4
07-16,16.775,24.675,13.625,17.6125,18.35,22.975,31.475,17.75,35.0875,13.6125,21.3625,28.1125,19.525,16.2625,21.375,8.4,16.3875,16.475,46.42,19.63,14.07,19.52,21.6,23.1428571429,35.1928571429,15.9714285714,13.6857142857,12.4928571429,15.7785714286,21.8357142857,23.2357142857,13.2071428571,31.8357142857,17.5071428571,11.9357142857,16.2357142857,32.0785714286,16.4571428571,13.9142857143,,13.5314285714,16.2464285714,21.7414285714,31.8842857143,8.4,18.6357142857,17.75,46.42
07-17,17.3625,24.675,13.625,17.775,18.35,22.975,31.475,17.75,35.1,13.7,21.3625,28.1125,19.5625,16.2625,21.3875,8.4375,16.3875,16.65,46.48,19.63,14.24,19.54,21.6,23.1714285714,35.1928571429,16.05,13.7928571429,12.5928571429,15.7785714286,21.8357142857,23.3642857143,13.3714285714,31.8357142857,17.5142857143,12.2,16.4142857143,32.0785714286,16.5142857143,13.9785714286,,13.5742857143,16.3125,21.7414285714,31.8842857143,8.4375,18.6785714286,17.775,46.48
07-18,17.6,24.675,13.625,17.825,18.35,23,31.475,17.75,35.15,13.7375,21.3625,28.1125,19.575,16.2625,21.3875,8.6,16.4,16.7875,46.48,19.64,14.24,19.62,21.6,23.2142857143,35.1928571429,16.0928571429,13.8071428571,12.6071428571,15.7785714286,21.8357142857,23.4142857143,13.4642857143,31.8357142857,17.5142857143,12.2142857143,16.4142857143,32.0928571429,16.5642857143,14.1642857143,,13.5928571429,16.3175,21.7414285714,31.8871428571,8.6,18.6857142857,17.825,46.48
07-19,17.6875,24.675,13.625,17.85,18.35,23.0125,31.475,17.7625,35.1625,13.7625,21.3625,28.15,19.575,16.2625,21.3875,8.6875,16.425,16.8,46.48,19.64,14.24,19.64,21.6538461538,23.2142857143,35.1928571429,16.0928571429,13.8571428571,12.6642857143,16.1142857143,21.8714285714,23.5857142857,13.6142857143,31.8357142857,17.5142857143,12.25,16.6571428571,32.1071428571,16.6,14.2642857143,,13.6228571429,16.3275,21.7843956044,31.89,8.6875,18.7857142857,17.85,46.48
07-20,17.7375,24.675,13.625,17.85,18.375,23.05,31.475,17.775,35.1625,13.775,21.3625,28.175,19.75,16.2625,21.3875,8.725,16.4875,16.8,46.48,19.83,14.24,19.64,21.7230769231,23.2142857143,35.1928571429,16.1,13.9714285714,12.6642857143,16.1928571429,21.8928571429,23.6428571429,13.9428571429,31.8357142857,17.5142857143,12.4928571429,16.6571428571,32.1214285714,16.6357142857,14.2928571429,,13.745,16.3525,21.8249450549,31.8928571429,8.725,18.8357142857,17.85,46.48
07-21,18.45,24.675,13.675,17.875,18.3875,23.05,31.475,17.775,35.1875,13.8,21.375,28.2,19.7625,16.2625,21.3875,8.725,16.4875,16.8375,46.5,19.96,14.24,20.04,22.0307692308,23.3071428571,35.2,16.1357142857,14.1571428571,12.6714285714,16.5357142857,21.8928571429,23.6785714286,14,31.8357142857,17.5142857143,12.6214285714,16.6857142857,32.1571428571,16.6642857143,14.3071428571,,13.775,16.5067857143,21.9756043956,31.9,8.725,18.9642857143,18.3875,46.5
07-22,18.75,24.675,13.7125,17.9125,18.3875,23.05,31.475,17.8,35.1875,13.8375,21.4,28.35,19.7625,16.2625,21.3875,8.7375,16.5,16.8375,46.6,20.01,14.53,20.13,22.0538461538,23.3071428571,35.2214285714,16.2928571429,14.2857142857,12.6714285714,16.5428571429,21.9,23.7571428571,14.0642857143,31.8357142857,17.5642857143,12.9214285714,16.6928571429,32.1642857143,16.7071428571,14.3571428571,,13.8125,16.5171428571,21.9923076923,31.9014285714,8.7375,18.9785714286,18.3875,46.6
07-23,18.7625,24.675,14.05,17.9375,18.3875,23.05,31.5125,17.8,35.1875,13.8375,21.4625,28.825,19.775,16.2625,21.3875,8.7375,16.5375,16.8375,46.64,20.03,14.63,20.14,22.1,23.3142857143,35.2285714286,16.3714285714,14.4785714286,12.6714285714,16.55,21.9071428571,23.8142857143,14.0642857143,31.8357142857,17.5857142857,13.3857142857,16.6928571429,32.1714285714,16.8357142857,14.3571428571,,14.0075,16.5425,22.0228571429,31.9028571429,8.7375,19.0357142857,18.3875,46.64
07-24,18.7625,24.6875,14.075,17.95,18.3875,23.05,31.5375,17.8125,35.1875,13.8375,21.4875,29.175,19.775,16.2625,21.3875,8.775,16.575,16.8375,46.85,20.05,14.85,20.14,22.3384615385,23.3428571429,35.2285714286,16.6285714286,14.6428571429,12.6714285714,16.55,21.9071428571,23.8928571429,14.0785714286,31.85,17.7928571429,13.7846153846,16.7285714286,32.1714285714,17.0214285714,14.3571428571,,14.0275,16.5964285714,22.1659340659,31.9142857143,8.775,19.0857142857,18.3875,46.85
07-25,18.7625,24.7,14.15,17.95,18.4,23.0625,31.5625,17.825,35.1875,13.8375,21.5,29.7,19.775,16.2625,21.3875,9.1625,16.6,16.9,46.92,20.09,15.14,20.14,22.3769230769,23.3571428571,35.2285714286,16.7714285714,14.7214285714,12.6714285714,16.5571428571,21.9142857143,24.7071428571,14.3071428571,32.5,17.8285714286,14.2071428571,16.8142857143,32.1785714286,17.05,14.3571428571,,14.1957142857,16.6685714286,22.1918681319,32.2428571429,9.1625,19.1714285714,18.4,46.92
07-26,18.7625,24.8,14.3125,17.95,18.4125,23.1375,31.575,17.825,35.1875,13.8375,21.5,29.75,19.775,16.2625,21.4125,9.2625,16.6625,17.0125,47.07,20.1,15.26,20.14,22.7615384615,23.3785714286,35.3857142857,16.7714285714,14.7214285714,12.6928571429,16.5642857143,21.9285714286,25.2714285714,14.3142857143,32.6285714286,17.8285714286,14.4,17.1571428571,32.1785714286,17.1285714286,14.3642857143,,14.3139285714,16.7060714286,22.4283516484,32.2685714286,9.2625,19.2285714286,18.4125,47.07
07-27,18.8125,24.9125,14.35,17.9625,18.425,23.1625,31.575,17.825,35.1875,14.0375,21.5125,29.75,19.7875,16.2625,21.4625,9.3,16.6875,17.0625,47.09,20.12,15.43,20.24,22.9538461538,23.4857142857,35.7142857143,16.7928571429,15,12.7642857143,16.5785714286,21.9357142857,25.3285714286,14.3214285714,32.6785714286,17.8357142857,14.5714285714,17.3357142857,32.1785714286,17.1857142857,14.3714285714,,14.3442857143,16.7296428571,22.5465934066,32.2785714286,9.3,19.2857142857,18.425,47.09
07-28,18.9,25.25,14.875,17.9625,18.425,23.175,31.575,17.85,35.1875,14.1,21.625,29.875,19.9125,16.2625,21.4625,9.3,16.8125,17.225,47.11,20.17,15.66,20.49,23,23.5785714286,35.7428571429,16.85,15.6285714286,12.95,16.6,21.9428571429,25.35,14.3357142857,32.7357142857,17.8928571429,14.6,17.6714285714,32.1785714286,17.2,14.3714285714,,14.3642857143,16.8275,22.5771428571,32.29,9.3,19.3571428571,18.425,47.11
07-29,18.9375,25.575,15.1125,17.975,18.425,23.2,31.575,18.0125,35.2,14.125,21.775,30.0375,20.1375,16.2625,21.4625,9.325,16.8125,17.3,47.11,20.43,15.69,20.57,23.0153846154,23.6571428571,35.7428571429,16.8571428571,15.9428571429,13.4,16.6071428571,22.0928571429,25.3785714286,14.3571428571,32.7571428571,17.8928571429,14.6571428571,17.8928571429,32.1785714286,17.2142857143,14.3714285714,,14.3685714286,16.8303571429,22.6463736264,32.2942857143,9.325,19.4285714286,18.425,47.11
07-30,19.0125,25.575,15.1375,18,18.425,23.2,31.575,18.125,35.2,14.1625,21.8125,30.05,20.25,16.2625,21.4625,9.325,16.85,17.3,47.24,20.56,15.72,20.57,23.0538461538,23.75,35.8142857143,17.0357142857,15.9571428571,13.4285714286,16.6142857143,22.1285714286,25.5,14.5785714286,32.7642857143,17.8928571429,15.0714285714,18.2214285714,32.1857142857,17.2142857143,14.3785714286,,14.5385714286,16.9242857143,22.6837362637,32.3014285714,9.325,19.4785714286,18.425,47.24
07-31,19.05,25.675,15.1375,18,18.4375,23.225,31.575,18.1375,35.2,14.2,21.875,30.075,20.3,16.2625,21.4625,9.325,16.925,17.525,47.32,20.75,16.21,20.57,23.0923076923,23.8785714286,35.9428571429,17.3,15.9571428571,13.45,16.6142857143,22.4428571429,25.5785714286,14.9357142857,32.9142857143,17.8928571429,15.2785714286,18.3928571429,32.1928571429,17.2357142857,14.3785714286,,14.8242857143,17.0492857143,22.8325274725,32.3371428571,9.325,19.7428571429,18.4375,47.32
08-01,19.075,25.8125,15.425,18,18.45,23.275,31.575,18.1625,35.2,14.2375,21.875,30.075,20.325,16.35,21.4625,9.325,17,17.525,47.39,20.99,16.32,20.57,23.0923076923,24.1785714286,36.2428571429,17.6071428571,15.9714285714,13.6214285714,16.8357142857,22.7571428571,25.6142857143,14.9928571429,33.1714285714,17.8928571429,16,18.6571428571,32.4642857143,17.2285714286,14.3785714286,,14.87,17.0914285714,22.9582417582,32.6057142857,9.325,19.8357142857,18.6571428571,47.39
08-02,19.075,25.8625,15.475,18.0125,18.5,23.3125,31.575,18.1875,35.2,14.25,21.875,30.075,20.325,16.35,21.475,9.35,17.1875,17.5875,47.46,21.06,16.95,20.57,23.0923076923,24.2071428571,36.2642857143,17.6785714286,15.9714285714,13.6857142857,16.9071428571,22.8928571429,25.6357142857,15,33.2142857143,17.8928571429,16.1214285714,18.6928571429,32.6571428571,17.2785714286,14.3785714286,,14.8757142857,17.2239285714,23.0125274725,32.7685714286,9.35,19.8642857143,18.6928571429,47.46
