date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
02-23,5.5818181818,15.57,19.78,12.1727272727,20.6916666667,12.5916666667,13.6166666667,16.1083333333,10.025,8.4,11.1,16.9166666667,31.1833333333,13.1416666667,21.35,4.5416666667,12.7,14.9916666667,8.7083333333,2.0666666667,15.1166666667,4.8166666667,9.525,9.2416666667,25.5083333333,2.6416666667,8.7416666667,22.7666666667,15.9357142857,18.325,11.75625,10.50625,12.55625,6.61875,8.325,14.325,18.36875,3.85,19.14375,13.63125,6.725,8.75625,17.88125,10.55,3.6625,13.14375,4.6516666667,8.8533333333,15.4793333333,20.327,2.0666666667,12.4875,12.55625,31.1833333333
02-24,5.5818181818,15.59,19.78,12.1727272727,20.7333333333,12.5916666667,14.2333333333,16.1333333333,10.0416666667,8.4083333333,11.125,16.9166666667,31.2166666667,13.1583333333,21.4333333333,4.5666666667,12.7,15,8.7166666667,2.1916666667,15.1583333333,4.8166666667,9.5666666667,9.6,25.55,2.6416666667,8.8083333333,23.1083333333,15.95,18.3625,11.775,10.50625,12.58125,6.625,8.96875,14.325,18.375,4,19.20625,13.85625,6.725,9.56875,18.4375,10.55625,3.675,13.1375,4.6666666667,9.5670833333,15.5036666667,20.352,2.1916666667,12.525,12.58125,31.2166666667
02-25,5.5909090909,16.06,19.78,12.1727272727,20.7333333333,12.5916666667,15.8916666667,16.1333333333,10.0583333333,8.4166666667,11.1333333333,16.9166666667,31.775,13.2,21.5833333333,4.5833333333,12.7,16,8.7166666667,2.3666666667,15.1833333333,4.8166666667,9.625,9.65,25.7,2.65,8.875,23.175,15.95,18.3875,11.78125,10.50625,12.66875,6.63125,9.0875,14.325,18.38125,4.09375,19.25625,13.85625,6.725,9.61875,18.5375,10.5625,3.675,13.14375,4.6766666667,9.62,15.99,20.352,2.3666666667,12.56875,12.5916666667,31.775
02-26,5.7818181818,16.32,19.88,12.1727272727,20.775,12.5916666667,16.6166666667,16.2083333333,10.0583333333,8.4583333333,11.1333333333,16.9166666667,31.8083333333,13.2166666667,21.6666666667,5.0583333333,12.8833333333,16.375,8.7166666667,2.3833333333,15.3416666667,4.8166666667,10.7916666667,9.7416666667,25.8666666667,2.6666666667,8.9083333333,23.175,15.95,18.3875,11.79375,10.50625,12.675,6.6375,9.1375,14.3375,18.39375,4.11875,19.26875,13.85625,6.725,9.6625,18.575,10.58125,3.675,13.15625,4.9133333333,9.6783333333,16.2976666667,20.417,2.3833333333,12.61875,12.5916666667,31.8083333333
02-27,6.1,16.35,19.95,12.1727272727,20.775,12.5916666667,16.9083333333,16.3666666667,10.0666666667,8.475,11.1333333333,16.9166666667,31.8083333333,13.225,21.7416666667,6.0666666667,12.975,16.4833333333,8.7166666667,2.5166666667,15.5583333333,4.8166666667,11.8416666667,9.875,26,2.725,8.9166666667,23.175,15.95,18.40625,11.93125,10.525,12.675,6.65,9.16875,14.35625,18.39375,4.14375,19.28125,13.975,6.725,9.675,19.125,10.7,3.675,13.16875,5.3166666667,9.715,16.3633333333,20.445,2.5166666667,12.7625,12.5916666667,31.8083333333
02-28,6.1454545455,16.36,20,12.1727272727,20.95,12.5916666667,16.95,16.4,10.0666666667,8.4833333333,11.35,16.9166666667,31.825,13.2333333333,21.85,6.175,14.0333333333,16.5333333333,8.725,2.525,15.8916666667,4.8166666667,12.7333333333,10.5166666667,26.05,2.725,8.9166666667,23.175,15.95,18.45625,12.39375,10.625,12.68125,6.65,9.2125,14.35625,19.48125,4.275,19.28125,14.0125,6.725,9.7625,19.16875,10.725,3.6875,13.175,5.3481818182,9.8233333333,16.392,20.57,2.525,13.0875,12.68125,31.825
02-29,,,,12.2181818182,,,,16.4,,,,16.9166666667,,,,6.2,,,,2.5333333333,,,,10.7833333333,,,,23.175,,,,10.93125,,,,14.36875,,,,14.04375,,,,10.75625,,,5.3481818182,9.8233333333,16.392,20.57,2.525,13.2375,12.68125,31.825
03-01,6.3454545455,16.36,20.29,12.2181818182,21.0166666667,12.5916666667,17.0166666667,16.4416666667,10.0666666667,8.5166666667,13.8416666667,16.9166666667,32.5,13.275,22.0916666667,6.2166666667,15.425,16.6166666667,8.7416666667,2.625,16.3,4.8166666667,13.3,10.8416666667,26.125,2.775,8.925,23.175,15.95,18.71875,12.44375,10.99375,12.70625,6.825,9.825,14.36875,20.50625,4.45,19.28125,14.05,6.725,9.7625,19.1875,10.7625,3.6875,13.175,5.3766666667,9.8733333333,16.4253333333,20.8125,2.625,13.3375,13.275,32.5
03-02,6.9272727273,16.39,20.31,12.2181818182,21.0416666667,12.6,17.05,16.5083333333,10.0666666667,8.55,16.5083333333,16.925,32.675,13.2833333333,22.3333333333,6.225,15.5833333333,16.625,8.7416666667,2.6833333333,16.375,4.8166666667,13.575,11.0666666667,26.1416666667,2.7916666667,8.9583333333,23.175,15.95,18.7375,12.45625,11.0125,12.71875,8.43125,10.5875,14.36875,20.54375,4.49375,19.31875,14.05625,6.76875,9.78125,20.65,10.78125,3.69375,13.175,5.38,10.1708333333,16.5083333333,20.885,2.6833333333,13.4375,13.2833333333,32.675
03-03,7.8090909091,16.44,20.8,12.2272727273,21.1333333333,12.6416666667,17.075,16.5416666667,10.5583333333,8.5583333333,16.95,17.825,32.6833333333,13.2916666667,22.4166666667,6.25,15.6333333333,16.6416666667,8.75,2.7166666667,16.4,4.8166666667,13.775,11.225,26.1916666667,2.8583333333,8.9666666667,23.2166666667,15.95,18.75,12.45625,11.01875,12.7375,8.60625,11.65625,14.36875,20.5625,4.53125,19.4,14.1,6.7875,9.79375,20.88125,10.80625,3.69375,13.16875,5.39,10.6079166667,16.6216666667,21.0325,2.7166666667,13.60625,13.2916666667,32.6833333333
03-04,8.1454545455,16.51,21.7,12.2272727273,21.225,12.65,17.075,16.5666666667,11.0916666667,8.5666666667,16.9666666667,18.2166666667,32.7666666667,13.2916666667,22.5333333333,6.2916666667,15.65,16.6583333333,8.75,2.825,16.4333333333,4.8166666667,13.925,11.325,26.2,2.8583333333,8.9666666667,23.2333333333,15.9571428571,18.75,12.45625,11.025,12.75,8.61875,11.74375,14.36875,20.58125,4.54375,19.43125,14.1125,6.84375,9.81875,20.89375,10.81875,3.88125,13.16875,5.4066666667,10.86,16.64,21.51,2.825,13.6625,13.2916666667,32.7666666667
03-05,8.1636363636,16.55,22.16,12.2272727273,21.275,12.65,17.075,16.575,11.1333333333,8.575,17.0083333333,18.6666666667,32.7833333333,13.3166666667,22.6916666667,6.2916666667,15.65,16.6583333333,8.75,2.9583333333,16.5083333333,4.8166666667,14,11.7416666667,26.3083333333,2.8583333333,9.05,23.2416666667,15.9642857143,18.7625,12.45625,11.025,12.75,8.65,11.7625,14.36875,20.5875,4.54375,19.4375,14.11875,6.95,10.0375,20.9125,10.825,3.9125,13.16875,5.4066666667,10.865,16.6416666667,21.806,2.8583333333,13.7,13.3166666667,32.7833333333
03-06,9.1545454545,16.55,22.25,12.2272727273,21.275,12.65,17.0916666667,16.575,11.1583333333,8.625,17.0416666667,18.6666666667,32.7833333333,13.3166666667,23.7416666667,6.3,15.6583333333,16.6833333333,8.75,3.7916666667,16.525,4.8166666667,14.1083333333,12.1166666667,26.7416666667,2.9166666667,9.075,23.275,16,18.79375,12.45625,11.03125,12.75625,8.65625,11.86875,14.36875,20.6,4.54375,19.44375,14.18125,6.975,10.2375,20.91875,10.825,3.96875,13.18125,5.41,10.86625,16.6616666667,21.86,2.9166666667,13.775,13.3166666667,32.7833333333
03-07,9.3727272727,16.57,22.26,12.2272727273,21.275,12.65,17.1083333333,16.575,11.175,8.65,17.0666666667,18.6666666667,32.7833333333,13.3166666667,24.8916666667,6.3,15.675,17.3083333333,8.75,4.8833333333,16.5583333333,4.8333333333,14.1416666667,12.2333333333,26.8333333333,2.925,9.125,23.275,16.1214285714,19.05,12.48125,11.03125,12.7625,8.65625,11.88125,14.3875,20.60625,4.54375,19.4625,14.20625,6.98125,10.28125,20.925,10.825,4.175,13.18125,5.45,10.86625,16.9683333333,21.866,2.925,13.7875,13.3166666667,32.7833333333
03-08,9.4545454545,16.57,22.35,12.2272727273,21.275,12.65,17.15,16.575,11.175,8.675,17.0833333333,19.3083333333,32.7833333333,13.55,24.9916666667,6.3083333333,15.6833333333,17.6666666667,8.8666666667,5.2,16.8416666667,4.8833333333,14.1583333333,12.2666666667,26.875,2.9333333333,9.1833333333,23.275,16.1285714286,19.9375,12.5875,11.03125,12.7625,8.68125,11.8875,14.39375,20.60625,4.55625,19.4625,14.21875,6.99375,10.3,20.925,10.93125,5.26875,13.18125,5.6845833333,10.95125,17.035,21.92,2.9333333333,13.81875,13.55,32.7833333333
03-09,9.5090909091,16.58,22.37,12.2363636364,21.3416666667,12.775,17.275,16.575,11.175,8.7,17.1083333333,20.325,32.7833333333,13.575,25.0333333333,6.3333333333,15.6916666667,17.7666666667,8.9,5.3916666667,16.9,4.975,14.1666666667,12.2666666667,26.9083333333,2.9833333333,9.1916666667,23.2833333333,16.1428571429,20.1875,12.6,11.04375,14.225,8.69375,11.89375,14.40625,20.60625,4.61875,19.65,14.23125,7,10.34375,20.9375,10.95625,5.4,13.18125,5.7733333333,10.97375,17.0666666667,21.9586666667,2.9833333333,14.01875,14.1666666667,32.7833333333
03-10,9.5454545455,16.58,22.43,12.2363636364,21.475,12.85,17.2916666667,16.575,11.175,8.7833333333,17.1166666667,20.6,32.7833333333,13.6,25.075,6.3583333333,15.7083333333,17.7833333333,8.9083333333,5.4083333333,17.0083333333,4.975,14.1833333333,12.275,26.95,3.0583333333,9.2333333333,23.2833333333,16.1857142857,20.8875,12.60625,11.04375,14.6375,8.70625,11.90625,14.43125,20.6625,4.6875,19.69375,14.25625,7.0125,10.375,20.95,10.975,5.4125,13.2375,5.7908333333,10.98875,17.095,22.048,3.0583333333,14.05,14.1833333333,32.7833333333
03-11,9.7272727273,16.95,22.45,12.2363636364,21.6416666667,13.8,17.2916666667,16.6,11.175,9.2333333333,17.1166666667,20.6166666667,32.7833333333,13.6,25.1166666667,6.3583333333,15.7166666667,17.7916666667,8.9166666667,5.425,17.6166666667,4.9916666667,14.1916666667,12.325,26.95,3.2916666667,9.2666666667,23.2833333333,16.1928571429,21.275,12.6125,11.04375,14.6625,8.71875,11.9375,14.44375,20.675,4.78125,19.8125,14.5875,7.01875,10.48125,21.0125,11.00625,5.41875,13.3875,5.7983333333,11.01375,17.2566666667,22.1266666667,3.2916666667,14.13125,14.1916666667,32.7833333333
03-12,9.7909090909,17.85,22.45,12.2454545455,22.35,14.1,17.2916666667,16.6166666667,11.175,9.95,17.15,20.6166666667,32.7833333333,13.7416666667,25.875,6.375,15.725,17.8083333333,8.9333333333,5.4583333333,17.975,5,14.2,12.4,26.9583333333,5.3166666667,9.3083333333,23.2833333333,16.2071428571,21.30625,12.61875,11.05,14.68125,8.71875,12,14.44375,20.675,5.025,20.15625,15.275,7.1375,10.50625,21.05,11.00625,5.5375,13.3875,5.8725,11.015,17.705,22.41,5,14.30625,14.2,32.7833333333
03-13,9.9,18.59,22.46,12.2454545455,22.5333333333,14.7666666667,17.3,16.6416666667,11.1833333333,10.3166666667,17.1583333333,20.6166666667,32.7833333333,13.8666666667,26.0583333333,6.3916666667,15.75,17.8166666667,8.9333333333,5.5333333333,18.0416666667,5,14.2166666667,12.4666666667,26.9666666667,5.7833333333,9.3416666667,23.2833333333,16.3071428571,21.31875,12.61875,11.05625,14.68125,8.71875,12.01875,14.45,20.675,5.04375,21.21875,15.65625,7.44,10.5375,21.05625,11.00625,5.81875,13.3875,6.0479166667,11.01625,17.7133333333,22.504,5,14.35,14.45,32.7833333333
03-14,10.3,19.18,22.46,12.2454545455,22.6416666667,15.0083333333,17.3,16.6416666667,11.1833333333,10.525,17.1583333333,20.6166666667,32.7833333333,13.925,26.1416666667,6.775,15.7583333333,17.8416666667,8.95,5.55,18.0916666667,5,14.275,12.4833333333,27,5.875,9.375,23.2833333333,16.3428571429,21.3375,12.61875,11.0625,14.6875,8.73125,12.025,14.45,20.675,5.05,22.18125,16.3625,7.9133333333,10.55,21.06875,11.2875,6.44375,13.3875,6.57625,11.0866666667,17.7333333333,22.569,5,14.425,14.45,32.7833333333
03-15,10.3363636364,19.79,22.59,12.2454545455,23.0166666667,15.2916666667,17.5416666667,16.6416666667,11.1833333333,10.5666666667,17.4416666667,20.6166666667,32.85,13.925,26.25,6.875,15.7666666667,18.1,8.975,5.5833333333,18.1083333333,5,14.275,12.55,27.0916666667,5.9583333333,9.3916666667,23.2833333333,16.3571428571,21.3375,12.625,11.0625,14.70625,8.8125,12.025,14.45,20.675,5.05,22.29375,16.46875,7.94,10.55,21.10625,11.45,6.88125,13.3875,6.8775,11.0866666667,17.9883333333,22.846,5,14.44375,14.45,32.85
03-16,10.3636363636,20.15,22.64,12.2454545455,23.5333333333,15.35,18.2416666667,16.6416666667,11.1833333333,10.575,18.1333333333,20.6166666667,32.85,13.9416666667,26.2666666667,6.95,15.7833333333,18.4,8.9833333333,5.5916666667,18.125,5,14.35,12.5583333333,27.1083333333,5.9583333333,9.3916666667,23.2916666667,16.3642857143,21.34375,12.6375,11.08125,14.70625,8.8125,12.025,14.45,20.675,5.15625,22.36875,16.5,8.075,10.575,22.275,12.275,7.175,13.3875,7.04,11.1016666667,18.22,23.031,5,14.4875,14.45,32.85
03-17,10.3727272727,20.29,22.66,12.2454545455,23.5416666667,16.2083333333,18.6583333333,16.6416666667,11.1833333333,10.5916666667,18.2666666667,20.6166666667,32.85,13.95,26.2833333333,6.9583333333,15.7916666667,18.5166666667,9.0833333333,5.6083333333,18.125,5.0083333333,15.2666666667,12.6083333333,27.2083333333,5.9833333333,9.3916666667,23.4666666667,16.4,21.35,12.6375,11.1125,14.70625,8.8125,12.08125,14.48125,20.70625,5.19375,22.375,16.5375,8.2333333333,10.58125,22.475,12.43125,7.21875,13.3875,7.0625,11.1266666667,18.4666666667,23.144,5.0083333333,14.625,14.70625,32.85
03-18,10.3727272727,20.38,23.21,12.2454545455,23.6666666667,16.55,18.6833333333,16.6416666667,11.1833333333,10.625,18.3,20.65,32.85,13.95,26.3,7,15.8,18.6666666667,9.1833333333,5.625,18.1583333333,5.025,16.3833333333,12.625,27.275,6.0083333333,9.3916666667,23.5,16.4214285714,21.35,12.64375,11.2125,14.7125,8.81875,12.1,14.48125,20.71875,5.225,22.38125,16.675,8.2666666667,10.5875,22.55,12.55625,7.25625,13.39375,7.1025,11.1891666667,18.5933333333,23.384,5.025,14.66875,14.7125,32.85
03-19,10.3909090909,20.98,24.15,12.2545454545,23.825,16.6083333333,18.75,16.6416666667,11.1833333333,10.6333333333,18.45,20.7,32.9583333333,14.0083333333,26.325,7.025,15.8166666667,19.0583333333,9.225,5.6333333333,18.1916666667,5.0416666667,16.6666666667,12.6583333333,27.3083333333,6.0083333333,9.3916666667,23.5083333333,16.4214285714,21.35,12.64375,12.5625,14.7125,8.81875,12.1375,14.48125,20.725,5.3875,22.4,17.7,8.3,10.5875,22.58125,13.04375,7.2625,13.39375,7.12,11.3741666667,18.69,23.6983333333,5.0416666667,14.725,14.7125,32.9583333333
03-20,10.4090909091,21.21,24.61,12.2636363636,23.8833333333,16.6083333333,18.7833333333,16.6416666667,11.1916666667,10.6333333333,19.025,20.7,32.9583333333,14.675,26.3583333333,7.0333333333,15.8333333333,19.1416666667,9.275,5.6583333333,18.2083333333,5.0833333333,16.7166666667,12.6666666667,27.5583333333,6.1,9.3916666667,23.5166666667,16.4285714286,21.35625,12.64375,12.89375,14.7125,8.81875,12.2125,14.48125,20.725,5.4375,22.41875,18.29375,8.3333333333,10.625,22.63125,13.125,7.2625,13.40625,7.125,11.3958333333,18.9766666667,23.7366666667,5.0833333333,14.8625,14.7125,32.9583333333
03-21,10.9090909091,21.23,24.71,12.2636363636,23.9083333333,16.6083333333,18.8083333333,16.6416666667,11.2,10.65,19.875,20.7,32.9583333333,15.1,26.375,7.05,15.8666666667,19.175,9.325,5.8,18.2083333333,5.125,16.8,12.6833333333,27.7166666667,6.1833333333,9.4,23.5166666667,16.4285714286,21.3625,12.65,12.96875,14.71875,8.84375,12.2125,14.48125,20.725,5.5125,22.44375,18.4125,8.39375,10.7,22.78125,13.1875,7.26875,13.40625,7.1375,11.4025,19.1016666667,23.7516666667,5.125,15.00625,15.1,32.9583333333
03-22,10.9545454545,21.26,25.33,12.2636363636,23.9083333333,16.6166666667,19,16.6416666667,11.2,10.65,20.725,21.4,32.9583333333,15.275,26.375,7.0583333333,15.8833333333,19.2,9.3416666667,6.05,18.2416666667,5.1916666667,16.8,12.6916666667,27.775,6.5166666667,9.5166666667,23.5166666667,16.4285714286,21.375,13.29375,13,14.71875,8.86875,12.21875,14.48125,20.73125,5.54375,22.55625,18.41875,8.39375,10.70625,24.775,13.23125,7.275,13.40625,7.145,11.40375,19.16,24.4283333333,5.1916666667,15.13125,15.275,32.9583333333
03-23,11.0272727273,21.29,25.59,12.2636363636,23.9333333333,16.6416666667,19.3916666667,16.6416666667,11.2,10.65,20.775,21.4833333333,32.9583333333,15.275,26.375,7.075,15.8916666667,19.2166666667,9.35,6.3333333333,18.2416666667,5.1916666667,16.8416666667,12.7166666667,27.9333333333,6.5833333333,9.95,23.5166666667,16.4285714286,21.375,13.325,13.00625,14.71875,8.875,12.21875,14.48125,20.84375,5.55625,22.6,18.45625,8.39375,10.7125,25.5875,13.2375,7.28125,13.41875,7.1575,11.40375,19.3566666667,24.9258333333,5.1916666667,15.15,15.275,32.9583333333
03-24,11.0272727273,21.29,25.89,12.2636363636,23.9333333333,16.6416666667,19.4833333333,16.65,11.2,10.6583333333,20.8166666667,21.575,32.9583333333,15.2833333333,26.4083333333,7.075,15.8916666667,19.2333333333,9.3666666667,6.4416666667,18.2416666667,5.1916666667,16.8583333333,12.7166666667,27.9583333333,6.65,10.15,23.5166666667,16.4285714286,21.4625,13.3625,13.03125,14.71875,8.88125,12.225,14.48125,21.4125,5.55625,22.61875,18.5125,8.525,10.7125,25.74375,13.29375,7.28125,13.4125,7.1575,11.405,19.4333333333,25.0195833333,5.1916666667,15.15625,15.2833333333,32.9583333333
03-25,11.0272727273,21.29,27.08,12.2636363636,23.9333333333,16.65,19.5,16.6666666667,11.2,10.6583333333,20.85,21.575,32.9583333333,15.2916666667,26.4333333333,7.075,15.9083333333,19.2666666667,9.375,6.55,18.2416666667,5.2,16.8916666667,12.7166666667,28.0583333333,6.6916666667,10.2166666667,23.525,16.4285714286,21.4875,13.39375,13.0625,14.71875,8.8875,12.23125,14.48125,21.4375,5.55625,22.61875,18.575,8.5375,10.74375,25.85625,14.1375,7.28125,13.4125,7.1575,11.40625,19.4533333333,25.0870833333,5.2,15.1625,15.2916666667,32.9583333333
03-26,11.0363636364,21.31,27.48,12.2636363636,23.95,16.65,19.5916666667,16.6666666667,11.7166666667,10.6583333333,20.9,21.575,32.9833333333,15.625,26.4333333333,7.075,15.9083333333,19.2916666667,9.3833333333,6.6083333333,18.2416666667,5.2,16.9,12.7166666667,28.7166666667,6.7166666667,10.3083333333,23.5333333333,16.4285714286,21.50625,13.40625,13.08125,14.71875,8.89375,12.23125,14.48125,21.4625,5.55625,22.6375,18.58125,8.575,10.75625,25.86875,14.39375,7.2875,13.4125,7.16,11.8195833333,19.5316666667,25.10125,5.2,15.1875,15.625,32.9833333333
03-27,11.3,21.74,27.52,12.6636363636,24,16.65,19.625,16.675,12.3666666667,10.6583333333,22.0916666667,21.5833333333,33.7083333333,15.8833333333,26.4916666667,7.075,15.9083333333,20.075,9.3833333333,6.6916666667,18.2416666667,5.2166666667,16.925,12.7166666667,28.8,6.7166666667,10.325,23.5416666667,16.45,21.50625,13.41875,13.08125,14.73125,8.89375,12.23125,14.48125,21.5125,5.5625,22.64375,18.58125,8.88125,10.76875,25.8875,14.7625,7.2875,13.4125,7.16,12.2583333333,19.985,25.1325,5.2166666667,15.225,15.8833333333,33.7083333333
03-28,11.4818181818,21.85,27.58,12.8909090909,24.0083333333,16.6666666667,19.6416666667,16.675,12.3916666667,10.6666666667,22.625,22.2083333333,34.325,15.9,26.5166666667,7.1083333333,15.925,20.375,9.3833333333,6.7583333333,18.2666666667,5.2333333333,16.925,12.7166666667,28.925,6.7666666667,10.3333333333,23.5416666667,16.4642857143,21.50625,13.425,13.0875,14.7375,8.89375,12.25625,14.48125,21.56875,5.60625,22.65,18.66875,8.925,10.775,25.90625,14.825,7.29375,13.4125,7.1825,12.2833333333,20.2283333333,25.1470833333,5.2333333333,15.225,15.9,34.325
03-29,11.8545454545,21.98,27.58,13.0181818182,24.5916666667,16.7,19.6583333333,16.6833333333,12.4166666667,10.7166666667,22.7416666667,22.3833333333,34.5916666667,15.9333333333,26.5166666667,7.1333333333,15.9333333333,21.3583333333,9.3916666667,6.975,18.3083333333,5.275,16.925,12.7166666667,28.9416666667,6.9166666667,10.3583333333,23.5416666667,16.4857142857,21.5125,13.43125,13.1,14.74375,8.89375,12.26875,14.4875,21.65625,5.625,22.65,18.7,8.96875,10.975,25.91875,14.85625,7.29375,13.4125,7.1975,12.2983333333,21.0183333333,25.3879166667,5.275,15.24375,15.9333333333,34.5916666667
03-30,11.8818181818,22.23,27.6,13.0272727273,24.9416666667,16.775,19.7,16.6916666667,12.425,11.0166666667,22.7666666667,22.4416666667,34.8166666667,16.0166666667,26.5333333333,7.1833333333,15.95,21.8333333333,9.4166666667,7.0666666667,18.3416666667,5.2916666667,16.9333333333,12.75,28.9583333333,7.1416666667,10.3916666667,23.55,16.4857142857,21.53125,13.43125,13.10625,14.75,8.89375,12.275,14.6,21.675,5.6625,22.65,18.7125,9,11.49375,25.91875,14.9,7.29375,13.43125,7.2275,12.305,21.165,25.5279166667,5.2916666667,15.31875,15.95,34.8166666667
03-31,11.9636363636,22.29,27.68,13.0272727273,24.9666666667,16.775,19.725,16.7083333333,12.425,11.1416666667,22.7833333333,22.7583333333,34.85,16.0333333333,26.5333333333,7.2416666667,15.9583333333,22,9.4166666667,7.1916666667,18.3666666667,5.325,16.9583333333,12.7833333333,28.9583333333,7.1833333333,10.4333333333,23.55,16.4928571429,21.55,13.44375,13.10625,14.75,8.89375,12.275,14.60625,21.73125,5.6875,22.65,18.7375,9,11.51875,26.09375,14.9125,7.3,13.4375,7.265,12.305,21.185,25.6429166667,5.325,15.3375,15.9583333333,34.85
04-01,11.9818181818,22.34,27.68,13.0727272727,24.9916666667,16.8083333333,19.775,16.725,12.4333333333,11.225,22.85,22.9,34.9833333333,16.0583333333,26.5416666667,7.2583333333,15.9833333333,22.0833333333,9.4416666667,7.35,18.375,5.35,17.025,12.85,28.9583333333,7.25,10.5083333333,23.55,16.4928571429,21.6125,13.44375,13.10625,14.7625,8.9,12.275,14.6125,21.8125,5.6875,22.65,18.80625,9.00625,11.51875,26.1375,15.45,7.3,13.4625,7.32,12.3066666667,21.245,25.6791666667,5.35,15.35625,15.9833333333,34.9833333333
04-02,11.9909090909,22.54,27.68,13.1090909091,25.0083333333,17.2666666667,19.7916666667,16.725,12.4416666667,11.275,22.85,23.35,34.9833333333,16.0583333333,26.5416666667,7.2583333333,15.9833333333,22.375,10.4333333333,7.4666666667,18.4083333333,5.3583333333,17.0583333333,12.8583333333,29.0666666667,7.2583333333,10.5666666667,23.55,16.4928571429,21.76875,13.44375,13.10625,14.7625,8.9,12.275,14.63125,21.85,5.6875,22.675,18.8125,9.18125,11.53125,26.15625,15.6875,7.3,13.7875,7.3666666667,12.3083333333,21.3733333333,25.6970833333,5.3583333333,15.3625,15.9833333333,34.9833333333
04-03,12.6727272727,22.62,27.68,13.1272727273,25.0083333333,17.4333333333,19.7916666667,16.725,12.4416666667,11.3,22.85,23.4416666667,34.9833333333,16.0666666667,26.5416666667,7.2666666667,16.1666666667,22.6583333333,12.025,7.5916666667,18.45,5.3666666667,17.0583333333,13.5666666667,29.1166666667,7.3416666667,10.6083333333,23.5666666667,16.5142857143,21.79375,13.44375,13.1125,14.775,8.9625,12.275,14.65625,21.94375,5.69375,22.69375,18.81875,9.21875,11.5375,26.1625,15.73125,7.48125,13.8125,7.5254166667,12.4878787879,21.3933333333,25.7008333333,5.3666666667,15.475,16.0666666667,34.9833333333
