date,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
12-20,12.0242424242,9.7863636364,11.319047619,7.0091836735,6.0051020408,5.7857142857,5.2494949495,7.092,7.502970297,7.1069306931,6.8277227723,8.8211538462,6.3571428571,11.2323809524,6.8838095238,7.123364486,3.05,7.7247706422,6.4612612613,6.8212389381,6.6438596491,8.6533898305,8.4576271186,8.663559322,7.8016666667,6.8561983471,6.4579365079,10.4694656489,6.8541984733,5.641221374,7.2236641221,5.5419847328,6.9351145038,7.7496183206,3.672519084,7.5435114504,7.0580152672,4.6534351145,6.8549618321,6.5938461538,5.5679389313,6.2215384615,6.9404580153,5.5445801527,6.501036729,7.5313491044,9.6898426573,3.05,6.9251908397,6.9094620138,12.0242424242
12-21,12.2045454545,10.0045454545,11.3380952381,7.0193877551,6.0540816327,5.8836734694,5.2636363636,7.35,7.5297029703,7.1851485149,6.8673267327,8.8298076923,6.3752380952,11.4571428571,6.8914285714,7.3588785047,3.1824074074,7.7577981651,6.4927927928,6.9371681416,6.6824561404,8.6618644068,8.5279661017,8.8194915254,8.0708333333,6.9363636364,6.4722222222,11.372519084,6.8641221374,5.7213740458,7.3145038168,5.6748091603,7.093129771,7.8320610687,3.758778626,7.5664122137,7.0755725191,4.7129770992,6.8664122137,6.7176923077,5.593129771,6.23,7.0404580153,5.6012977099,6.5496917971,7.5553994407,9.8870716783,3.1824074074,7.0076335878,6.9782779483,12.2045454545
12-22,12.3515151515,10.0984848485,11.3452380952,7.0265306122,6.206122449,6.3785714286,5.3202020202,7.421,7.5435643564,7.2316831683,6.8881188119,8.8451923077,6.3876190476,11.7161904762,6.9228571429,7.414953271,3.3324074074,7.8504587156,6.5297297297,6.9867256637,6.8526315789,8.6745762712,8.5466101695,8.8838983051,8.205,7.0752066116,6.4865079365,11.9442748092,6.9496183206,5.7641221374,7.4099236641,6.4,7.5671755725,7.8740458015,3.8465648855,7.6259541985,7.1,4.7358778626,6.8755725191,6.9369230769,5.5992366412,6.24,7.1221374046,5.6157251908,6.6266002845,7.6083206107,9.9770261941,3.3324074074,7.1175572519,7.0508686119,12.3515151515
12-23,12.6242424242,10.1636363636,11.35,7.0448979592,6.6918367347,6.6091836735,5.3484848485,7.446,7.5504950495,7.2673267327,6.9564356436,8.8653846154,6.4066666667,12.1495238095,6.9285714286,7.4411214953,3.4314814815,7.9321100917,6.5495495495,7.0026548673,6.8798245614,8.6957627119,8.6347457627,8.9508474576,8.28,7.6760330579,6.669047619,12.3770992366,7.0328244275,5.7977099237,7.5389312977,6.8351145038,8.2145038168,8.1572519084,3.9106870229,7.6580152672,7.120610687,4.8572519084,6.927480916,6.9723076923,5.6702290076,6.2638461538,7.1473282443,5.6829770992,6.8485275211,7.8552869816,10.042357473,3.4314814815,7.2755725191,7.0827543231,12.6242424242
12-24,13.1136363636,10.2272727273,11.3714285714,7.0540816327,7.0102040816,6.85,5.3616161616,7.495,7.5633663366,7.2811881188,7.0089108911,8.9163461538,6.4142857143,12.3647619048,6.94,7.4626168224,3.4703703704,7.9440366972,6.5612612613,7.0238938053,6.9122807018,8.7152542373,8.7144067797,8.9847457627,8.4066666667,7.8396694215,6.7214285714,12.5748091603,7.0625954198,5.8732824427,7.6610687023,6.8923664122,8.4427480916,8.293129771,4.1923664122,7.7442748092,7.1717557252,4.8961832061,7.520610687,7.0723076923,5.8770992366,6.3492307692,7.1618320611,5.8736641221,6.9205964912,7.9127265145,10.1030200308,3.4703703704,7.3320610687,7.226471922,13.1136363636
12-25,13.5772727273,10.2575757576,11.3821428571,7.0591836735,7.1183673469,7.1112244898,5.3686868687,7.575,7.5653465347,7.2851485149,7.0564356436,8.9807692308,6.4285714286,12.48,6.980952381,7.5691588785,3.4888888889,8.0385321101,6.5747747748,7.0619469027,6.9798245614,8.8194915254,8.7288135593,9.0703389831,8.5733333333,7.9842975207,6.7341269841,12.579389313,7.0893129771,6.1389312977,7.7389312977,7.0351145038,8.6076335878,8.7175572519,4.3526717557,7.8755725191,7.3824427481,4.927480916,8.472519084,7.1284615385,5.9106870229,6.3776923077,7.2954198473,5.9335114504,7.0415108457,8.3423229918,10.1388520801,3.4888888889,7.4328244275,7.3337956315,13.5772727273
12-26,13.9515151515,10.3106060606,11.3857142857,7.0602040816,7.1673469388,7.6816326531,5.3727272727,7.596,7.5673267327,7.2940594059,7.0940594059,9.0201923077,6.4380952381,12.7323809524,7.0095238095,7.7186915888,3.4972222222,8.0798165138,6.6027027027,7.0849557522,7.3228070175,8.8593220339,8.756779661,9.1737288136,8.6208333333,8.7661157025,6.7873015873,12.5893129771,7.1015267176,6.1664122137,7.7625954198,7.3083969466,8.8916030534,8.9519083969,4.6183206107,8.0442748092,7.5679389313,4.9496183206,8.6595419847,7.1715384615,5.9221374046,6.5353846154,7.5770992366,5.9465648855,7.0876868483,8.6479293893,10.1969183359,3.4972222222,7.5847328244,7.567632832,13.9515151515
12-27,14.4166666667,10.446969697,11.3988095238,7.0612244898,7.2734693878,7.7897959184,5.3747474747,7.621,7.5712871287,7.3108910891,7.1217821782,9.0298076923,6.4380952381,13.0380952381,7.0361904762,7.8280373832,3.5046296296,8.1155963303,6.6243243243,7.210619469,7.750877193,8.9194915254,8.9279661017,9.2008474576,8.66,9.0578512397,6.8126984127,12.6488549618,7.1022900763,6.3816793893,7.7847328244,7.4,8.913740458,8.9832061069,4.6229007634,8.0893129771,7.6167938931,5.0534351145,9.0297709924,7.1915384615,5.958778626,6.7530769231,7.7122137405,6.0010687023,7.1081377069,8.8376183206,10.322357473,3.5046296296,7.6541984733,7.6188969466,14.4166666667
12-28,14.7015151515,10.9818181818,11.4107142857,7.0836734694,7.3724489796,7.8183673469,5.3828282828,7.659,7.5762376238,7.4079207921,7.2326732673,9.0394230769,6.4428571429,13.4123809524,7.1142857143,7.9364485981,3.5138888889,8.1266055046,6.6306306306,7.3168141593,7.8675438596,8.9703389831,9.0322033898,9.3101694915,8.6875,9.1685950413,6.8166666667,12.6633587786,7.1244274809,6.4908396947,7.7946564885,7.4427480916,8.9465648855,9.1152671756,4.6687022901,8.1328244275,7.8740458015,5.1145038168,9.341221374,7.7542635659,5.9641221374,7.0946153846,7.927480916,6.0119956379,7.1569012168,8.8688454198,10.817758501,3.5138888889,7.7305343511,7.7744600272,14.7015151515
12-29,14.7954545455,11.1257575758,11.4226190476,7.093877551,7.4234693878,7.8520408163,5.4,7.757,7.5940594059,7.9445544554,7.2554455446,9.0538461538,6.4647619048,13.6019047619,7.2342857143,8.1962616822,3.5148148148,8.1275229358,6.7378378378,7.3451327434,7.9570175439,9.0296610169,9.2169491525,9.4127118644,8.7891666667,9.2859504132,6.8611111111,12.6893129771,7.2091603053,6.527480916,7.8083969466,7.6167938931,8.965648855,9.1572519084,4.6717557252,8.1603053435,7.934351145,5.5374045802,9.6381679389,8.1607692308,5.9709923664,7.4169230769,7.9541984733,6.0203693202,7.2823517042,8.9127041985,10.9769986121,3.5148148148,7.8099236641,7.8931959807,14.7954545455
12-30,14.9045454545,11.2575757576,11.4678571429,7.1153061224,7.4693877551,7.9051020408,5.4282828283,7.841,7.6178217822,8.2257425743,7.2732673267,9.0817307692,6.4933333333,13.7047619048,7.2971428571,8.2429906542,3.5166666667,8.1366972477,6.8144144144,7.389380531,8.2254385965,9.7813559322,9.3855932203,9.4322033898,8.9616666667,9.3190082645,6.9880952381,13.3923664122,7.2839694656,6.5770992366,7.813740458,7.6908396947,8.9938931298,9.1839694656,4.6763358779,8.2320610687,7.9526717557,5.5832061069,9.8603053435,8.2230769231,5.9847328244,7.6784615385,7.9969465649,6.0355928753,7.3248141593,8.9842251908,11.1178487162,3.5166666667,7.8992366412,7.9288868983,14.9045454545
12-31,15.15,11.2606060606,11.6130952381,7.1295918367,7.5928571429,7.9367346939,5.4777777778,7.913,7.6752475248,8.5089108911,7.2910891089,9.1346153846,6.8780952381,13.7580952381,7.3047619048,8.2626168224,3.5194444444,8.2100917431,6.8414414414,7.4159292035,8.4815789474,9.9677966102,9.6169491525,9.4372881356,9.19,9.3247933884,7.230952381,13.6763358779,7.3076335878,6.6305343511,7.8374045802,7.7473282443,9.041221374,9.206870229,4.6763358779,8.3,7.9603053435,5.6114503817,10.2687022901,8.5534883721,5.9961832061,7.7576923077,8.0229007634,6.0596183206,7.3401222725,9.1065971814,11.1614156836,3.5194444444,7.9946564885,7.9485200187,15.15
01-01,15.2333333333,11.3,11.675,7.1530612245,7.6744897959,7.9704081633,5.5,7.937,7.7188118812,8.5712871287,7.3188118812,9.1557692308,7.419047619,13.7895238095,7.3228571429,8.3841121495,3.5518518519,8.2146788991,6.8711711712,7.7584070796,8.5587719298,10.1813559322,10.0991525424,9.4406779661,9.2575,9.3454545455,7.280952381,13.7045801527,7.327480916,6.6572519084,7.9374045802,7.8259541985,9.0549618321,9.2251908397,4.6778625954,8.4061068702,8.0442748092,5.6236641221,10.806870229,9.1221374046,5.9969465649,7.7351145038,8.0511450382,6.0629770992,7.4956802721,9.1456796829,11.2506870229,3.5518518519,8.0717557252,8.0073414862,15.2333333333
01-02,15.2757575758,11.3484848485,11.7488095238,7.3744897959,7.6979591837,8.0051020408,5.5242424242,7.96,7.7405940594,8.6554455446,7.404950495,9.1788461538,7.5476190476,13.8228571429,7.3847619048,8.4747663551,3.7074074074,8.2266055046,6.8927927928,7.8168141593,8.8754385965,10.2677966102,10.3457627119,9.4440677966,9.3533333333,9.452892562,7.3603174603,13.7335877863,7.3427480916,6.6847328244,8.0450381679,7.9290076336,9.0938931298,9.279389313,4.6786259542,8.4709923664,8.4732824427,5.6267175573,10.8396946565,9.8207692308,5.9984732824,7.9246153846,8.3366412214,6.0670992366,7.5927210884,9.2492263652,11.2976058293,3.7074074074,8.1488549618,8.1358218363,15.2757575758
01-03,15.2954545455,11.3878787879,11.7785714286,7.562244898,7.7183673469,8.0489795918,5.6696969697,7.978,7.7574257426,8.903960396,7.4643564356,9.1942307692,7.6580952381,13.9704761905,7.5533333333,8.5009345794,3.8824074074,8.2339449541,6.963963964,7.9522123894,9.4429824561,10.3423728814,10.6550847458,9.4847457627,9.4316666667,9.5512396694,7.469047619,13.8213740458,7.3511450382,6.7,8.0732824427,7.9839694656,9.1625954198,9.5152671756,4.6854961832,8.5526717557,8.5450381679,5.6488549618,10.8893129771,10.0676923077,6,8.0930769231,8.5854961832,6.07,7.6761768707,9.4395877193,11.3380222068,3.8824074074,8.2404580153,8.1635109386,15.2954545455
01-04,15.3303030303,11.4121212121,11.8297619048,7.6163265306,7.756122449,8.0755102041,5.7333333333,8.057,7.8475247525,8.9623762376,7.597029703,9.2134615385,8.0095238095,14.5457142857,7.6704761905,8.5588785047,3.9305555556,8.2642201835,7.0216216216,7.9911504425,9.7394736842,10.5491525424,10.8110169492,9.5881355932,9.4816666667,9.6809917355,7.4928571429,13.858778626,7.3526717557,6.7396946565,8.1129770992,8.0419847328,9.2061068702,9.6641221374,4.7007633588,8.6183206107,8.5954198473,5.7167938931,10.9488549618,10.1715384615,6.041221374,8.1346153846,8.6114503817,6.1110687023,7.78354314,9.5561949153,11.3657945871,3.9305555556,8.3259541985,8.1994177841,15.3303030303
01-05,15.353030303,11.4212121212,11.8571428571,7.7346938776,7.9908163265,8.3948979592,5.7858585859,8.449,7.9643564356,9.0059405941,7.6930693069,9.3480769231,8.2742857143,14.5885714286,7.7980952381,8.6925233645,4.125,8.276146789,7.0387387387,8.0238938053,9.799122807,11.0016949153,10.9118644068,9.7966101695,9.565,9.7487603306,7.5357142857,13.8893129771,7.3557251908,6.7618320611,8.206870229,8.1282442748,9.2664122137,10.4122137405,4.7053435115,8.6465648855,8.6167938931,5.8007633588,11.0450381679,10.2161538462,6.1458015267,8.3015384615,8.713740458,6.2074045802,7.9722944029,9.6936322314,11.3835947259,4.125,8.427480916,8.4219489796,15.353030303
01-06,15.3606060606,11.4363636364,12.0761904762,8.1744897959,8.3418367347,8.6,5.8080808081,8.514,8.0089108911,9.0495049505,7.9722772277,9.6932692308,8.3447619048,14.639047619,8.0266666667,8.8252336449,4.187962963,8.2816513761,7.0963963964,8.0884955752,9.8570175439,11.2313559322,10.9728813559,9.9127118644,10.4183333333,9.8900826446,7.623015873,13.9221374046,7.3580152672,6.7748091603,8.2450381679,8.2549618321,9.3221374046,10.8175572519,4.7183206107,8.7458015267,8.6755725191,6.0045801527,11.5816793893,10.3646153846,6.2358778626,8.3915384615,9.0290076336,6.2897709924,8.1142938414,9.8801631144,11.567147814,4.187962963,8.5549618321,8.557,15.3606060606
01-07,15.3742424242,11.4636363636,12.25,8.2510204082,8.4928571429,8.9306122449,5.8484848485,8.527,8.3366336634,9.3475247525,8.1673267327,9.8778846154,8.4104761905,14.6876190476,8.0542857143,8.8570093458,4.2101851852,8.2825688073,7.2081081081,8.1079646018,10.0245614035,11.3533898305,11.0152542373,10.0516949153,10.9466666667,10.1107438017,7.6833333333,13.9450381679,7.3603053435,6.7946564885,8.3404580153,8.2633587786,9.4519083969,10.8458015267,4.9954198473,9.106870229,8.720610687,6.013740458,11.9236641221,10.6276923077,6.3076335878,8.4423076923,9.0519083969,6.3563358779,8.2547219193,10.0435548617,11.8776613463,4.2101851852,8.6900763359,8.6238053435,15.3742424242
01-08,15.3818181818,11.5863636364,12.3119047619,8.3673469388,8.5918367347,9.0173469388,5.9525252525,8.586,8.5702970297,9.7801980198,8.2138613861,10.2644230769,8.4504761905,14.7828571429,8.12,8.8598130841,4.287962963,8.2825688073,7.2396396396,8.1283185841,10.1649122807,11.5389830508,11.0661016949,10.1372881356,11.1091666667,10.3520661157,7.6880952381,13.9572519084,7.4801526718,6.813740458,8.427480916,8.265648855,9.565648855,11.0458015267,5.0152671756,9.3458015267,8.7427480916,6.0167938931,11.9488549618,10.6392307692,6.5396946565,8.47,9.1351145038,6.5670992366,8.2707248407,10.2345698381,11.9126058293,4.287962963,8.7916030534,8.6672924131,15.3818181818
01-09,15.3924242424,11.7363636364,12.3464285714,8.3979591837,8.7663265306,9.1183673469,6.1414141414,8.658,8.6158415842,10.1158415842,8.2564356436,10.3807692308,8.4761904762,14.8466666667,8.1771428571,8.8747663551,4.4444444444,8.2926605505,7.2747747748,8.1300884956,10.2043859649,12.1813559322,11.1762711864,10.1728813559,11.2825,10.4115702479,7.7055555556,14.027480916,7.4832061069,6.8312977099,8.506870229,8.2664122137,9.6198473282,11.5992366412,5.1083969466,9.3885496183,8.8091603053,6.020610687,12.0748091603,10.6669230769,6.5679389313,8.5030769231,9.3076335878,6.5942748092,8.2742867148,10.327854251,12.170701255,4.4444444444,8.8595419847,8.787743418,15.3924242424
01-10,15.4045454545,11.7757575758,12.3642857143,8.4285714286,8.9795918367,9.3612244898,6.1777777778,8.682,8.6356435644,10.3108910891,8.3237623762,10.4384615385,8.5085714286,15.0533333333,8.2161904762,8.9663551402,4.6611111111,8.3458715596,7.3081081081,8.1672566372,10.2096491228,12.7940677966,11.2161016949,10.1872881356,11.5341666667,10.520661157,7.7222222222,14.1679389313,7.4992366412,6.8450381679,8.7442748092,8.2679389313,9.6450381679,12.6106870229,5.2916030534,9.3992366412,8.8885496183,6.0251908397,12.0870229008,10.9612403101,6.7977099237,8.5238461538,9.3251908397,6.8024427481,8.3303951313,10.4001904037,12.586046892,4.6611111111,8.9526717557,8.9274523793,15.4045454545
01-11,15.4363636364,11.8106060606,12.369047619,8.4510204082,9.1163265306,9.5612244898,6.2151515152,8.73,8.6485148515,10.696039604,8.3445544554,10.4846153846,8.6342857143,15.4666666667,8.4571428571,8.9981308411,4.9953703704,8.3834862385,7.3162162162,8.307079646,10.2166666667,13.5194915254,11.2694915254,10.2118644068,11.6733333333,10.5578512397,7.7261904762,14.1893129771,7.5083969466,7.006870229,8.9717557252,8.2992366412,9.6511450382,12.9610687023,5.6511450382,9.4389312977,8.9198473282,6.0290076336,12.0984732824,11.4784615385,7.0221374046,8.6423076923,9.3496183206,7.0083969466,8.4037464894,10.5358804832,12.901866594,4.9953703704,9.0419847328,8.9849432832,15.4666666667
01-12,15.5106060606,11.8545454545,12.3726190476,8.4765306122,9.3765306122,9.6887755102,6.2343434343,8.765,8.6603960396,11.0396039604,8.3653465347,10.8259615385,8.6542857143,15.8314285714,8.7685714286,9.0093457944,5.2064814815,8.547706422,7.3243243243,8.3849557522,10.2175438596,14.3745762712,11.4084745763,10.2966101695,11.8966666667,10.667768595,7.7333333333,14.213740458,7.5282442748,7.1251908397,9.0938931298,8.386259542,9.6717557252,13.4946564885,5.7916030534,9.4885496183,9.0572519084,6.0358778626,12.1083969466,11.7623076923,7.1748091603,8.8730769231,9.3717557252,7.1301526718,8.4978833552,10.7785036554,13.3824527445,5.2064814815,9.1465648855,9.0755725191,15.8314285714
01-13,15.5363636364,11.8712121212,12.3738095238,8.487755102,9.4469387755,9.7183673469,6.2454545455,8.861,8.697029703,11.101980198,8.4198019802,10.9317307692,8.68,16.2866666667,8.959047619,9.0280373832,5.2592592593,8.7504587156,7.3612612613,8.4061946903,10.2192982456,14.5194915254,11.486440678,10.6288135593,11.9825,10.820661157,7.7404761905,14.2832061069,7.5396946565,7.1618320611,9.3091603053,8.5282442748,9.7099236641,13.772519084,5.9824427481,9.5122137405,9.1885496183,6.065648855,12.1267175573,11.8030769231,7.513740458,8.8784615385,9.3908396947,7.1817749811,8.5737709924,10.8984098856,13.632648128,5.2592592593,9.2595419847,9.2488549618,16.2866666667
01-14,15.6924242424,11.8893939394,12.380952381,8.5010204082,9.5132653061,9.75,6.4707070707,9.054,8.7405940594,11.3118811881,8.4910891089,11.075,8.6847619048,16.7723809524,9.26,9.0495327103,5.2944444444,8.8550458716,7.4045045045,8.4398230088,10.2271929825,14.5652542373,11.5627118644,10.7211864407,12.0175,10.8421487603,7.7444444444,14.3572519084,7.5625954198,7.1954198473,9.472519084,8.6541984733,9.7335877863,13.9106870229,5.9984732824,9.5458015267,9.3977099237,6.0961832061,12.1435114504,11.8546153846,7.872519084,8.9023076923,9.3969465649,7.216328313,8.6633675027,11.0051446281,13.7577135587,5.2944444444,9.3396946565,9.4351145038,16.7723809524
01-15,15.8348484848,11.9227272727,12.3976190476,8.5214285714,9.5714285714,9.7887755102,6.6585858586,9.192,8.8207920792,11.4811881188,8.5079207921,11.1817307692,8.6904761905,16.9228571429,9.3057142857,9.0700934579,5.3222222222,8.8899082569,7.4171171171,8.4601769912,10.2605263158,14.6084745763,11.6008474576,10.7610169492,12.0425,10.847107438,7.7468253968,14.4076335878,7.5923664122,7.2320610687,9.5396946565,8.6641221374,9.7900763359,14.034351145,6,9.5694656489,9.5122137405,6.1061068702,12.1610687023,11.9790697674,8.420610687,8.9223076923,9.3977099237,7.2505666735,8.6720283533,11.0813437699,13.8706779353,5.3222222222,9.3770992366,9.5259541985,16.9228571429
01-16,15.8954545455,11.9545454545,12.5047619048,8.6673469388,9.7520408163,9.8244897959,6.8212121212,9.477,8.8683168317,11.5663366337,8.5415841584,11.3990384615,8.7552380952,17.0066666667,9.6152380952,9.1205607477,5.3944444444,8.9605504587,7.454954955,8.5097345133,10.3061403509,14.663559322,11.7169491525,10.8033898305,12.0583333333,10.8479338843,7.75,14.4366412214,7.620610687,7.3488549618,9.5511450382,8.6854961832,9.9374045802,14.0755725191,6.0007633588,9.7923664122,9.5251908397,6.1297709924,12.1664122137,12.3776923077,8.5229007634,8.9553846154,9.4022900763,7.3594649611,8.7064187568,11.2337070884,13.9184914577,5.3944444444,9.4526717557,9.5831915667,17.0066666667
01-17,15.9439393939,11.9818181818,12.6166666667,8.7510204082,9.9132653061,9.8510204082,6.902020202,9.528,8.8891089109,11.8366336634,8.5871287129,11.6221153846,9.1047619048,17.06,9.7733333333,9.3598130841,5.4814814815,9.0073394495,7.4963963964,8.5345132743,10.3096491228,14.7881355932,11.7466101695,10.8288135593,12.0675,10.8520661157,7.7611111111,14.6732824427,7.8648854962,7.3755725191,9.5557251908,8.7366412214,10.1740458015,14.1083969466,6.0022900763,10.1145038168,9.6145038168,6.1664122137,12.1709923664,12.6530769231,8.5694656489,8.9630769231,9.4167938931,7.3876549068,8.792446959,11.3911006039,13.9628649442,5.4814814815,9.5625954198,9.6939185751,17.06
01-18,15.9848484848,12.0181818182,12.6988095238,8.7816326531,10.3020408163,9.862244898,6.9383838384,9.556,8.900990099,12.0188118812,8.6267326733,11.7009615385,9.6352380952,17.1295238095,10.2342857143,9.5214953271,5.587037037,9.0458715596,7.5144144144,8.5389380531,10.3096491228,14.8042372881,11.9279661017,10.843220339,12.15,10.8553719008,7.7674603175,15.0419847328,7.9160305344,7.3900763359,9.5610687023,8.7511450382,10.3465648855,14.1320610687,6.0198473282,10.6366412214,9.8709923664,6.2129770992,12.1732824427,12.9523076923,9.0198473282,9.0161538462,9.4236641221,7.4025101437,8.9355392232,11.4472846472,14.0140857311,5.587037037,9.6816793893,9.8666186322,17.1295238095
01-19,16.0409090909,12.0575757576,12.7178571429,8.8265306122,10.4683673469,9.8724489796,7.0444444444,9.576,8.9188118812,12.2633663366,8.6336633663,11.7913461538,9.7333333333,17.18,10.2771428571,9.9317757009,5.9685185185,9.0926605505,7.5702702703,8.5699115044,10.3105263158,14.8601694915,12.1745762712,10.8661016949,12.1983333333,10.8644628099,7.9277777778,15.0984732824,8.1259541985,7.3954198473,9.5641221374,8.8106870229,10.4938931298,14.1450381679,6.0709923664,11.0312977099,9.9091603053,6.2351145038,12.1763358779,13.0707692308,9.1664122137,9.05,9.4282442748,7.4129048896,8.9581683168,11.5633316207,14.0376112742,5.9685185185,9.7816793893,9.9204680031,17.18
01-20,16.0621212121,12.1272727273,12.7416666667,8.8836734694,10.5193877551,9.8775510204,7.1141414141,9.689,8.9386138614,12.4910891089,8.6405940594,11.825,10.140952381,17.2171428571,10.5628571429,10.2476635514,6.0712962963,9.1422018349,7.681981982,8.585840708,10.3245614035,14.8940677966,12.3347457627,10.9144067797,12.305,10.867768595,8.153968254,15.3435114504,8.313740458,7.3992366412,9.5648854962,8.8595419847,10.5763358779,14.2442748092,6.1312977099,11.1083969466,9.9221374046,6.2870229008,12.1801526718,13.12,9.2045801527,9.0830769231,9.427480916,7.4275111753,8.9819527799,11.610019084,14.1318473282,6.0712962963,9.8748091603,10.1943079662,17.2171428571
01-21,16.1,12.2772727273,12.8857142857,8.9183673469,10.5795918367,9.8846938776,7.1323232323,9.704,8.9475247525,12.604950495,8.6465346535,11.8307692308,10.2342857143,17.2561904762,10.6828571429,10.6953271028,6.1055555556,9.1871559633,7.745045045,8.603539823,10.3447368421,14.9127118644,12.3661016949,10.9601694915,12.3675,10.8768595041,8.35,15.3824427481,8.4297709924,7.4045801527,9.5671755725,8.8664122137,10.7992366412,14.4335877863,6.4557251908,11.1305343511,10.0167938931,6.320610687,12.220610687,13.1507692308,9.2664122137,9.0884615385,9.4366412214,7.4386266419,8.9898057883,11.6206987669,14.3053059307,6.1055555556,9.965648855,10.2895112782,17.2561904762
01-22,16.1090909091,12.5863636364,12.9238095238,8.9387755102,10.6102040816,9.8908163265,7.1525252525,9.728,8.9702970297,12.6910891089,8.6514851485,11.8480769231,10.3828571429,17.42,10.7066666667,11.2037383178,6.3453703704,9.2229357798,7.909009009,8.6451327434,10.3578947368,14.9152542373,12.4016949153,10.9813559322,12.4508333333,10.9041322314,8.9261904762,15.4549618321,9.2198473282,7.4099236641,9.5763358779,8.8717557252,10.8442748092,14.7152671756,6.572519084,11.393129771,10.234351145,6.3778625954,12.265648855,13.1753846154,9.3770992366,9.1569230769,9.4458015267,7.4598321986,9.1758003523,11.7115927775,14.5612789196,6.3453703704,10.1374045802,10.3703759398,17.42
01-23,16.1606060606,12.6560606061,12.955952381,9.012244898,10.6795918367,9.9295918367,7.1878787879,9.758,8.9811881188,12.9217821782,8.6603960396,11.8519230769,10.6114285714,17.5695238095,10.8152380952,11.2887850467,6.4787037037,9.2642201835,7.9936936937,8.6814159292,10.3675438596,14.9355932203,12.4220338983,11.0118644068,12.5225,11.0495867769,9.3611111111,15.6687022901,9.3740458015,7.4175572519,9.5839694656,8.8839694656,10.8916030534,14.9358778626,6.6305343511,11.4312977099,10.3290076336,6.6175572519,12.2732824427,13.2053846154,9.4015267176,9.1715384615,9.4557251908,7.4751708961,9.2932874618,11.7257354668,14.7625723598,6.4787037037,10.220610687,10.4894862155,17.5695238095
01-24,16.2212121212,12.6909090909,13.0369047619,9.0632653061,10.7744897959,9.9826530612,7.3262626263,9.805,9.0277227723,12.9653465347,8.6881188119,11.8942307692,10.700952381,17.8933333333,10.8847619048,11.4803738318,6.5398148148,9.2651376147,8.018018018,8.792920354,10.3763157895,14.9389830508,12.4889830508,11.0398305085,12.5566666667,11.3966942149,9.5515873016,15.6938931298,9.5595419847,7.4549618321,9.5839694656,8.9083969466,10.9610687023,15.4786259542,6.6496183206,11.5938931298,10.3977099237,6.9106870229,12.2839694656,13.2684615385,9.4358778626,9.1915384615,9.6549618321,7.5112674507,9.3163596891,11.8041294774,14.7719308996,6.5398148148,10.3167938931,10.5493311523,17.8933333333
01-25,16.2651515152,12.7106060606,13.0642857143,9.2142857143,10.8132653061,10.1581632653,7.3949494949,9.886,9.0326732673,13.0148514851,8.7178217822,12.0336538462,10.9961904762,17.9533333333,10.979047619,11.738317757,6.7583333333,9.3366972477,8.0711711712,8.8132743363,10.4026315789,14.9627118644,12.5516949153,11.0457627119,12.745,11.9148760331,9.6952380952,15.7259541985,9.5893129771,7.5618320611,9.5893129771,8.9580152672,11.1427480916,15.5870229008,6.693129771,11.7381679389,10.4534351145,7.0870229008,12.3038167939,13.31,9.4717557252,9.3038461538,9.7022900763,7.6127659721,9.377214791,11.9980205022,14.797440678,6.693129771,10.4145038168,10.6333502103,17.9533333333
01-26,16.3560606061,12.7348484848,13.080952381,9.4224489796,10.8551020408,10.2204081633,7.4323232323,9.9,9.0336633663,13.0455445545,8.8346534653,12.1865384615,11.3076190476,18.5714285714,11.0504761905,11.8,7.1685185185,9.5816513761,8.1486486486,8.8292035398,10.4868421053,14.9737288136,12.7271186441,11.0474576271,12.875,12.2958677686,9.7396825397,15.7778625954,9.6679389313,7.6083969466,9.5946564885,8.972519084,11.1847328244,15.6396946565,6.7687022901,11.8083969466,10.4748091603,7.2022900763,12.3351145038,13.3569230769,9.5641221374,9.3815384615,9.727480916,7.6624221168,9.569380909,12.2630689765,14.8120482399,6.7687022901,10.5,10.670972073,18.5714285714
01-27,16.4196969697,12.7803030303,13.1,9.4479591837,10.8857142857,10.2489795918,7.5,9.933,9.0346534653,13.0633663366,8.9752475248,12.4259615385,11.4066666667,19.0523809524,11.0752380952,11.9841121495,7.3851851852,9.6532110092,8.1792792793,8.8548672566,10.5184210526,15.0872881356,12.836440678,11.0474576271,12.95,12.4884297521,9.8515873016,15.7908396947,9.879389313,7.9519083969,9.5992366412,8.986259542,11.2152671756,15.6679389313,6.8290076336,11.8465648855,10.5152671756,7.3175572519,12.3557251908,13.4476923077,9.5694656489,9.3946153846,9.7709923664,7.9746454852,9.5783969466,12.4048906342,14.9233285528,6.8290076336,10.558778626,10.7020676692,19.0523809524
