date,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
07-01,31.3123076923,26.2515151515,30.9738095238,22.3428571429,22.993877551,22.0132653061,21.3828282828,24.207,21.2415841584,30.4693069307,21.6485148515,34.0951923077,26.5380952381,32.3438095238,25.7638095238,27.6168224299,20.8981481481,22.1366972477,15.4954954955,23.1433628319,22.301754386,29.1771186441,23.8406779661,21.8618644068,27.3925,27.7404958678,23.119047619,33.1282442748,17.7038167939,18.9244274809,23.4152671756,22.0816793893,24.2961832061,27.4854961832,17.0908396947,31.0129770992,21.4816793893,18.3969465649,22.6458015267,28.6161538462,24.1674418605,20.1153846154,,19.0435231944,22.0337895311,27.1361785714,31.0090603417,15.4954954955,23.5473282443,23.2793150037,34.0951923077
07-02,31.3261538462,26.253030303,30.9964285714,22.3744897959,23.0040816327,22.0142857143,21.4303030303,24.216,21.3148514851,30.4732673267,21.6524752475,34.2951923077,26.5523809524,32.3542857143,25.779047619,27.6271028037,20.9138888889,22.1458715596,15.5018018018,23.1460176991,22.3289473684,29.1906779661,23.8974576271,21.8644067797,27.4208333333,27.8165289256,23.1880952381,33.1465648855,17.7061068702,18.9305343511,23.4160305344,22.1038167939,24.5198473282,27.4954198473,17.0916030534,31.0259541985,21.506870229,18.4603053435,22.7282442748,28.6276923077,24.4069767442,20.2248062016,,19.0599615362,22.0411450382,27.160297619,31.0230016358,15.5018018018,23.5854961832,23.3020628862,34.2951923077
07-03,31.3553846154,26.2666666667,31.0023809524,22.3867346939,23.0244897959,22.0183673469,21.4878787879,24.229,21.3554455446,30.5069306931,21.6930693069,34.4865384615,26.5761904762,32.3571428571,25.7895238095,27.6280373832,20.9287037037,22.1825688073,15.509009009,23.1469026549,22.349122807,29.1966101695,23.9745762712,21.8677966102,27.4525,27.9619834711,23.2484126984,33.1534351145,17.7267175573,18.934351145,23.4282442748,22.1374045802,24.6427480916,27.5022900763,17.1,31.0435114504,21.5183206107,18.5183206107,22.7908396947,28.63,24.4503875969,20.2589147287,,19.0668075034,22.0540785169,27.1896071429,31.0393984006,15.509009009,23.6213740458,23.3383284866,34.4865384615
07-04,31.3630769231,26.2742424242,31.055952381,22.3928571429,23.1091836735,22.0193877551,21.6383838384,24.238,21.3683168317,30.6257425743,21.7099009901,34.8461538462,26.6228571429,32.360952381,25.8142857143,27.6514018692,20.9333333333,22.2055045872,15.5459459459,23.1469026549,22.3666666667,29.2101694915,24.0542372881,21.8720338983,27.4708333333,28.0545454545,23.253968254,33.1618320611,17.7541984733,18.9633587786,23.4541984733,22.1893129771,24.7061068702,27.5083969466,17.1045801527,31.0473282443,21.5312977099,18.5351145038,22.8824427481,28.6684615385,24.4542635659,20.384496124,,19.1054725132,22.0703653217,27.2164404762,31.0550899673,15.5459459459,23.6503816794,23.3540833636,34.8461538462
07-05,31.3707692308,26.2818181818,31.255952381,22.4040816327,23.1479591837,22.0193877551,21.6939393939,24.249,21.3782178218,30.7613861386,21.7297029703,34.9596153846,26.6895238095,32.3647619048,25.8257142857,27.6607476636,20.9407407407,22.2211009174,15.5945945946,23.1469026549,22.3973684211,29.2152542373,24.0991525424,21.8872881356,27.4883333333,28.1446280992,23.2777777778,33.2351145038,17.8167938931,19.0328244275,23.4854961832,22.2816793893,24.7396946565,27.5106870229,17.1076335878,31.0549618321,21.5458015267,18.5534351145,22.9022900763,28.7230769231,24.4581395349,20.4689922481,,19.1764412095,22.0799017038,27.2486904762,31.2358533261,15.5945945946,23.6824427481,23.3816369805,34.9596153846
07-06,31.3861538462,26.2878787879,31.3607142857,22.4102040816,23.1959183673,22.0214285714,21.9101010101,24.254,21.3871287129,30.7930693069,21.7455445545,35.0076923077,26.7533333333,32.3714285714,25.8828571429,27.6710280374,20.9546296296,22.2458715596,15.6423423423,23.1486725664,22.4280701754,29.2254237288,24.2220338983,21.9398305085,27.5133333333,28.1867768595,23.2888888889,33.3977099237,18.0267175573,19.1549618321,23.5106870229,22.4458015267,24.7572519084,27.5229007634,17.120610687,31.0618320611,21.5503816794,18.6748091603,23.041221374,28.7546153846,24.4589147287,20.4860465116,,19.2880703,22.0887614679,27.2853333333,31.3308260632,15.6423423423,23.7122137405,23.3997879559,35.0076923077
07-07,31.4030769231,26.3,31.3928571429,22.4234693878,23.2336734694,22.0275510204,21.9929292929,24.267,21.4059405941,30.8,21.7564356436,35.0326923077,26.8047619048,32.3752380952,25.9657142857,27.7242990654,20.9574074074,22.2899082569,15.6918918919,23.1495575221,22.45,29.2288135593,24.3330508475,21.956779661,27.5625,28.194214876,23.2968253968,33.4709923664,18.2603053435,19.2519083969,23.5259541985,22.6381679389,24.7610687023,27.5290076336,17.141221374,31.0664122137,21.5541984733,18.6809160305,23.1213740458,28.7746153846,24.4627906977,20.4914728682,,19.3758648441,22.1062581913,27.3117339149,31.3602126499,15.6918918919,23.7480916031,23.4113897976,35.0326923077
07-08,31.44,26.3151515152,31.4845238095,22.4326530612,23.2428571429,22.0346938776,22.1313131313,24.323,21.5425742574,30.8118811881,21.7653465347,35.0442307692,26.8361904762,32.3771428571,26.0514285714,27.8542056075,20.962037037,22.3577981651,15.7063063063,23.1504424779,22.4745614035,29.243220339,24.4644067797,21.9720338983,27.5966666667,28.2,23.3761904762,33.6099236641,18.4854961832,19.3778625954,23.5427480916,22.9977099237,24.7641221374,27.5473282443,17.1755725191,31.086259542,21.558778626,18.6923664122,23.141221374,28.7923076923,24.4651162791,20.4945736434,,19.4895337002,22.1992586415,27.3339869138,31.4046259542,15.7063063063,23.8244274809,23.4594692839,35.0442307692
07-09,31.58,26.353030303,31.5833333333,22.4857142857,23.25,22.0418367347,22.3565656566,24.626,21.6821782178,30.8217821782,21.7683168317,35.0605769231,26.9047619048,32.380952381,26.1542857143,27.9523364486,21.0564814815,22.5073394495,15.7315315315,23.1530973451,22.4921052632,29.2449152542,24.7398305085,21.9788135593,27.6133333333,28.2033057851,23.4547619048,33.8351145038,18.6106870229,19.4030534351,23.5839694656,23.3175572519,24.7671755725,27.5664122137,17.2572519084,31.1061068702,21.5595419847,18.6984732824,23.1473282443,28.81,24.4705426357,20.4976744186,,19.5125155335,22.3953102453,27.367917121,31.532610687,15.7315315315,23.9213740458,23.5193656852,35.0605769231
07-10,31.8,26.4106060606,31.7238095238,22.55,23.3030612245,22.0510204082,22.4656565657,24.722,21.7059405941,30.8267326733,21.7712871287,35.0798076923,26.9885714286,32.3961904762,26.2638095238,27.991588785,21.1342592593,22.5899082569,15.7504504505,23.1566371681,22.5078947368,29.2457627119,24.9728813559,21.986440678,27.6266666667,28.2066115702,23.5103174603,33.9603053435,18.6419847328,19.413740458,23.6519083969,23.5595419847,24.7702290076,27.5969465649,17.2961832061,31.1167938931,21.5641221374,18.7083969466,23.1572519084,28.8123076923,24.4813953488,20.5015503876,,19.522521451,22.478328017,27.414434024,31.6631079607,15.7504504505,23.9778625954,23.6057251908,35.0798076923
07-11,31.8461538462,26.4484848485,31.780952381,22.6673469388,23.356122449,22.1010204082,22.496969697,24.842,21.7336633663,30.8346534653,21.7732673267,35.1221153846,27.0066666667,32.400952381,26.4028571429,28.0140186916,21.2361111111,22.7330275229,15.7594594595,23.1619469027,22.5254385965,29.2559322034,25.0728813559,21.993220339,27.6308333333,28.2157024793,23.5373015873,34.1511450382,18.6610687023,19.4198473282,23.8534351145,23.6694656489,24.7755725191,27.6732824427,17.358778626,31.1221374046,21.5732824427,18.7106870229,23.1832061069,28.8153846154,24.45078125,20.5170542636,,19.5295680218,22.5055103668,27.4435833333,31.7150708833,15.7594594595,24.0251908397,23.7614503817,35.1221153846
07-12,31.8830769231,26.5590909091,31.7988095238,22.8459183673,23.3785714286,22.2367346939,22.5060606061,24.891,21.9693069307,30.8415841584,21.7792079208,35.1634615385,27.0142857143,32.420952381,26.4419047619,28.0878504673,21.2638888889,22.8825688073,15.7738738739,23.1690265487,22.5429824561,29.2618644068,25.1372881356,22.0305084746,27.6433333333,28.258677686,23.5849206349,34.3603053435,18.6946564885,19.4923664122,24.0450381679,23.7396946565,24.779389313,27.813740458,17.4557251908,31.1312977099,21.5870229008,18.713740458,23.2122137405,28.8176923077,24.5046511628,20.5302325581,,19.5961530268,22.5171371611,27.4546190476,31.7320583424,15.7738738739,24.1091603053,23.8923664122,35.1634615385
07-13,32.1234375,26.7121212121,31.8178571429,22.9428571429,23.3948979592,22.3989795918,22.5191919192,24.918,22.301980198,30.8643564356,21.7841584158,35.2615384615,27.0352380952,32.5057142857,26.4495238095,28.138317757,21.287962963,22.9669724771,15.7846846847,23.1699115044,22.5596491228,29.2694915254,25.1686440678,22.1533898305,27.6466666667,28.2892561983,23.6087301587,34.5648854962,18.7236641221,19.658778626,24.1335877863,23.8053435115,24.7839694656,27.9687022901,17.5572519084,31.1404580153,21.5923664122,18.7297709924,23.2473282443,28.8223076923,24.5131782946,20.5317829457,,19.7460790579,22.5313290803,27.4632380952,31.7501172301,15.7846846847,24.158778626,23.9694656489,35.2615384615
07-14,32.2890625,26.7757575758,31.8488095238,23,23.4142857143,22.4244897959,22.5555555556,24.951,22.3673267327,30.8782178218,21.7881188119,35.375,27.0419047619,32.5219047619,26.4657142857,28.1897196262,21.3268518519,23.0981651376,15.7945945946,23.1734513274,22.5956140351,29.2779661017,25.186440678,22.1881355932,27.6583333333,28.3115702479,23.6285714286,34.658778626,18.8122137405,19.7717557252,24.1549618321,23.8938931298,24.7847328244,28.0465648855,17.5916030534,31.1694656489,21.6083969466,18.8534351145,23.3519083969,28.8276923077,24.5217054264,20.5472868217,,19.8493088348,22.5675730994,27.4734047619,31.7808751363,15.7945945946,24.1954198473,24.0244274809,35.375
07-15,32.409375,26.8151515152,31.8952380952,23.0183673469,23.4275510204,22.443877551,22.6151515152,24.969,22.3881188119,30.8801980198,21.796039604,35.4442307692,27.0523809524,32.539047619,26.4714285714,28.408411215,21.387962963,23.2577981651,15.8045045045,23.182300885,22.6622807018,29.2923728814,25.2042372881,22.2313559322,27.6766666667,28.3165289256,23.6404761905,34.6625954198,19.0381679389,19.8480916031,24.1908396947,24.0534351145,24.7870229008,28.1007633588,17.7145038168,31.1885496183,21.6396946565,18.9610687023,23.458778626,28.8292307692,24.5643410853,20.5666666667,,19.9199491094,22.6292902711,27.4893809524,31.8245692475,15.8045045045,24.2251908397,24.1221374046,35.4442307692
07-16,32.4453125,26.8575757576,32.1119047619,23.0418367347,23.4479591837,22.4520408163,22.6616161616,25.033,22.4831683168,30.8821782178,21.803960396,35.4740384615,27.1161904762,32.5495238095,26.4714285714,28.5317757009,21.4972222222,23.4128440367,15.8540540541,23.1973451327,22.848245614,29.3084745763,25.2186440678,22.2618644068,27.7116666667,28.3231404959,23.6452380952,34.6702290076,19.2007633588,19.9984732824,24.2595419847,24.1114503817,24.7885496183,28.1488549618,17.813740458,31.2160305344,21.6603053435,18.9984732824,23.6305343511,28.8323076923,24.6441860465,20.6007751938,,20.0587034736,22.7176049973,27.5330238095,32.0223173391,15.8540540541,24.2763358779,24.1854961832,35.4740384615
07-17,32.46875,26.9636363636,32.230952381,23.1316326531,23.4744897959,22.456122449,22.7080808081,25.154,22.5415841584,30.8831683168,21.8108910891,35.4942307692,27.2380952381,32.5571428571,26.4819047619,28.6953271028,21.637037037,23.4449541284,15.9216216216,23.2345132743,23.0438596491,29.3322033898,25.2406779661,22.2881355932,27.7783333333,28.3289256198,23.6523809524,34.6854961832,19.3595419847,20.0908396947,24.3366412214,24.1534351145,24.7908396947,28.2175572519,17.8755725191,31.2267175573,21.6832061069,19.0175572519,23.6625954198,28.8338461538,24.7147286822,20.6294573643,,20.1447014616,22.8088144604,27.6162619048,32.1305288986,15.9216216216,24.3465648855,24.2450381679,35.4942307692
07-18,32.4765625,27.153030303,32.3357142857,23.4551020408,23.4867346939,22.4581632653,22.7242424242,25.228,22.5594059406,30.8881188119,21.8168316832,35.5701923077,27.3619047619,32.5638095238,26.4866666667,28.7560747664,21.7231481481,23.4605504587,15.9594594595,23.289380531,23.1657894737,29.3372881356,25.2805084746,22.3262711864,27.8116666667,28.332231405,23.6571428571,34.7557251908,19.3839694656,20.3374045802,24.3572519084,24.172519084,24.7954198473,28.3045801527,17.9419847328,31.2305343511,21.7244274809,19.0717557252,23.7152671756,28.8338461538,24.7519379845,20.680620155,,20.3717261376,22.8567065391,27.6767380952,32.2251962923,15.9594594595,24.4053435115,24.2648854962,35.5701923077
07-19,32.49375,27.4333333333,32.3928571429,23.5204081633,23.493877551,22.462244898,22.8080808081,25.3,22.600990099,30.8891089109,21.8356435644,35.6567307692,27.4342857143,32.6419047619,26.499047619,28.8822429907,21.7462962963,23.4688073394,16.0108108108,23.3495575221,23.2657894737,29.3423728814,25.3440677966,22.3788135593,27.8325,28.3380165289,23.6714285714,34.9564885496,19.4061068702,20.5106870229,24.3709923664,24.2679389313,24.8610687023,28.3526717557,17.9595419847,31.2335877863,21.734351145,19.134351145,23.7580152672,28.8646153846,24.8263565891,20.7821705426,,20.5378353749,22.9453934078,27.7130357143,32.2769302072,16.0108108108,24.4549618321,24.3194656489,35.6567307692
07-20,32.5296875,27.6424242424,32.4892857143,23.5469387755,23.4959183673,22.4704081633,22.902020202,25.372,22.6623762376,30.8910891089,21.8643564356,35.7855769231,27.4533333333,32.7257142857,26.5076190476,29.1009345794,21.7611111111,23.4798165138,16.1018018018,23.4300884956,23.351754386,29.3559322034,25.4525423729,22.4889830508,27.8683333333,28.3603305785,23.6849206349,35.1038167939,19.4595419847,20.5610687023,24.3961832061,24.2847328244,24.9748091603,28.4984732824,17.9763358779,31.2419847328,21.7511450382,19.1717557252,23.813740458,28.9546153846,24.8837209302,20.8162790698,,20.586589739,23.0369404572,27.8005606061,32.3645556161,16.1018018018,24.5175572519,24.3404580153,35.7855769231
07-21,32.615625,27.8348484848,32.5583333333,23.656122449,23.4979591837,22.4806122449,22.9898989899,25.482,22.7891089109,30.8930693069,21.8871287129,35.8307692308,27.46,32.7933333333,26.5285714286,29.1841121495,21.7675925926,23.4862385321,16.2225225225,23.5008849558,23.4184210526,29.3661016949,25.5398305085,22.6169491525,27.9141666667,28.3719008264,23.8134920635,35.1198473282,19.5175572519,20.5740458015,24.4229007634,24.3916030534,25.1129770992,28.6183206107,18.0015267176,31.2618320611,21.7717557252,19.3129770992,23.8358778626,29.0376923077,24.9689922481,20.8217054264,,20.598811764,23.1184556087,27.8903712121,32.4286832061,16.2225225225,24.5824427481,24.4072519084,35.8307692308
07-22,32.7625,28.0984848485,32.6845238095,23.8428571429,23.4979591837,22.506122449,23.0212121212,25.562,22.8178217822,30.9168316832,21.904950495,35.8788461538,27.4657142857,32.8171428571,26.6495238095,29.2523364486,21.7685185185,23.4990825688,16.2675675676,23.5460176991,23.4640350877,29.3813559322,25.6118644068,22.7898305085,27.9925,28.4157024793,24.0484126984,35.134351145,19.6625954198,20.6015267176,24.4404580153,24.4824427481,25.2015267176,28.8251908397,18.0419847328,31.2740458015,21.7916030534,19.4930769231,23.8458015267,29.0476923077,25.0333333333,20.8519379845,,20.6265678443,23.1540590112,28.0666893939,32.5434760087,16.2675675676,24.6633587786,24.4614503817,35.8788461538
07-23,32.9515625,28.346969697,32.825,23.8724489796,23.5010204082,22.7591836735,23.0393939394,25.656,22.8564356436,30.9514851485,21.9425742574,35.9230769231,27.4742857143,32.899047619,26.8104761905,29.3401869159,21.7703703704,23.5100917431,16.3261261261,23.5725663717,23.5657894737,29.4338983051,25.6372881356,22.8703389831,28.1166666667,28.426446281,24.1388888889,35.1358778626,19.7496183206,20.613740458,24.4480916031,24.5335877863,25.2541984733,28.9015267176,18.1374045802,31.3,21.8541984733,19.6366412214,23.8679389313,29.0492307692,25.04296875,20.9612403101,,20.6484904432,23.17788188,28.2778787879,32.6725,16.3261261261,24.727480916,24.4908396947,35.9230769231
07-24,33.1892307692,28.5590909091,32.9119047619,23.8908163265,23.5040816327,23.0663265306,23.1474747475,25.784,22.996039604,31.2287128713,21.9930693069,35.9432692308,27.4771428571,32.9895238095,26.9771428571,29.4046728972,21.7851851852,23.5302752294,16.4135135135,23.617699115,23.7280701754,29.5355932203,25.6822033898,22.9711864407,28.2125,28.4289256198,24.1944444444,35.1404580153,19.8534351145,20.6328244275,24.4679389313,24.5503816794,25.2847328244,28.9770992366,18.1938931298,31.3358778626,22.020610687,19.8442748092,23.9534351145,29.0638461538,25.0472868217,20.9875968992,,20.6683016747,23.254456813,28.3639979339,32.754302072,16.4135135135,24.7893129771,24.5091603053,35.9432692308
07-25,33.2907692308,28.6257575758,33.0714285714,23.9326530612,23.5132653061,23.2418367347,23.3454545455,25.918,23.2455445545,31.3277227723,22.0376237624,35.9490384615,27.4838095238,33.0161904762,27.1657142857,29.4869158879,21.7916666667,23.5458715596,16.4891891892,23.6690265487,23.7807017544,29.7330508475,25.7822033898,23.0508474576,28.2725,28.4561983471,24.2198412698,35.1435114504,20.0816793893,20.713740458,24.5625954198,24.5870229008,25.2969465649,29.1083969466,18.2351145038,31.4083969466,22.1526717557,19.9572519084,24.141221374,29.0984615385,24.9828125,21.0108527132,,20.7434516835,23.3957977737,28.401088843,32.8554111232,16.4891891892,24.8717557252,24.5748091603,35.9490384615
07-26,33.4876923077,28.6803030303,33.155952381,23.9897959184,23.5387755102,23.3734693878,23.3797979798,26.059,23.3544554455,31.404950495,22.0524752475,35.9538461538,27.499047619,33.0428571429,27.4361904762,29.5327102804,21.8083333333,23.5926605505,16.6882882883,23.7477876106,23.8315789474,29.9220338983,25.8610169492,23.2169491525,28.3491666667,28.5157024793,24.2547619048,35.2351145038,20.1007633588,20.7755725191,24.6053435115,24.6038167939,25.3190839695,29.3618320611,18.2648854962,31.5122137405,22.358778626,20.079389313,24.2053435115,29.1261538462,25.0421875,21.0147286822,,20.7994881354,23.4274912389,28.4657417355,32.8897928026,16.6882882883,24.9541984733,24.6045801527,35.9538461538
07-27,33.6230769231,28.7636363636,33.219047619,24.1683673469,23.606122449,23.4785714286,23.3868686869,26.096,23.3722772277,31.504950495,22.0613861386,35.9663461538,27.5047619048,33.0895238095,27.5771428571,29.6439252336,21.8333333333,23.7064220183,16.7711711712,23.810619469,23.9543859649,29.9584745763,25.9059322034,23.3966101695,28.4633333333,28.6809917355,24.3126984127,35.4381679389,20.127480916,20.7977099237,24.658778626,24.6122137405,25.3320610687,29.4641221374,18.2778625954,31.6427480916,22.4564885496,20.1730769231,24.2908396947,29.1661538462,25.12890625,21.0186046512,,20.8197993964,23.5168367347,28.6156942149,32.9448462377,16.7711711712,25.0183206107,24.6354961832,35.9663461538
07-28,33.7553846154,28.8287878788,33.2476190476,24.3469387755,23.7071428571,23.6204081633,23.3929292929,26.108,23.3851485149,31.5138613861,22.0801980198,35.9692307692,27.5323809524,33.1876190476,27.7104761905,29.7439252336,21.8574074074,23.7559633028,16.8171171171,23.9017699115,24.0228070175,29.9889830508,25.9245762712,23.6305084746,28.5341666667,28.7355371901,24.3952380952,35.5122137405,20.2816793893,20.958778626,24.7351145038,24.6190839695,25.3358778626,29.5305343511,18.3328244275,31.7320610687,22.5458015267,20.2446153846,24.3595419847,29.1923076923,25.2015625,21.0201550388,,20.9649162672,23.6534987893,28.6751260331,33.0420632497,16.8171171171,25.0832061069,24.6770992366,35.9692307692
07-29,33.8846153846,29.0090909091,33.2535714286,24.4775510204,23.8,23.8234693878,23.4050505051,26.123,23.3910891089,31.5277227723,22.0930693069,35.9759615385,27.6457142857,33.4685714286,27.939047619,29.838317757,21.8685185185,23.7752293578,16.8306306306,24.0097345133,24.0543859649,30.0127118644,25.9559322034,23.713559322,28.6166666667,28.7785123967,24.576984127,35.5381679389,20.3633587786,21.2633587786,24.9824427481,24.6251908397,25.3404580153,29.6664122137,18.3954198473,31.7580152672,22.620610687,20.41,24.5923664122,29.2046153846,25.2125,21.023255814,,21.0472661104,23.7826605505,28.7299586777,33.1040158124,16.8306306306,25.1503816794,24.8038167939,35.9759615385
07-30,34.0830769231,29.1439393939,33.2761904762,24.6469387755,23.8642857143,23.9806122449,23.4242424242,26.164,23.4059405941,31.5534653465,22.1178217822,35.9769230769,27.82,33.5676190476,28.0647619048,30.0018691589,21.8777777778,23.7853211009,16.8630630631,24.0699115044,24.0640350877,30.0466101695,26.0228813559,23.7601694915,28.6466666667,28.852892562,24.7706349206,35.5549618321,20.4419847328,21.4442748092,25.2847328244,24.6312977099,25.3511450382,29.7854961832,18.406870229,31.7816793893,22.6755725191,20.6376923077,24.7625954198,29.23,25.21484375,21.0457364341,,21.0855902716,23.8090104849,28.7910247934,33.1267393675,16.8630630631,25.2320610687,24.9927393353,35.9769230769
07-31,34.28,29.246969697,33.2833333333,24.8112244898,23.9806122449,24.0204081633,23.4383838384,26.189,23.4099009901,31.5693069307,22.1841584158,35.9855769231,27.8571428571,33.820952381,28.1657142857,30.2579439252,21.8824074074,23.8330275229,16.8684684685,24.1115044248,24.0833333333,30.106779661,26.1296610169,23.806779661,28.6591666667,28.920661157,24.9214285714,35.6419847328,20.5145038168,21.4885496183,25.5519083969,24.6442748092,25.3893129771,29.8641221374,18.4122137405,31.8099236641,22.6908396947,20.8916030534,24.9099236641,29.3253846154,25.292248062,21.0759689922,,21.1172270549,23.8773029395,28.8422128099,33.1359923664,16.8684684685,25.2885496183,25.1068383167,35.9855769231
08-01,34.4076923077,29.2727272727,33.2857142857,24.893877551,24.1408163265,24.1571428571,23.4565656566,26.235,23.4336633663,31.5732673267,22.2702970297,35.9894230769,27.8752380952,33.9228571429,28.3257142857,30.391588785,21.8907407407,23.9605504587,16.8837837838,24.185840708,24.100877193,30.1771186441,26.4288135593,23.8669491525,28.6633333333,28.9809917355,25.1119047619,35.7290076336,20.6198473282,21.5045801527,25.6541984733,24.6923664122,25.4832061069,29.8916030534,18.4175572519,31.934351145,22.6977099237,21.1114503817,25.0175572519,29.5646153846,25.2937984496,21.0846153846,,21.1507633588,24.002648479,28.8856942149,33.1505779716,16.8837837838,25.3717557252,25.2028516058,35.9894230769
08-02,34.5276923077,29.3272727273,33.2988095238,24.9581632653,24.2020408163,24.2571428571,23.5141414141,26.359,23.4396039604,31.5861386139,22.4217821782,35.9903846154,27.959047619,33.980952381,28.4,30.4878504673,21.9055555556,24.0770642202,16.8954954955,24.2318584071,24.1438596491,30.2872881356,26.5423728814,23.9279661017,28.6666666667,28.9975206612,25.419047619,35.841221374,20.7267175573,21.6305343511,25.7641221374,24.734351145,25.5198473282,29.9213740458,18.4549618321,32.0557251908,22.7038167939,21.3854961832,25.2473282443,29.8053846154,25.2953488372,21.1511627907,,21.41,24.0971028489,28.8982644628,33.1745010905,16.8954954955,25.4572519084,25.3571982281,35.9903846154
08-03,34.5676923077,29.3712121212,33.305952381,25.012244898,24.4030612245,24.2908163265,23.5494949495,26.556,23.4455445545,31.595049505,22.4643564356,35.9932692308,28.0028571429,34.0523809524,28.4285714286,30.5943925234,21.9407407407,24.1449541284,16.9486486486,24.3309734513,24.2078947368,30.3915254237,26.6042372881,24.1406779661,28.6775,29.0099173554,25.6317460317,35.965648855,20.7755725191,21.6893129771,25.8236641221,24.9213740458,25.5541984733,29.9641221374,18.5160305344,32.0938931298,22.7099236641,21.5847328244,25.334351145,30.0546153846,25.303875969,21.1682170543,,21.5951908397,24.163836311,28.9101921488,33.1847464558,16.9486486486,25.5488549618,25.4442748092,35.9932692308
08-04,34.6138461538,29.3924242424,33.3261904762,25.0795918367,24.4755102041,24.3040816327,23.5575757576,26.831,23.4831683168,31.6069306931,22.4811881188,36.0076923077,28.0504761905,34.1714285714,28.4771428571,30.6869158879,22.0027777778,24.3587155963,17.0153153153,24.4309734513,24.249122807,30.4822033898,26.686440678,24.2974576271,28.6958333333,29.0198347107,25.7650793651,36.0503816794,20.7854961832,21.7358778626,25.9114503817,25.1480916031,25.6366412214,30.0145038168,18.6221374046,32.1488549618,22.7190839695,21.7885496183,25.3664122137,30.1692307692,25.3224806202,21.1728682171,,21.7411450382,24.2994448288,28.9226342975,33.2084569248,17.0153153153,25.6244274809,25.5015267176,36.0503816794
08-05,34.6753846154,29.4015151515,33.3511904762,25.1153061224,24.493877551,24.3214285714,23.5727272727,26.932,23.5277227723,31.7287128713,22.4920792079,36.0317307692,28.0752380952,34.5923809524,28.5428571429,30.8158878505,22.0768518519,24.4247706422,17.072972973,24.4477876106,24.2850877193,30.6703389831,26.8110169492,24.3737288136,28.7266666667,29.0247933884,26.0452380952,36.1038167939,20.7969465649,21.7839694656,26.1618320611,25.1809160305,25.8312977099,30.1076335878,18.6694656489,32.2763358779,22.7320610687,21.820610687,25.3992366412,30.2138461538,25.423255814,21.1751937984,,21.7876335878,24.3371186441,28.9353553719,33.2437050164,17.072972973,25.7374045802,25.6272767619,36.1038167939
08-06,34.8276923077,29.4121212121,33.4226190476,25.143877551,24.606122449,24.3285714286,23.5949494949,26.978,23.6128712871,31.8,22.5425742574,36.0384615385,28.1066666667,34.820952381,28.5619047619,30.9943925234,22.1037037037,24.4834862385,17.1594594595,24.4743362832,24.3289473684,30.7483050847,26.9,24.6152542373,28.8833333333,29.0661157025,26.1865079365,36.1251908397,20.8480916031,21.8595419847,26.3335877863,25.193129771,26.1732824427,30.2022900763,18.706870229,32.3381679389,22.7358778626,21.8572519084,25.5320610687,30.2461538462,25.5658914729,21.1751937984,,21.857480916,24.3725640429,29.0112809917,33.3141739368,17.1594594595,25.8648854962,25.8695869578,36.1251908397
08-07,34.8969230769,29.4318181818,33.4785714286,25.3826530612,24.7908163265,24.3418367347,23.6070707071,27.127,23.7841584158,31.8297029703,22.5524752475,36.0480769231,28.1142857143,35.0076190476,28.579047619,31.0897196262,22.1138888889,24.5926605505,17.2459459459,24.4840707965,24.3789473684,30.8347457627,27.0118644068,24.7516949153,29.0383333333,29.179338843,26.2579365079,36.1282442748,20.958778626,21.9526717557,26.379389313,25.2,26.286259542,30.2885496183,18.7167938931,32.3786259542,22.7419847328,21.8801526718,25.6389312977,30.2930769231,25.6534883721,21.1813953488,,21.8874045802,24.4104843968,29.1370371901,33.3685768811,17.2459459459,25.9458015267,25.95571244,36.1282442748
08-08,34.9307692308,29.4348484848,33.5202380952,25.5775510204,24.8316326531,24.3510204082,23.6131313131,27.161,23.8881188119,31.9287128713,22.5574257426,36.0615384615,28.1295238095,35.0733333333,28.5961904762,31.1420560748,22.125,24.7064220183,17.3063063063,24.5601769912,24.4070175439,30.8847457627,27.1033898305,24.8728813559,29.31,29.194214876,26.3658730159,36.1297709924,20.979389313,22.0763358779,26.4419847328,25.3854961832,26.4053435115,30.479389313,18.7213740458,32.4702290076,22.7458015267,21.893129771,25.6832061069,30.3146153846,25.7263565891,21.1860465116,,21.9114503817,24.452965378,29.2752644628,33.4152371865,17.3063063063,26.0358778626,26.0461148025,36.1297709924
08-09,34.9630769231,29.4575757576,33.5571428571,25.6010204082,24.8418367347,24.3612244898,23.6292929293,27.184,23.9237623762,32.1425742574,22.701980198,36.0721153846,28.1514285714,35.1180952381,28.6457142857,31.1943925234,22.137962963,24.8724770642,17.3351351351,24.596460177,24.4157894737,30.9644067797,27.1313559322,24.8915254237,29.4766666667,29.2033057851,26.3992063492,36.1358778626,20.9908396947,22.1908396947,26.4809160305,25.4305343511,26.458778626,30.6801526718,18.7251908397,32.5488549618,22.7480916031,21.9,25.6969465649,30.3607692308,25.7550387597,21.1937984496,,21.9237962963,24.4699906847,29.3812947658,33.4563140676,17.3351351351,26.093129771,26.0771225544,36.1358778626
