date,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
12-03,0.975,2.925,0.8625,0.75,1.35,2.325,1.025,1.45,3.6375,0.0375,2.3375,2,2,0.375,3.05,1.8,0.95,1.25,6.08,1.09,0.71,2.03,0.8384615385,0.6857142857,3.0357142857,1.7,0.9928571429,1.9428571429,0.4571428571,1.7214285714,1.1571428571,0.0357142857,1.7928571429,4.7714285714,0.5,0.0285714286,2.3857142857,0.8428571429,1.05,1.4642857143,0.4407142857,0.8975,1.9771428571,3.0385714286,0.0285714286,1.2357142857,1.25,6.08,
12-04,0.975,2.95,0.825,0.75,1.3375,2.3375,1.0375,1.45,3.6875,0.0375,2.3375,2,2,0.5,3.05,1.9625,0.9375,1.2375,6.08,1.09,0.71,2.1,0.8307692308,0.6785714286,3.0071428571,1.7142857143,0.9785714286,2.5285714286,0.4571428571,1.7071428571,1.15,0.0428571429,1.7928571429,4.7785714286,0.5,0.0285714286,2.4142857143,0.8285714286,1.0357142857,1.4928571429,0.4914285714,0.8734615385,2,3.0157142857,0.0285714286,1.2357142857,1.2375,6.08,
12-05,0.975,3,0.8125,0.75,1.3375,2.3375,1.125,1.45,3.675,0.0375,2.3375,2,2.1625,0.5,3.05,2.125,0.9375,1.2375,6.09,1.09,0.72,2.15,0.8307692308,0.6785714286,2.9928571429,1.8571428571,0.9714285714,2.5428571429,0.4642857143,1.7071428571,1.1071428571,0.0428571429,1.8357142857,5.2,0.5,0.0285714286,2.3928571429,0.8142857143,1,1.4928571429,0.4928571429,0.8734615385,2.14,3.01,0.0285714286,1.2642857143,1.2375,6.09,
12-06,1.3125,2.95,0.8375,0.75,1.325,2.3375,1.225,1.4625,3.7125,0.0375,2.3625,2.0375,2.2,0.5125,3.05,2.15,0.9375,1.2375,6.15,1.09,0.72,2.07,0.8307692308,0.6857142857,3.0857142857,1.9285714286,0.9642857143,2.5428571429,0.4642857143,1.7071428571,1.1071428571,0.0428571429,1.9357142857,5.4642857143,0.5,0.0285714286,2.4428571429,0.8142857143,1,1.4857142857,0.4928571429,0.8775,2.118,3.0571428571,0.0285714286,1.2857142857,1.3125,6.15,
12-07,1.4875,3.05,0.8375,0.7875,1.325,2.3375,1.25,1.4625,3.7375,0.0375,2.5125,2.1625,2.325,0.55,3.05,2.15,0.9375,1.25,6.16,1.1,0.7,2.18,0.8307692308,0.7071428571,3.4142857143,1.95,0.9785714286,2.5428571429,0.45,1.7071428571,1.0928571429,0.0428571429,2.1714285714,5.4571428571,0.4928571429,0.0571428571,2.5428571429,0.8071428571,1,1.4857142857,0.4842857143,0.8775,2.1765714286,3.1228571429,0.0375,1.3071428571,1.325,6.16,
12-08,1.5375,3.2375,0.925,0.7875,1.2875,2.35,1.4625,1.4625,4.0375,0.125,2.575,2.4875,2.3625,0.6,3.05,2.15,0.9375,1.65,6.54,1.1,0.69,3.44,0.8846153846,2.1785714286,3.4071428571,1.9428571429,0.9857142857,3.0642857143,0.45,1.7,1.0928571429,0.05,2.1857142857,5.4714285714,0.4928571429,0.0714285714,2.7857142857,0.8,1,1.4714285714,0.4842857143,0.9567857143,2.3575,3.4137142857,0.05,1.5285714286,1.5375,6.54,
12-09,1.575,3.25,0.925,0.7875,1.3,2.35,1.5125,1.4625,4.0625,0.125,2.6,2.95,2.4,0.6375,3.0875,2.15,0.9375,1.8625,6.63,1.14,0.69,3.75,0.9923076923,2.2357142857,3.4071428571,1.95,0.9857142857,3.0642857143,0.45,1.6785714286,1.1642857143,0.05,2.1642857143,5.6428571429,0.4928571429,0.1214285714,2.7857142857,0.7928571429,0.9857142857,1.45,0.4842857143,0.9857142857,2.38,3.4757142857,0.05,1.5357142857,1.575,6.63,
12-10,1.575,3.275,0.9375,0.7875,1.3,2.35,1.525,1.4625,4.0375,0.125,3.05,3.1625,2.3875,0.675,3.1,2.15,0.95,1.8625,6.64,1.15,0.72,3.76,1,2.25,3.4071428571,1.95,0.9857142857,3.0642857143,0.45,1.6571428571,1.1357142857,0.0428571429,2.1714285714,5.5928571429,0.4928571429,1.05,2.7857142857,0.7928571429,0.9785714286,1.4357142857,0.6385714286,0.9914285714,2.3725,3.4777142857,0.0428571429,1.5428571429,1.575,6.64,
12-11,1.575,3.2875,0.9375,0.7875,1.3,2.35,1.5375,1.475,4.0625,0.125,3.8875,3.2375,2.4,0.775,3.1,2.2625,0.95,1.8625,6.63,1.15,1.5,3.76,1,2.25,3.4,1.9428571429,0.9928571429,3.0857142857,0.4571428571,1.6428571429,1.1285714286,0.0357142857,2.1714285714,5.5928571429,0.4928571429,1.1357142857,2.7857142857,0.8071428571,0.9642857143,1.3928571429,0.7185714286,1.0514285714,2.38,3.7855,0.0357142857,1.55,1.575,6.63,
12-12,1.5625,3.3125,0.9375,0.825,1.3,2.3875,1.8875,1.8875,4.05,0.125,4,3.3125,2.3875,0.7875,3.125,2.3125,0.95,1.9,6.59,1.17,1.51,3.75,1,2.5,3.4,1.9357142857,0.9928571429,3.0928571429,0.5214285714,2.1214285714,1.1,0.0357142857,2.1714285714,5.5857142857,0.4928571429,1.1571428571,3.7214285714,0.8,0.9642857143,1.2928571429,0.7342857143,1.04,2.455,3.8,0.0357142857,1.6642857143,1.8875,6.59,
12-13,1.55,3.3875,0.9,0.8125,1.7875,2.3875,2.25,2.3,4.175,0.1875,4.0125,3.3125,2.375,0.8125,3.4125,2.3375,0.95,1.9125,6.59,1.16,1.55,3.74,0.9923076923,3.6142857143,3.3928571429,2.4714285714,1.0071428571,3.0928571429,1.2071428571,2.1285714286,1.0571428571,0.0357142857,2.1642857143,5.6,0.5857142857,1.1571428571,3.7928571429,0.8,0.9857142857,1.2428571429,0.81,1.0971428571,2.8442857143,3.8367857143,0.0357142857,1.8785714286,2.1285714286,6.59,
12-14,1.55,3.4625,0.9,0.8125,2.1125,2.4,2.3,2.3,4.525,0.5375,4.0375,3.325,2.3375,0.8125,3.425,2.4125,0.95,1.95,6.57,1.15,1.59,3.74,1.2307692308,4.8357142857,3.3714285714,2.55,1.4571428571,3.1642857143,1.5714285714,2.3785714286,1.0285714286,0.0357142857,2.1642857143,5.6,0.6357142857,1.15,3.8357142857,0.8,0.9857142857,1.2071428571,0.81,1.1823076923,2.9185714286,4.135,0.0357142857,2.0357142857,2.1642857143,6.57,
12-15,1.55,3.5125,0.8625,0.8,2.1125,2.4125,2.3125,2.3,4.525,0.575,4.075,3.3625,2.3375,0.8125,3.4375,2.7,0.95,2.3,6.54,1.14,1.56,3.75,1.2076923077,4.8357142857,3.3285714286,2.55,2.1285714286,3.1642857143,1.5857142857,2.8571428571,1.0214285714,0.0357142857,2.1642857143,5.5785714286,0.6642857143,2.7357142857,3.8571428571,0.8,0.9857142857,1.1714285714,0.8,1.3446153846,3.0414285714,4.165,0.0357142857,2.1357142857,2.3,6.54,
12-16,1.5625,3.5125,0.8625,0.8,2.175,2.4125,2.35,2.525,4.525,0.5625,4.075,3.3375,2.3375,0.825,3.45,2.7625,0.9625,2.3125,6.54,1.13,1.51,3.79,2.3307692308,4.8571428571,3.3285714286,2.55,2.5285714286,3.1642857143,1.5928571429,2.9214285714,1.3714285714,0.0357142857,2.1571428571,5.5714285714,0.6571428571,2.8714285714,3.8642857143,0.8,0.9928571429,1.1642857143,0.8,1.531,3.0671428571,4.165,0.0357142857,2.3428571429,2.35,6.54,
12-17,1.575,3.525,0.875,0.8,2.375,2.4125,2.375,2.575,4.525,0.6625,4,3.3375,2.3375,0.825,3.4625,2.8375,1.55,2.325,6.49,1.14,1.55,3.82,2.6,4.8571428571,3.3714285714,2.55,2.5571428571,3.1714285714,1.65,2.9285714286,2.3285714286,0.0357142857,2.1357142857,5.5285714286,0.6714285714,2.9,3.8714285714,0.8,0.9928571429,1.1285714286,0.8,1.605,3.0742857143,4.105,0.0357142857,2.4,2.4125,6.49,
12-18,1.575,3.8,0.9,0.8,2.4,2.4625,2.5625,2.6125,4.525,0.675,3.975,3.3375,2.3375,0.825,3.4625,2.8375,2.0625,2.325,6.49,1.14,2.05,3.83,3.4230769231,4.8571428571,3.6928571429,2.5642857143,2.6285714286,3.1714285714,1.8,2.9571428571,2.3428571429,0.0357142857,2.1642857143,5.5285714286,0.7785714286,2.9071428571,3.8714285714,0.8,0.9928571429,1.0714285714,0.8,2.055,3.2710714286,4.085,0.0357142857,2.6142857143,2.5625,6.49,
12-19,1.5875,3.8,1.2375,0.8,2.4125,2.625,2.8,2.625,4.5375,0.675,3.95,3.3375,2.3375,0.825,3.425,2.8375,2.15,2.3125,6.49,1.24,2.13,3.91,3.7615384615,4.8571428571,4.1285714286,2.6928571429,3.4857142857,3.1785714286,1.8071428571,2.9857142857,2.3142857143,0.0428571429,2.15,5.5,0.8071428571,2.9214285714,3.8714285714,0.7714285714,0.9571428571,1.0071428571,0.8057142857,2.138,3.39,4.2103571429,0.0428571429,2.7071428571,2.625,6.49,
12-20,1.7,3.875,1.5625,0.7875,3.4125,2.975,2.825,2.625,4.5375,0.7125,3.95,3.325,2.4375,0.825,3.425,2.8375,2.1875,2.275,6.47,1.24,2.28,4.01,3.7769230769,4.8571428571,5.6571428571,2.6928571429,3.4857142857,3.35,1.8071428571,2.9928571429,2.3571428571,0.0428571429,2.1357142857,5.5214285714,0.8,2.9285714286,3.8928571429,0.7857142857,0.9571428571,0.9928571429,0.7975,2.1564285714,3.42,4.6014285714,0.0428571429,2.8357142857,2.825,6.47,
12-21,1.775,3.875,1.7375,0.7625,3.575,3.0125,2.85,2.625,4.5375,0.7,3.95,3.325,2.9625,0.8375,3.4125,2.8375,2.4625,2.3375,6.48,1.19,2.31,4.47,3.8,4.8571428571,8.0071428571,2.6857142857,3.5642857143,3.3928571429,1.8428571429,3.0428571429,2.35,0.3214285714,2.1142857143,5.5214285714,0.8071428571,2.9285714286,3.9,0.7857142857,0.9571428571,0.9857142857,0.8028571429,2.1925714286,3.5035714286,4.6014285714,0.3214285714,2.9071428571,2.85,8.0071428571,
12-22,1.825,3.9125,2.425,0.7625,3.5875,3.0125,2.85,2.625,4.5625,0.7,3.9625,3.375,2.975,0.9,3.4125,2.8875,2.575,2.4375,6.48,1.19,2.31,4.48,3.8615384615,4.8642857143,9.9214285714,2.6857142857,3.5714285714,3.4428571429,1.8571428571,3.0928571429,2.4571428571,0.3785714286,2.0928571429,5.55,0.8,2.9285714286,3.9,0.7714285714,0.9571428571,0.9714285714,0.7942857143,2.356,3.52,4.6228571429,0.3785714286,2.9357142857,2.8875,9.9214285714,
12-23,1.8375,4.35,2.6875,0.75,3.6,3.0375,2.85,2.625,4.5625,0.7,5,3.3875,2.975,0.9,3.4125,2.9125,2.6125,2.4625,6.51,1.19,2.46,4.56,4.4769230769,5.3785714286,11.6,2.7357142857,3.5785714286,3.45,1.8,3.4642857143,3.0071428571,0.4571428571,2.0857142857,5.5785714286,0.7857142857,2.95,3.9142857143,0.9642857143,0.9571428571,0.95,0.8771428571,2.461,3.5328571429,5.0757142857,0.4571428571,3.0714285714,2.95,11.6,
12-24,1.85,4.65,2.8,0.75,3.6125,3.025,2.85,2.7375,4.6875,0.7,5.1125,3.4125,2.975,0.9,3.4125,2.9625,2.625,2.4625,6.53,1.18,2.49,4.6,4.4461538462,5.3285714286,11.6571428571,2.7571428571,3.6071428571,3.45,1.7428571429,3.5214285714,3.2214285714,0.4714285714,2.0714285714,6.0285714286,0.7642857143,4.4,3.9357142857,0.9714285714,0.9571428571,0.95,0.8728571429,2.4735,3.6103571429,5.1557142857,0.4714285714,3.0857142857,2.975,11.6571428571,
12-25,1.8625,4.6625,3.2875,0.7375,3.65,3.025,2.8625,2.7625,5.4,0.7125,5.175,3.5,2.9875,0.9125,3.475,2.9625,2.625,2.4625,6.54,1.17,2.5,4.63,4.7538461538,5.3142857143,11.7071428571,2.7571428571,3.9428571429,3.4285714286,1.7285714286,3.6642857143,5.2071428571,0.4642857143,2.0714285714,6.6357142857,0.7642857143,5.2785714286,3.9428571429,0.9714285714,1.1357142857,1.2642857143,0.8828571429,2.4775,3.9428571429,5.3314285714,0.4642857143,3.2285714286,3.025,11.7071428571,
12-26,1.8625,4.675,3.7625,0.7375,3.6625,2.9125,2.8625,2.775,5.7,0.7125,5.2125,3.5375,3,0.9125,3.475,2.975,2.6375,4.2125,6.54,1.17,2.52,4.63,6.9153846154,5.3,11.7571428571,2.7571428571,3.9785714286,3.4285714286,2.0642857143,4.0071428571,5.2642857143,0.4071428571,2.5285714286,6.8714285714,0.7642857143,5.4142857143,3.9642857143,0.9714285714,1.2214285714,1.3071428571,0.8828571429,2.5721428571,4.1303571429,5.868,0.4071428571,3.4071428571,3.4285714286,11.7571428571,
12-27,1.8625,4.7,3.825,0.7375,3.675,2.85,2.875,2.7875,5.7125,0.7375,5.225,3.5625,3,0.9375,3.475,3.075,2.6625,4.825,6.53,1.37,2.56,4.66,6.9461538462,5.3,12.0571428571,2.7571428571,4.1785714286,3.4214285714,2.0928571429,3.9357142857,5.2642857143,0.3714285714,2.5714285714,7.0857142857,0.7642857143,6.0142857143,3.9642857143,1,1.2357142857,1.5571428571,0.9028571429,2.6078571429,4.4674285714,6.1174285714,0.3714285714,3.4142857143,3.4214285714,12.0571428571,
12-28,1.8875,4.7,3.9125,0.7375,3.675,2.85,3.3875,2.8125,5.7125,0.75,5.5125,3.5875,3,0.9375,3.475,3.075,2.6875,4.8625,6.63,1.41,3.08,4.69,6.9769230769,5.3,12.0928571429,2.7357142857,4.2428571429,3.4142857143,2.0928571429,3.95,5.3428571429,0.3571428571,2.7285714286,7.1571428571,0.7714285714,6.3642857143,4.2142857143,0.9928571429,1.2285714286,1.7571428571,0.9042857143,2.7314285714,4.5111428571,6.4174285714,0.3571428571,3.4785714286,3.4142857143,12.0928571429,
12-29,1.875,4.8125,3.9875,0.7375,3.675,3,4.275,2.825,5.75,0.8,5.6125,3.625,3,0.9375,3.4625,3.1125,2.7625,4.8625,7.49,1.4,3.2,4.76,7.0230769231,5.3714285714,12.1714285714,2.7357142857,4.2428571429,3.4071428571,2.1,3.9571428571,5.3428571429,0.3285714286,2.7357142857,7.1714285714,1.3428571429,6.6357142857,4.5357142857,0.9571428571,1.2071428571,1.7571428571,0.9532142857,2.7464285714,4.6702857143,6.7131868132,0.3285714286,3.5571428571,3.4625,12.1714285714,
12-30,1.8625,5.075,4.0125,0.7875,3.7375,3.25,5.8875,2.8125,5.775,0.8625,5.6625,3.65,3.0125,0.925,3.4625,3.3625,3.0125,5.0375,9.69,1.4,3.24,4.83,7.0230769231,5.4285714286,13.6928571429,2.7357142857,4.25,3.4,2.1214285714,3.9571428571,5.3428571429,0.3142857143,2.7357142857,7.2,1.3928571429,6.9214285714,4.6214285714,0.9428571429,1.2071428571,1.7714285714,0.9392857143,2.7664285714,4.9545,6.9417582418,0.3142857143,3.6642857143,3.4625,13.6928571429,
12-31,1.85,5.175,4.05,0.7875,3.775,3.5375,6.3,2.8125,5.7875,0.9375,5.7125,3.6625,3.0125,0.925,3.45,3.375,3.025,5.175,9.87,1.43,3.24,4.83,7.0230769231,5.6928571429,13.9142857143,2.7285714286,4.3071428571,3.3928571429,2.1642857143,4.0285714286,5.3642857143,0.2857142857,2.7571428571,7.2071428571,1.4142857143,7.5,4.7214285714,0.9142857143,1.1857142857,1.7571428571,0.935,2.7792857143,5.037,7.0598901099,0.2857142857,3.7071428571,3.5375,13.9142857143,
01-01,1.8625,5.25,4.05,0.7875,3.875,3.5875,6.3375,2.8,5.7375,1.0875,5.725,3.6625,3.1375,0.9375,3.425,3.475,3.1125,5.175,10.64,1.98,3.24,4.83,7.0153846154,5.7142857143,13.9142857143,2.7142857143,4.3142857143,3.3785714286,2.3142857143,4.0285714286,5.3714285714,0.2642857143,2.9071428571,7.2142857143,1.4214285714,8.2642857143,5.0071428571,0.9142857143,1.1857142857,1.8,1.0575,2.8428571429,5.1078571429,7.0551648352,0.2642857143,3.7214285714,3.5875,13.9142857143,
01-02,1.8625,5.275,4.05,0.7875,3.8875,3.6125,6.425,2.8,5.675,1.0875,5.725,3.6375,3.2,1.05,3.425,3.525,3.1625,5.2875,10.77,2.12,3.25,4.86,7.0153846154,5.7214285714,13.95,2.7142857143,4.3142857143,3.3642857143,2.35,4.0357142857,5.4,0.2571428571,2.9142857143,7.3142857143,1.4214285714,8.2928571429,6.45,0.9142857143,1.1857142857,1.8714285714,1.08,2.8457142857,5.2825,7.0751648352,0.2571428571,3.7428571429,3.6125,13.95,
01-03,1.8625,5.3125,4.0875,0.7875,3.8875,3.65,7,2.8,5.675,1.1,5.65,3.6625,3.2375,1.275,3.4125,3.525,3.175,5.8375,10.91,2.83,3.3,4.84,7.0384615385,5.7214285714,14.0642857143,2.7142857143,4.3142857143,3.35,2.4,4.0714285714,5.4714285714,0.25,2.9142857143,7.3214285714,1.4214285714,8.2928571429,6.4928571429,0.9214285714,1.1857142857,1.9,1.1685714286,2.8637142857,5.4078571429,7.0950549451,0.25,3.8,3.65,14.0642857143,
01-04,1.875,5.4875,4.15,0.8125,4.15,3.9375,7.025,2.8,5.8,1.1,5.8125,3.8,3.25,1.3375,3.4125,3.55,3.1875,6.2,11.53,2.98,3.34,4.87,7.0461538462,5.7214285714,14.2071428571,2.7,4.3142857143,3.3428571429,2.4071428571,4.0857142857,5.5071428571,0.25,2.9142857143,7.3071428571,1.4285714286,8.2928571429,6.5714285714,1.4142857143,1.1857142857,1.8928571429,1.3071428571,2.9405714286,5.4992857143,7.0983516484,0.25,3.8642857143,3.8,14.2071428571,
01-05,2.2625,5.8125,4.775,0.825,4.6875,3.9875,7.0875,2.8,6.425,1.0875,5.875,4.675,3.225,1.3375,3.4125,3.5625,3.1875,6.2125,12.26,2.98,3.69,5.54,7.0461538462,5.7285714286,14.2071428571,2.7,4.3142857143,3.3357142857,2.4142857143,4.4928571429,5.6571428571,0.2428571429,2.9214285714,7.2928571429,1.4214285714,8.2928571429,6.7285714286,1.5285714286,1.1857142857,2.1357142857,1.3071428571,2.9448571429,5.7,7.1285714286,0.2428571429,4.0785714286,3.9875,14.2071428571,
01-06,2.9,6.525,5.6625,0.8375,4.7875,4.7375,7.1375,2.7625,7.175,1.0875,5.9375,4.85,3.2125,1.3375,3.4125,3.5625,3.275,6.2125,12.34,2.93,3.74,7.16,7.2769230769,5.7357142857,14.2071428571,2.7,4.3214285714,3.3285714286,2.4214285714,5.1571428571,5.9642857143,0.2428571429,3.45,7.2857142857,1.4071428571,8.3,7.7071428571,1.6,1.1857142857,2.4,1.3071428571,3.043,5.9535714286,7.37,0.2428571429,4.2428571429,4.3214285714,14.2071428571,
01-07,3.1875,6.65,5.8375,0.8375,4.8,5.6875,7.4625,2.7625,7.25,1.0875,5.9375,4.9,3.2,1.3375,3.4,3.575,3.2875,6.3,12.38,2.93,3.82,7.88,7.3076923077,5.7285714286,14.2142857143,2.6928571429,4.3142857143,3.3071428571,2.4214285714,5.8071428571,5.9571428571,0.3571428571,4.0285714286,7.25,1.4,8.3,7.8142857143,1.65,1.2142857143,2.3857142857,1.3128571429,3.1925,5.9492857143,7.8274285714,0.3571428571,4.4714285714,4.3142857143,14.2142857143,
01-08,3.45,6.7125,5.875,0.8375,4.825,5.7125,8.4125,2.7625,7.575,1.1,6.025,4.9,3.1625,1.3625,3.4,3.6,3.2875,6.375,12.83,2.93,3.88,7.88,7.3076923077,5.7285714286,14.2285714286,2.7357142857,4.3142857143,3.2928571429,2.4071428571,6.5071428571,6.0571428571,0.3642857143,4.0642857143,7.2428571429,1.5076923077,8.2857142857,7.85,1.95,1.2357142857,2.3785714286,1.3371428571,3.2125,6.2478571429,7.9611428571,0.3642857143,4.5357142857,4.3142857143,14.2285714286,
01-09,3.6,6.725,5.9,0.8375,4.8375,5.725,8.9625,2.7625,7.8875,1.1,6.0625,4.9125,3.15,1.3625,3.4375,3.575,3.2875,6.3875,15.22,2.91,3.89,7.95,7.3,5.7357142857,14.2357142857,2.7357142857,4.3142857143,3.2857142857,2.4071428571,6.5357142857,6.0642857143,0.5285714286,4.0642857143,7.2285714286,1.5076923077,8.2285714286,7.85,1.9714285714,1.2357142857,2.8142857143,1.3371428571,3.2042857143,6.2582142857,8.0057142857,0.5285714286,4.5428571429,4.3142857143,15.22,
01-10,3.6,6.775,5.9625,0.8375,4.85,5.75,9.5625,2.7625,7.9125,1.1125,6.0875,5.0125,3.15,1.4,3.7,3.525,3.3375,6.3875,16.33,2.91,3.89,7.99,7.3,5.7357142857,14.25,2.7428571429,4.3142857143,3.2785714286,2.3857142857,6.5214285714,6.7428571429,1.4357142857,4.0642857143,7.2285714286,1.5538461538,8.2142857143,8.6928571429,2.0071428571,1.2642857143,2.8214285714,1.4285714286,3.2014285714,6.4678571429,8.31,0.8375,4.5428571429,4.3142857143,16.33,
01-11,3.6375,6.8,6.075,0.8375,4.8875,5.75,11.325,2.775,8.5875,1.1,6.1125,5.1625,3.125,1.375,3.7375,3.5,3.45,6.3875,16.78,2.91,3.89,8,7.3,5.7285714286,14.2642857143,2.7285714286,4.45,3.2714285714,2.4357142857,6.5142857143,6.7714285714,1.5214285714,4.0571428571,7.2071428571,1.5615384615,8.2071428571,9.9571428571,2.05,1.2642857143,2.8357142857,1.4921428571,3.1835714286,6.4635714286,8.8614285714,0.8375,4.5642857143,4.45,16.78,
01-12,3.6375,6.9125,6.1125,0.85,4.9,5.875,11.425,2.7875,9.55,1.1,6.125,5.225,3.1,1.375,5.4375,3.5,3.4625,6.3875,17.96,2.92,3.92,8,7.3,5.7357142857,14.3,2.7214285714,4.45,3.2285714286,2.4928571429,6.5,6.9714285714,1.5,4.0571428571,7.2214285714,1.45,8.2071428571,10.0071428571,2.2214285714,1.2857142857,2.8357142857,1.435,3.1514285714,6.455,9.6414285714,0.85,4.7,4.9,17.96,
01-13,3.65,6.925,6.1875,0.8625,4.9125,5.9875,11.55,2.7875,9.65,1.075,7.325,5.3625,3.1,1.375,5.6875,3.475,3.4375,6.3875,18.1,2.91,4.22,8,7.2923076923,5.7357142857,14.3142857143,2.7214285714,4.45,3.2071428571,2.7428571429,6.5071428571,7.8714285714,1.4785714286,4.0642857143,7.2285714286,1.5615384615,8.2,10.0357142857,2.2571428571,1.2857142857,2.7785714286,1.4578571429,3.1428571429,6.7578571429,9.7271428571,0.8625,4.7642857143,4.9125,18.1,
01-14,3.6625,6.9625,6.2125,1.1875,4.925,6.025,12.1625,2.7875,9.675,1.05,8.375,5.6375,3.1,1.375,5.7125,3.4,3.425,6.375,18.12,2.91,4.23,7.98,7.2846153846,5.8857142857,14.3857142857,2.7214285714,4.45,3.1928571429,2.7428571429,6.5285714286,8.1857142857,1.4785714286,4.0857142857,7.2285714286,1.5538461538,8.1857142857,10.0357142857,2.4428571429,1.2857142857,2.7785714286,1.4578571429,3.1371428571,6.7889285714,9.7471428571,1.05,4.8285714286,4.925,18.12,
01-15,3.675,6.9875,6.2125,1.875,4.925,6.0375,13.1125,2.7875,9.7375,1.0375,8.5125,5.6625,3.1,1.3625,5.725,3.4,3.425,6.375,18.12,2.89,4.23,7.97,7.2692307692,5.9071428571,14.3857142857,2.7214285714,4.4857142857,3.1857142857,2.7285714286,6.5285714286,8.2285714286,1.4571428571,4.4357142857,7.2214285714,1.5461538462,8.1642857143,10.8071428571,2.4714285714,1.2857142857,2.7428571429,1.5283516484,3.1342857143,6.8039285714,9.9514285714,1.0375,4.8642857143,4.925,18.12,
01-16,3.6875,7.025,6.2125,1.8875,5.1625,6.0375,13.275,2.7875,10.3375,1,8.525,5.825,3.1125,1.3625,5.9375,3.3875,3.4125,6.375,18.13,3.12,4.23,7.94,7.2615384615,5.9071428571,14.3857142857,2.7142857143,4.6642857143,3.1714285714,2.7142857143,6.6571428571,8.2285714286,1.4285714286,5.3285714286,7.2214285714,1.5230769231,8.15,11.7714285714,2.4714285714,1.2857142857,2.7214285714,1.5041758242,3.1405714286,6.8778571429,10.6242857143,1,4.9857142857,5.3285714286,18.13,
01-17,3.775,7.0625,6.2375,2.35,5.2125,6.0375,13.6625,2.7875,10.5125,1.2625,8.525,5.85,3.1375,1.3875,6.0125,3.4,3.4125,6.375,18.14,3.12,4.23,7.92,7.2615384615,5.9071428571,14.3857142857,2.7142857143,4.6642857143,3.15,2.7142857143,6.6714285714,8.2214285714,1.4142857143,5.6142857143,7.2571428571,1.4923076923,8.15,12.9,2.4714285714,1.2857142857,2.6428571429,1.4767032967,3.1425,6.9060714286,10.99,1.2625,5.0214285714,5.6142857143,18.14,
01-18,3.8,8.4125,6.275,2.7,5.2375,6.0375,14.525,2.7875,10.525,1.45,8.5375,5.8375,3.15,1.475,6.0125,3.4,3.3875,6.375,18.11,3.23,4.23,7.93,7.2538461538,5.9357142857,14.3285714286,2.7285714286,4.6571428571,3.1071428571,2.7142857143,6.6714285714,8.2214285714,1.35,6.2857142857,7.3428571429,1.3857142857,8.1357142857,13.1071428571,2.4857142857,1.2857142857,2.5928571429,1.47,3.182,7.0208791209,11.0414285714,1.2857142857,5.05,5.8375,18.11,
01-19,3.8,8.65,6.275,2.7375,5.25,6.0375,15.2125,2.7875,10.5375,1.55,8.575,5.85,3.1375,1.4375,6.025,3.4125,3.3875,6.375,18.04,3.3,4.23,7.93,7.2461538462,7.0071428571,14.2714285714,2.7285714286,4.65,3.0785714286,2.7071428571,6.6785714286,8.3285714286,1.3071428571,6.3357142857,7.4071428571,1.3857142857,8.1428571429,13.1285714286,2.4642857143,1.2857142857,2.5785714286,1.5275,3.2025,7.1505494505,11.0557142857,1.2857142857,5.1357142857,5.85,18.04,
01-20,3.8125,8.6875,6.2875,2.7375,5.25,6.025,15.25,2.7375,10.5875,1.6625,8.6,6.4,3.1625,1.425,6.0375,3.4375,3.375,6.375,18.02,3.34,4.23,7.96,7.2461538462,7.75,14.25,2.7357142857,4.6571428571,3.0357142857,2.6857142857,6.8357142857,9.1,1.3,6.3285714286,7.4142857143,1.4071428571,8.15,13.3642857143,2.4571428571,1.2857142857,2.5357142857,1.615,3.2335,7.347032967,11.1428571429,1.2857142857,5.2642857143,6.025,18.02,
01-21,3.8375,8.7875,6.2875,2.7375,5.2625,6.025,15.2625,2.7375,10.6,1.7,8.7,6.3625,3.2625,1.425,6.05,3.4375,3.325,6.375,17.96,3.35,4.27,7.98,7.2461538462,8.5214285714,14.2357142857,2.7714285714,4.6571428571,2.9928571429,2.6714285714,6.8428571429,10.4142857143,1.95,6.35,7.4214285714,1.3928571429,8.1571428571,13.4857142857,2.5642857143,1.2857142857,2.5,1.9,3.2875,7.3513186813,11.1771428571,1.2857142857,5.2785714286,6.025,17.96,
01-22,3.875,8.825,6.2875,2.7125,5.2375,6.025,15.275,2.7375,10.65,1.85,8.75,6.3625,3.35,1.45,6.0875,3.4625,3.325,6.375,17.88,3.35,4.34,8.06,7.2461538462,10.65,14.2142857143,3.7571428571,4.6642857143,2.95,2.65,6.85,10.6857142857,1.95,6.8928571429,7.5428571429,1.3928571429,8.1714285714,13.5071428571,2.7857142857,1.2857142857,2.45,1.93,3.35,7.4241758242,11.25,1.2857142857,5.4142857143,6.025,17.88,
