date,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
03-15,7.6875,8.875,6.175,8.1375,8.0875,12.0625,26.2,8.025,18.7875,7.125,11.075,15.5125,5.5625,11.5625,12.5375,4.3625,5.5375,11.1875,23.69,6.85,4.46,14.72,13.6076923077,18.8571428571,17.5285714286,5.1357142857,6.2357142857,3.4571428571,4.8214285714,6.3214285714,12.7214285714,2.9571428571,18.2714285714,8.25,5.1142857143,8.6785714286,21.2857142857,9.1142857143,5.5714285714,2.9285714286,4.7491428571,6.27,12.3475,18.8014285714,2.9571428571,8.1,8.25,26.2,10.1428571429
03-16,8.5625,8.8875,6,8.225,8.65,11.825,26.0375,7.7875,18.6,7.0875,10.9,15.3875,5.6125,11.4625,12.425,4.3625,5.8375,11.075,23.7,6.87,4.25,14.61,13.3923076923,18.8142857143,17.1928571429,4.8071428571,5.8,3.45,4.5428571429,6.2642857143,12.1642857143,3.1642857143,18.2642857143,8.2071428571,5.3,8.35,22.0428571429,9.6428571429,5.5857142857,2.85,4.5067857143,6.1057142857,12.0285714286,18.6428571429,3.1642857143,7.9642857143,8.5625,26.0375,
03-17,8.7625,8.9625,5.8125,8.2,8.6625,11.6875,25.85,7.525,18.325,7.0125,10.7375,15.25,5.6625,11.3125,12.4125,4.525,6.5375,10.85,23.66,6.92,4.06,15.06,13.1,18.7357142857,16.7928571429,4.5071428571,5.4642857143,3.4142857143,4.25,6.1857142857,11.6428571429,3.1428571429,18.2357142857,8.1,5.4928571429,8.2142857143,22.0357142857,9.7785714286,5.5285714286,2.6857142857,4.4557142857,6.3264285714,11.6696428571,18.4071428571,3.1428571429,7.8214285714,8.6625,25.85,
03-18,8.7875,8.975,5.625,8.1125,8.6,11.6875,25.7125,7.3875,18.1,6.85,10.525,15.325,5.525,11.175,12.3625,4.575,6.725,10.5625,23.65,6.91,3.88,15.19,12.7769230769,18.5357142857,16.7214285714,5.5428571429,5.25,3.3785714286,4.0285714286,6.0642857143,11.0571428571,3.3071428571,18.1928571429,8.1928571429,5.4571428571,8.0714285714,22.0071428571,9.7714285714,5.65,2.6071428571,4.4657142857,6.3285714286,11.4825,18.2614285714,3.3071428571,7.8928571429,8.6,25.7125,
03-19,8.825,8.925,5.6,8.1,8.625,11.6,25.3625,7.25,17.825,6.7625,10.3375,15.2875,5.3375,11,12.225,4.6,6.9625,10.225,23.49,7.26,3.71,15.26,12.3461538462,18.5285714286,16.6785714286,6.2428571429,5.05,3.35,3.9214285714,5.9285714286,10.4,3.3857142857,18.1142857143,8.65,5.3142857143,7.8357142857,21.9714285714,9.7214285714,5.9142857143,2.45,4.4642857143,6.4507142857,11.36,18.1971428571,3.35,7.8428571429,8.65,25.3625,
03-20,9.4,8.925,5.675,7.775,9.475,11.575,25.0125,7.475,17.6,6.6125,10,15.25,5.1375,10.8375,12,4.6375,6.9875,9.8,23.75,7.55,3.52,15.15,11.9923076923,18.4357142857,16.7642857143,6.4428571429,4.9285714286,3.3285714286,3.7928571429,5.7285714286,9.7928571429,3.3714285714,18.0571428571,8.9857142857,5.1142857143,7.7071428571,22.4,9.5928571429,5.9214285714,2.2785714286,4.4685714286,6.5107142857,11.28,18.1328571429,3.3285714286,7.8,8.9857142857,25.0125,
03-21,9.475,8.9,5.7125,7.4375,9.9375,11.35,24.725,7.7,17.4,6.475,9.4625,15.0875,5.025,11.1375,11.7125,4.525,7.025,9.35,24.64,7.88,3.47,14.91,11.5461538462,18.3642857143,17.0642857143,6.4285714286,4.8071428571,3.2357142857,3.6214285714,5.5428571429,9.2071428571,3.3285714286,18.2857142857,9.2214285714,5.0642857143,7.7928571429,22.9642857143,9.3785714286,5.8642857143,2.1071428571,4.3442857143,6.4471428571,11.265,18.3014285714,3.2357142857,7.7214285714,9.2071428571,24.725,
03-22,9.875,8.8,5.7125,7.1,10.075,11.45,24.4,7.5875,17.6375,6.3375,9.1625,14.7375,4.9875,11.125,11.3875,4.4125,7.0125,8.85,24.7,8.98,3.4,14.55,11.2923076923,18.1714285714,18.0428571429,6.2928571429,4.6428571429,3.2,3.4428571429,5.4214285714,8.6285714286,3.2285714286,18.8357142857,9.2571428571,4.9571428571,7.5857142857,24.1071428571,9.2,5.7571428571,1.9857142857,4.2185714286,6.3107142857,11.2253846154,18.3042857143,3.2,7.6785714286,8.85,24.7,
03-23,10.1,8.625,5.6,6.7875,10.0875,11.775,24.0875,7.5875,17.8375,6.275,8.95,14.325,4.9,11.0375,11.05,4.275,6.85,8.375,25.21,8.99,3.36,14.31,11.4153846154,17.8642857143,18.1,6.0642857143,4.5214285714,3.1571428571,3.3142857143,5.5428571429,8.6142857143,3.6714285714,18.8,9.2428571429,4.9214285714,7.3857142857,24.7571428571,8.9642857143,5.5,1.8571428571,4.1542857143,6.1485714286,11.045,18.24,3.1571428571,7.6071428571,8.625,25.21,
03-24,10.1,8.3875,5.5,6.5125,10.025,12.3875,23.5125,7.475,18.5125,6.3,8.7,13.75,4.8625,10.9375,10.8625,4.3375,6.6125,7.9625,26.46,8.91,3.29,14.01,11.4692307692,17.8,18.4714285714,5.6928571429,4.4785714286,3.0571428571,3.1928571429,5.5,8.6785714286,3.6928571429,18.7357142857,9.7571428571,5.0142857143,7.1285714286,24.9357142857,9.0142857143,5.1071428571,1.7071428571,4.2085714286,5.9357142857,10.9075,18.5571428571,3.0571428571,7.5285714286,8.6785714286,26.46,
03-25,10.075,8.2875,5.4125,6.2875,10,12.375,23.325,7.5125,18.675,6.4125,8.5,13.075,4.675,10.7,10.525,4.375,6.575,7.6125,26.73,8.79,3.22,13.61,11.4076923077,17.6928571429,18.9428571429,5.4,4.4,2.9785714286,3.0714285714,5.4714285714,8.5642857143,3.6428571429,18.6071428571,9.8142857143,4.9928571429,6.6428571429,25.0142857143,9.1071428571,4.7,1.5642857143,4.2285714286,5.7978571429,10.63,18.7285714286,2.9785714286,7.3714285714,8.5,26.73,
03-26,10.1125,8.0625,5.725,6.0375,10.5625,12.1375,23.025,7.825,18.7875,6.4625,8.25,12.675,4.4625,10.3625,10.275,4.4125,6.525,7.175,27.16,8.63,3.14,13.21,11.3384615385,17.5071428571,19.2,5.2571428571,4.3,2.7785714286,3.0285714286,5.4214285714,8.6857142857,3.6928571429,18.3714285714,9.8714285714,5.1,6.0928571429,25.0214285714,9.0785714286,4.2928571429,1.4285714286,4.1728571429,5.85,10.4825,18.87,2.7785714286,7.3214285714,8.25,27.16,
03-27,10.125,7.7875,5.9625,5.8625,11.0875,12,23.1625,8,18.7875,6.6,7.9875,12.675,4.2875,10.15,10.05,4.375,6.3875,7.325,27.13,8.48,2.99,12.7,11.4,17.6142857143,19.7,5.3142857143,4.2642857143,2.9714285714,2.9214285714,5.3928571429,8.5285714286,3.6785714286,18.2357142857,9.9357142857,5.1642857143,5.5714285714,25.1071428571,9.0785714286,3.9142857143,1.3357142857,3.8671428571,5.6878571429,10.7125,18.97,2.9214285714,7.3785714286,8,27.13,
03-28,10.15,7.7125,5.9125,5.675,11.4625,12.425,23.7625,7.9875,18.8375,6.6,7.7125,13.4875,4.1875,10.0125,9.8875,4.15,6.4875,7.225,27.18,8.42,3.11,12.45,11.3384615385,17.5714285714,19.6214285714,5.1642857143,4.1214285714,2.9357142857,2.7071428571,5.3285714286,8.7571428571,3.6714285714,17.9214285714,10.1,5.1071428571,5.0642857143,25.1642857143,8.9785714286,3.5571428571,1.2428571429,3.6485714286,5.4671428571,10.8630769231,18.9942857143,2.7071428571,7.2785714286,7.9875,27.18,
03-29,10.15,7.7,5.825,5.7875,11.4625,12.3125,24.0375,7.7625,18.875,6.6,7.4875,15.025,4.0625,10,9.75,3.95,6.475,7.0625,27.26,9.47,3.6,12.2,11.1153846154,17.4071428571,19.4,4.95,3.9928571429,2.9,2.55,5.7214285714,8.6071428571,3.6357142857,17.6642857143,10.1,4.9357142857,5.0785714286,25.1642857143,8.8357142857,3.4285714286,1.1642857143,3.6285714286,5.7478571429,10.7292307692,18.98,2.55,7.2214285714,7.7625,27.26,
03-30,10.1625,7.725,5.8125,5.8375,11.4,12.3,24.025,7.3625,18.9375,6.8,7.3625,15.475,3.9,9.925,9.6375,3.7625,6.3875,6.825,27.54,10.26,3.62,11.68,10.9,17.0857142857,19.2285714286,4.6857142857,3.8785714286,2.8285714286,2.45,6.2071428571,8.3714285714,3.5928571429,17.5285714286,10.1428571429,4.7,5.1785714286,25.95,8.7857142857,3.3285714286,1.1,3.6145714286,5.8225,10.644,18.9957142857,2.45,7.0785714286,7.725,27.54,
03-31,10.125,7.7375,5.7375,5.7875,11.3375,12.5625,23.725,7.1625,18.9875,6.85,7.05,15.5625,3.8,9.9125,9.4,3.5875,6.275,6.5875,27.59,10.29,3.63,11.83,10.8153846154,16.6428571429,18.8285714286,4.3142857143,3.7785714286,2.9857142857,2.3214285714,6.1785714286,8.7142857143,3.4785714286,17.3642857143,10.0285714286,4.5357142857,4.8285714286,26.2142857143,9.5785714286,3.1928571429,1.0285714286,3.5657142857,5.7575,10.6052307692,18.8603571429,2.3214285714,6.95,7.7375,27.59,
04-01,9.825,7.7125,5.55,5.7,11.2125,12.75,23.45,6.9375,18.9,6.75,7.05,15.5875,3.9875,9.85,9.05,3.3375,6,6.35,27.58,10.43,3.47,11.83,10.6538461538,16.8428571429,18.1857142857,4.0285714286,3.6642857143,2.9142857143,2.1857142857,6.1571428571,9.0714285714,3.3857142857,17.2785714286,9.7857142857,4.3714285714,4.6785714286,26.2571428571,9.9142857143,3.1571428571,1.1785714286,3.3760714286,5.61,10.5643076923,18.3285714286,2.1857142857,6.8428571429,7.7125,27.58,
04-02,9.525,7.6625,5.225,5.5625,11.2875,12.625,22.975,6.7375,18.75,6.475,7.0125,16.05,4.125,9.7125,8.5875,3.1125,5.8125,6.35,27.46,10.36,3.31,11.73,10.4692307692,16.9285714286,17.3571428571,4.25,3.7071428571,2.9857142857,2.1071428571,6.1,8.9142857143,3.3142857143,16.9571428571,9.4785714286,4.0785714286,4.3,26.1428571429,9.8428571429,3.2428571429,1.45,3.2965714286,5.36,10.4255384615,17.6357142857,2.1071428571,6.7142857143,7.6625,27.46,
04-03,9.1625,7.475,5.1375,5.4625,11.225,12.4,22.625,6.3875,18.725,6.4,7.2625,16.2375,4.175,9.2875,8.175,2.95,5.85,6.575,27.18,10.19,3.28,11.45,10.1461538462,16.9285714286,16.5928571429,4.1857142857,3.75,3.0357142857,2.1142857143,5.9285714286,8.7071428571,3.2428571429,16.8928571429,9.4,3.7928571429,3.8142857143,26.0214285714,9.7285714286,3.3857142857,1.3285714286,3.2725714286,5.2675,10.1724615385,17.2878571429,2.1142857143,6.5714285714,7.475,27.18,
04-04,9.15,7.3125,4.925,5.3125,10.975,12.05,22.4375,6.225,18.5125,6.3625,7.55,16.325,4.5625,8.8125,7.9125,2.75,5.8875,6.5875,26.88,9.91,3.16,11.25,10.5307692308,16.8428571429,16.2928571429,4.0071428571,3.6571428571,3.0428571429,2.1142857143,5.7357142857,8.9642857143,3.1642857143,16.6642857143,9.25,3.45,3.6,26.3428571429,9.5,3.3642857143,1.3214285714,3.1634285714,5.08,10.2824615385,17.1767857143,2.1142857143,6.4571428571,7.55,26.88,
04-05,9.325,7.225,4.725,5.2,10.6125,11.6875,22.1875,6.1875,18.0125,6.275,7.5625,16.6625,4.85,8.3,7.7125,2.5375,5.9625,6.5375,26.88,9.66,2.9,11.08,10.5384615385,16.6285714286,16.0428571429,3.7857142857,3.5071428571,3.0285714286,2.0928571429,5.6071428571,8.8357142857,3.0642857143,16.3142857143,8.9714285714,3.1642857143,3.4357142857,26.3714285714,9.2857142857,3.2857142857,1.2714285714,3.0571428571,4.99,10.1870769231,16.9325,2.0928571429,6.2714285714,7.5625,26.88,
04-06,9.325,7.0375,4.4875,5.0125,10.2875,11.2375,22.2375,6.1875,17.5,6.125,7.625,16.7375,4.8,7.875,8.075,2.3,6.15,6.4125,26.84,10.31,2.67,10.85,10.4230769231,17.1785714286,15.6,3.7,3.3714285714,2.9928571429,2.0428571429,5.4571428571,8.5357142857,2.8428571429,15.9,8.6714285714,2.9214285714,3.1857142857,26.4214285714,9.3,3.2285714286,1.2357142857,2.9057142857,4.885,10.301,17.2428571429,2.0428571429,6.1857142857,7.625,26.84,
04-07,9.3625,6.7125,4.1875,4.8375,9.9625,10.85,22.3,6.2125,17.175,5.7625,7.5625,16.775,4.775,7.4125,8.1875,2.2,6.25,6.325,26.53,10.31,2.48,10.58,10.1230769231,17.1785714286,15.4571428571,3.6357142857,3.2642857143,2.9571428571,1.9928571429,5.2285714286,8.2357142857,2.6071428571,15.4571428571,8.75,2.7214285714,3.05,26.3714285714,9.2357142857,3.2142857143,1.2071428571,2.6985714286,4.8,10.0588461538,17.1757142857,1.9928571429,5.9714285714,7.4125,26.53,
04-08,9.4,6.2625,3.7875,4.85,9.75,10.65,22.3875,6.2625,16.775,5.3875,7.5375,17.025,5.1125,6.975,9.9,1.9875,6.3,6.3375,25.96,10.11,2.2,10.41,9.5230769231,17.1,16.1,3.5214285714,3.0857142857,2.7857142857,2,5.0071428571,8.05,2.3928571429,14.8142857143,8.8142857143,2.4785714286,2.8285714286,26.1285714286,9.1,3.1142857143,1.1357142857,2.4614285714,4.9128571429,9.84,17.04,1.9875,5.85,6.975,26.1285714286,
04-09,9.2,5.925,3.4,5.1125,9.625,10.3125,22.1,6.675,16.6125,5.0625,7.625,17,5.15,6.6375,10.05,1.8625,6.2,6.325,25.73,9.88,2,10.25,9.2923076923,16.8357142857,16.9642857143,3.3214285714,3.5142857143,2.5642857143,2.0285714286,4.8785714286,8.1071428571,2.15,14.2571428571,8.9,2.2071428571,2.6071428571,25.6428571429,9,2.8714285714,1.05,2.1957142857,4.9521428571,9.778,16.9714285714,1.8625,5.8714285714,6.675,25.73,
04-10,9.0125,5.5375,3.025,5.0375,9.2875,9.85,21.75,7.2875,16.7375,4.725,7.9625,16.825,5.575,6.375,10.225,1.5625,5.95,6.2,26.55,9.61,1.67,10.28,9.0307692308,16.3357142857,17.2928571429,2.9928571429,3.5642857143,2.3642857143,1.9571428571,5.1285714286,8.05,1.9428571429,13.7785714286,8.9857142857,1.9928571429,2.3357142857,24.9571428571,8.7142857143,2.7785714286,0.9428571429,1.9857142857,4.85,9.481,16.9185714286,1.5625,5.9142857143,7.2875,26.55,
04-11,8.725,5.2625,2.675,4.8875,9.325,9.35,21.55,7.325,16.775,4.5375,8.1125,16.5625,5.575,6.3125,10.2375,1.3125,5.8,6.175,26.52,9.46,1.43,10.21,8.8846153846,15.6857142857,17.3142857143,2.6285714286,3.5,2.1857142857,1.8785714286,5.1428571429,7.85,1.7357142857,13.95,8.8785714286,1.7785714286,2.3071428571,24.0214285714,8.2714285714,2.6071428571,0.8285714286,1.8585714286,4.6775,9.34,16.8828571429,1.3125,5.8142857143,7.325,26.52,
04-12,8.5875,4.8,2.45,4.7,9.0625,8.85,21.3375,7.2125,16.65,4.375,8.175,16.3125,5.55,6.1125,10.3125,1.025,5.3875,6.05,26.34,9.37,1.39,10.07,9.1461538462,15.0428571429,17.2,2.8642857143,3.3357142857,2,1.8214285714,5.0714285714,7.7214285714,1.5214285714,13.9,8.6214285714,1.5928571429,2.3214285714,23,7.6928571429,2.35,0.7214285714,1.7757142857,4.505,9.1126923077,16.76,1.025,5.7428571429,7.2125,26.34,
04-13,8.4,4.5375,2.3125,4.4375,9.0125,8.3625,21.4,7.05,16.125,4.5,8.3625,16.9,5.5875,5.7875,10.425,0.775,5.125,5.6875,25.97,9.14,1.44,9.69,8.8615384615,15.3428571429,16.9928571429,3.0142857143,3.1142857143,1.8571428571,1.7571428571,4.9714285714,7.3571428571,1.4928571429,13.8714285714,8.3928571429,1.3857142857,2.2714285714,22.2214285714,7.1642857143,2.1642857143,0.7785714286,1.7042857143,4.4625,8.9521153846,16.9185714286,0.775,5.5357142857,7.05,25.97,
04-14,7.9875,4.45,2.075,4.025,8.875,7.9,21.3375,6.7625,15.75,4.5125,8.2875,17.0875,5.375,5.4375,10.3,0.45,4.8875,5.375,25.38,8.93,1.37,9.17,8.2384615385,15.4285714286,16.7,3.25,2.9428571429,1.8,1.6357142857,4.6785714286,6.8928571429,1.4571428571,13.7071428571,8.15,1.2642857143,2.2214285714,21.6214285714,6.6642857143,1.9642857143,1.0071428571,1.6,4.195,8.64,16.7775,0.45,5.3357142857,6.6642857143,25.38,
04-15,7.6,4.4375,1.9125,3.6125,8.7875,7.5,21.05,6.6,15.875,4.3125,7.9125,17.4,5.275,5.65,9.9,0.1375,4.8875,5.2125,24.79,9.17,1.35,8.5,8.4923076923,15.2428571429,16.45,3.9428571429,2.75,1.6928571429,1.5642857143,4.4714285714,6.5,1.4071428571,13.2357142857,8.0285714286,1.1928571429,2.1071428571,21.2428571429,6.4071428571,1.7642857143,0.9428571429,1.5328571429,4.0907142857,8.4969230769,16.64,0.1375,5.2214285714,6.4071428571,24.79,
04-16,7.2375,5.05,1.7375,3.275,8.575,7.3125,20.6125,6.3375,15.9,4.0625,7.6625,17.6125,5.125,5.5875,9.5,0.1875,5.325,4.9,24.16,9.1,1.35,8.08,8.8923076923,14.8,16.05,3.7571428571,2.6714285714,1.5642857143,1.55,4.6285714286,6.1928571429,1.3642857143,12.8357142857,7.8357142857,1.1785714286,1.9428571429,20.8214285714,6.4,1.6428571429,0.7857142857,1.5128571429,3.8792857143,8.377,16.3625,0.1875,5.0571428571,6.1928571429,24.16,
04-17,6.675,5.3125,1.475,3.0375,8.3,7.0875,20.1125,5.7625,15.9375,4.025,7.3625,17.7125,4.9875,5.5375,8.95,0.0625,5.2625,4.7625,23.48,8.91,1.3,7.99,9.1846153846,14.3928571429,15.35,3.4357142857,2.8928571429,1.45,1.6714285714,4.6071428571,5.8,1.3142857143,12.9857142857,7.6142857143,1.1857142857,1.8785714286,20.3071428571,6.0714285714,1.5642857143,0.7428571429,1.4228571429,3.6714285714,8.176,16.2925,0.0625,4.8,5.7625,23.48,
04-18,6.25,5.65,1.2125,3.0375,7.95,6.825,19.525,5.45,16.3375,3.9875,7.025,17.7625,4.8125,5.2375,8.3375,0.075,5.325,4.6875,22.76,8.89,1.17,7.84,8.9769230769,13.7357142857,14.5642857143,3.2785714286,2.8785714286,1.2428571429,1.6357142857,4.4928571429,5.3785714286,1.3428571429,12.7571428571,7.4214285714,1.1642857143,1.8071428571,19.5,5.6428571429,1.6214285714,0.7428571429,1.2367857143,3.5621428571,7.906,16.6225,0.075,4.65,5.45,22.76,
04-19,5.8875,5.6875,1.0625,3.0875,7.5375,6.5,19.125,5.25,17.3125,4.1,6.6,17.5125,4.65,5.6375,7.9,0.0625,5.5375,4.9875,22,8.86,1.16,7.48,8.5923076923,13.0142857143,14.1571428571,3.1428571429,2.8642857143,1.1142857143,1.5142857143,4.35,4.9642857143,1.3142857143,12.1714285714,7.4214285714,1.1428571429,1.6928571429,18.9714285714,5.2214285714,1.6357142857,0.7285714286,1.1565714286,3.5257142857,7.5145,17.3525,0.0625,4.55,5.5375,22,
04-20,5.75,5.6875,0.95,3.05,7.1,6.325,18.8,4.9,17.4875,4.1375,6.25,17.1875,4.275,5.55,7.6125,0.0625,5.5375,5.0125,22.06,8.7,1.15,7.18,8.1076923077,12.4,13.7,2.8928571429,2.8142857143,1.0571428571,1.4214285714,4.0785714286,4.6285714286,1.3785714286,11.6071428571,7.2928571429,1.0571428571,1.6142857143,18.5642857143,4.8928571429,1.5428571429,0.7142857143,1.1314285714,3.4614285714,7.2477142857,17.2475,0.0625,4.3642857143,5.5375,22.06,
04-21,5.4125,6.75,0.825,3,6.8,6.0875,18.0125,4.5125,17.775,4.175,5.9625,16.65,4.1125,5.325,7.7625,0.1625,5.375,4.9125,22.09,8.42,1.28,6.95,7.5923076923,11.7285714286,13.2,2.6285714286,2.6642857143,0.9142857143,1.3142857143,3.7071428571,4.3071428571,1.65,10.8928571429,7.1571428571,0.9785714286,1.4285714286,18.0285714286,4.5714285714,1.4357142857,0.6714285714,1.2197142857,3.2828571429,7.0742857143,16.875,0.1625,4.1571428571,5.325,22.09,
04-22,5.2125,7.15,0.7,2.9625,6.6,5.925,17.2125,4.125,18.2,4.15,5.7375,16.1875,3.9625,4.9375,8.2625,0.025,5.375,4.9,21.9,8.17,1.28,6.61,6.8846153846,12.1071428571,12.7285714286,2.3928571429,2.4,0.7785714286,1.2071428571,3.3071428571,4.0571428571,1.5,10.6214285714,7.0714285714,0.8857142857,1.2857142857,17.1071428571,4.2428571429,1.3071428571,0.6142857143,1.1428571429,3.1003571429,6.9967032967,16.3714285714,0.025,3.9214285714,4.9375,21.9,
04-23,4.85,7.5875,0.6,3.0375,6.5,5.7375,16.5,3.8375,18.1375,3.8625,5.4125,15.75,3.925,4.8375,8.2625,0,5.725,5.375,21.6,7.84,2.08,6.23,6.3846153846,12.0142857143,12.2214285714,2.1571428571,2.1071428571,0.6428571429,1.1071428571,2.9428571429,3.8,1.4285714286,10.3285714286,6.7142857143,0.8214285714,1.6285714286,16.3857142857,3.8357142857,1.1928571429,0.5571428571,1.05,2.9807142857,6.6285714286,15.8771428571,0,3.6714285714,4.85,21.6,
04-24,4.525,7.9625,0.5125,3.3,6.4,5.45,15.95,3.8125,18.1,3.5875,5.4875,14.975,4.5,4.625,8.125,0,6.0375,5.325,21.19,7.73,2.25,5.86,5.9461538462,12.2357142857,11.9857142857,1.9428571429,2.0142857143,0.5714285714,1.0571428571,2.8142857143,3.5285714286,1.4,9.8571428571,6.3142857143,0.7214285714,1.5142857143,15.6928571429,3.45,1.1285714286,0.5285714286,0.99,3.0085714286,6.3657142857,15.1185714286,0,3.4928571429,4.625,21.19,
04-25,4.2875,7.6625,0.45,3.425,6.3125,5.125,15.475,3.825,17.8,3.2625,5.6,14.7,4.775,4.4125,7.85,0,5.925,5.0375,21.74,7.56,2.12,5.57,5.6461538462,11.8714285714,12,1.7642857143,1.8928571429,0.4785714286,1.2642857143,2.7642857143,3.4071428571,1.2785714286,9.2714285714,5.95,0.65,1.4571428571,14.8214285714,3.1857142857,1.05,0.4928571429,0.97,2.9328571429,6.1675,14.7242857143,0,3.4,4.775,21.74,
04-26,4.15,7.375,0.375,3.3625,6.4375,4.8,14.6375,4.075,17.375,2.8125,5.4875,14.9,4.825,4.0625,7.425,0,5.7625,4.8,21.7,7.35,1.79,5.23,5.6076923077,11.2285714286,11.6642857143,1.7214285714,1.75,0.4714285714,1.5642857143,3.3857142857,3.4,1.1285714286,8.7714285714,5.5428571429,0.5785714286,1.4,13.9428571429,3.0214285714,0.9857142857,0.4785714286,0.9042857143,2.8960714286,6.1675,14.0817857143,0,3.2714285714,4.8,21.7,
04-27,3.9125,7.1625,0.3875,3.1375,6.6125,4.5,14.075,4.1625,17.0875,2.4875,5.2,14.75,4.3625,3.6625,6.975,0.0125,5.5625,4.5125,21.38,6.92,1.53,4.86,5.6153846154,10.4571428571,11.3,1.7428571429,1.5857142857,1.0428571429,1.5285714286,3.3571428571,3.3142857143,0.9571428571,8.0928571429,5.1357142857,0.9142857143,1.3357142857,13.0428571429,3.5071428571,0.8857142857,0.7142857143,0.9485714286,2.7475,6.2136538462,13.2492857143,0.0125,3.1142857143,4.3625,21.38,
04-28,3.5375,7,0.325,2.95,6.65,4.1125,13.525,4.525,16.7375,2.325,4.975,14.3875,4.225,3.2,6.65,0.3125,5.35,4.225,21.18,6.48,1.28,4.58,5.3769230769,9.8357142857,11.0571428571,1.6142857143,1.4285714286,0.8785714286,1.4,3.5142857143,3.2857142857,0.8357142857,7.5285714286,4.7,1,1.25,12.0285714286,3.4714285714,0.8714285714,0.6285714286,0.8771428571,2.575,6.0387692308,12.3278571429,0.3125,3.0071428571,4.225,21.18,
04-29,3.325,6.875,0.3,2.7625,6.775,3.7875,12.9625,4.75,16.2125,2.2625,4.625,14.0625,4.3,2.875,6.1125,0.025,5.0375,3.9625,21.4,5.92,1.13,4.17,5.1384615385,9.2285714286,10.6714285714,1.5285714286,1.2785714286,0.8071428571,1.2785714286,3.8571428571,3.2071428571,0.7,7.0214285714,4.1714285714,0.8142857143,1.1285714286,11.1285714286,3.35,0.8642857143,0.6285714286,0.8128571429,2.4625,5.6073846154,11.4953571429,0.025,2.9357142857,3.9625,21.4,
04-30,3.225,6.55,0.2125,2.6875,6.775,3.525,12.5,4.6875,15.3875,2.0375,4.4625,13.725,4.575,2.625,5.6875,0,4.95,3.9375,21.27,5.41,1,3.74,4.7,9.15,10.3642857143,1.4071428571,1.1714285714,0.7071428571,1.15,3.9428571429,3.1785714286,0.6,7.1214285714,3.55,0.6928571429,1,10.2714285714,3.1142857143,0.8428571429,0.6071428571,0.7042857143,2.2725,5.226,10.7914285714,0,2.7785714286,3.74,21.27,
05-01,3.1,6.3375,0.1375,2.7,6.6125,3.25,12.0375,4.6875,15.05,1.8,4.1625,13.05,4.75,2.3125,5.2875,0,4.8375,3.7375,21.02,5.03,0.9,3.59,4.2230769231,9.1214285714,10.25,1.25,1.0714285714,0.6571428571,1.0571428571,4.2214285714,3.0214285714,0.6,7.2928571429,3.2142857143,0.5142857143,0.8714285714,9.3285714286,2.8142857143,0.7428571429,0.5714285714,0.6457142857,2.005,4.953,10.6075,0,2.6928571429,3.59,21.02,
05-02,3,6.45,0.0875,2.7,6.3125,3.05,11.6625,4.6625,14.625,1.525,4.125,12.15,4.5625,1.9,4.975,0,4.725,3.4625,20.71,4.64,0.86,3.48,3.9384615385,8.9214285714,10.1357142857,1.0857142857,1.0214285714,0.55,0.9714285714,4.2428571429,2.7928571429,0.7428571429,7.1142857143,2.8571428571,0.4,0.7928571429,8.4785714286,2.6785714286,0.6428571429,0.4857142857,0.6242857143,1.675,4.7,10.4410714286,0,2.5857142857,3.4625,20.71,
05-03,2.8375,6.3625,0.0625,2.6875,6.1625,2.9125,11.1625,4.5,14.3125,1.275,3.8125,11.4,4.6,1.55,4.9625,0,4.55,3.15,20.32,4.19,0.7,3.37,3.7384615385,8.8642857143,9.9071428571,0.9071428571,0.9857142857,0.5214285714,0.9142857143,4.2714285714,2.4642857143,0.8714285714,6.9142857143,2.5428571429,0.3785714286,0.6428571429,8.0214285714,2.5428571429,0.5428571429,0.3571428571,0.5385714286,1.385,4.58,10.1582142857,0,2.4642857143,3.15,20.32,
05-04,2.6125,6.3125,0,2.55,6.175,2.7375,10.7375,4.3375,13.95,1,3.45,10.975,5.0375,1.1875,5.075,0,4.5875,2.7625,19.85,3.92,0.71,3.23,3.4846153846,8.4357142857,9.4928571429,0.7785714286,0.9071428571,0.4142857143,0.8071428571,3.9928571429,2.2142857143,0.6785714286,6.6785714286,2.2785714286,0.2857142857,0.5357142857,7.6642857143,2.3428571429,0.5,0.3,0.4828571429,1.075,4.8575,9.7417857143,0,2.3357142857,2.7625,19.85,
05-05,2.425,6.1125,0,2.35,6.05,2.65,10.625,4.075,13.525,0.8375,3.0125,10.875,5.0125,0.825,4.95,0,4.625,2.4625,19.27,3.76,0.81,3.18,3.2461538462,7.6714285714,9.0714285714,0.65,0.8071428571,0.3571428571,0.8,3.5285714286,1.9071428571,0.6142857143,6.3928571429,2.1357142857,0.25,0.4285714286,7.6071428571,2.1214285714,0.5357142857,0.2571428571,0.4142857143,0.83,4.82,9.3821428571,0,2.2,2.65,19.27,
