date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
11-21,0.2818181818,0,0.57,0.8545454545,0.2083333333,0.7416666667,0.8083333333,0.275,0.45,0,0.1916666667,1.1166666667,0.2583333333,2.2333333333,1.2153846154,0.0538461538,0.8230769231,0.2615384615,0.1846153846,0.0071428571,1.9928571429,0.0142857143,0.1714285714,0.0714285714,0.5857142857,0,0.0214285714,0,0.0375,0.05,0.1611111111,0.3944444444,0.0944444444,0.1944444444,0.0666666667,0.8611111111,0.0944444444,0,0.0777777778,0.6777777778,0,0.0222222222,0.2333333333,0.0611111111,0.0444444444,0.5611111111,0,0.0552991453,0.3719191919,0.8584848485,0,0.0666666667,0.1846153846,2.2333333333,
11-22,0.2454545455,0,0.55,1.3909090909,0.1916666667,0.675,0.8166666667,0.2083333333,0.4416666667,0,0.1666666667,1.0666666667,0.2583333333,2.1666666667,1.0692307692,0.0538461538,0.8,0.2538461538,0.2153846154,0.0071428571,2,0.1,0.1571428571,0.0857142857,1.3571428571,0,0.0285714286,0,0.0375,0.0444444444,0.7444444444,0.4055555556,0.0888888889,0.2611111111,0.0666666667,0.7777777778,0.2666666667,0,0.0777777778,1.1777777778,0,0.0055555556,0.2333333333,0.0444444444,0.0444444444,0.5277777778,0,0.0564102564,0.4344444444,1.1343589744,0,0.1111111111,0.2083333333,2.1666666667,
11-23,0.2454545455,0,0.53,1.4272727273,0.425,0.6333333333,0.8666666667,0.1833333333,0.4416666667,0,0.2,1.0166666667,0.2833333333,2.25,1.0692307692,0.0538461538,0.9538461538,0.2153846154,0.2153846154,0.0071428571,2,0.15,0.1571428571,0.0785714286,1.5857142857,0,0.0428571429,0,0.0375,0.0444444444,0.7388888889,0.3888888889,0.0777777778,0.5777777778,0.0555555556,0.7611111111,0.2,0,0.0777777778,1.1166666667,0,0.0111111111,0.2222222222,0.0333333333,0.0444444444,0.8,0,0.0541880342,0.5123333333,1.0976923077,0,0.1222222222,0.2,2.25,
11-24,0.2363636364,0,0.55,1.4727272727,0.6083333333,0.625,0.875,0.1416666667,0.475,0,0.1916666667,1,0.4083333333,2.2583333333,1.0846153846,0.0538461538,0.9615384615,0.2076923077,0.2153846154,0.0071428571,1.9857142857,0.2071428571,0.1571428571,0.0928571429,1.5071428571,0,0.0642857143,0,0.0375,0.0444444444,0.7444444444,0.3888888889,0.05,1.3222222222,0.0277777778,0.7333333333,0.1833333333,0,0.0777777778,1.1055555556,0,0.0722222222,0.2166666667,0.0222222222,0.0388888889,0.8833333333,0,0.0559340659,0.5966666667,1.2355555556,0,0.1277777778,0.2071428571,2.2583333333,
11-25,0.2909090909,0,0.6,1.5090909091,1.175,0.6,0.875,0.1416666667,0.8333333333,0,0.15,0.975,0.4166666667,2.175,1.0846153846,0.0538461538,0.9384615385,0.2,0.2153846154,0.0071428571,1.9642857143,0.2571428571,0.1571428571,0.15,1.4214285714,0,0.0571428571,0,0.05625,0.0444444444,0.75,0.4777777778,0.0444444444,1.4611111111,0.0277777778,0.7388888889,0.1777777778,0,0.0833333333,1.0777777778,0,0.0555555556,0.2166666667,0.1,0.0333333333,0.7555555556,0,0.0564285714,0.7111111111,1.3228571429,0,0.1388888889,0.2,2.175,
11-26,0.3090909091,0,0.58,2.1,1.4083333333,0.7666666667,0.8916666667,0.1416666667,1.2916666667,0,0.15,0.9333333333,0.4166666667,2.125,1.0692307692,0.0538461538,0.9307692308,0.2153846154,0.2230769231,0.0071428571,1.9428571429,0.4071428571,0.1785714286,0.1357142857,1.45,0,0.0714285714,0,0.06875,0.0666666667,0.7333333333,0.4333333333,0.0388888889,1.4388888889,0.0277777778,0.6777777778,0.2055555556,0,0.0888888889,1.0888888889,0,0.0555555556,0.2166666667,0.1,0.0333333333,0.6555555556,0,0.0692857143,0.7222222222,1.4266666667,0,0.1444444444,0.2153846154,2.125,
11-27,0.2818181818,0.02,0.67,2.2454545455,1.5166666667,0.775,0.8916666667,0.1416666667,1.3,0,0.4666666667,0.8916666667,0.4166666667,1.9916666667,1.1461538462,0.0538461538,0.9846153846,0.2538461538,0.2230769231,0.0071428571,1.9428571429,0.4,0.2,0.1214285714,1.3928571429,0,0.0571428571,0,0.1625,0.0666666667,0.7666666667,0.4222222222,0.0333333333,1.4055555556,0.0222222222,0.6722222222,0.2722222222,0,0.0944444444,1.0722222222,0,0.0944444444,0.2166666667,0.1055555556,0.0333333333,0.6388888889,0.0028571429,0.0944444444,0.7477777778,1.4004761905,0,0.1666666667,0.2538461538,2.2454545455,
11-28,0.2818181818,0.57,0.66,2.2636363636,1.5833333333,0.7833333333,0.8916666667,0.1416666667,1.2916666667,0,0.5916666667,0.8416666667,0.3916666667,1.975,1.1923076923,0.0461538462,0.9692307692,0.3461538462,0.2384615385,0.0142857143,1.9,0.5357142857,0.2071428571,0.1,1.4642857143,0,0.0928571429,0.0142857143,0.34375,0.0666666667,0.8055555556,0.4388888889,0.0277777778,1.3777777778,0,0.6388888889,0.7555555556,0,0.0944444444,1.2666666667,0,0.05,0.2111111111,0.1055555556,0.0222222222,0.5777777778,0.0057142857,0.0955555556,0.7777777778,1.4296825397,0,0.2666666667,0.3461538462,2.2636363636,
11-29,0.2818181818,1.46,0.64,2.2909090909,1.6166666667,0.8,0.8916666667,0.125,1.275,0,0.5916666667,0.8166666667,0.3916666667,1.925,1.2230769231,0.0384615385,1.1769230769,0.3384615385,0.9538461538,0.0142857143,1.8428571429,0.5428571429,0.2428571429,0.1071428571,1.6,0,0.2571428571,0.0357142857,0.275,0.1277777778,0.9166666667,0.4222222222,0.0166666667,1.3555555556,0,0.6444444444,0.8888888889,0,0.0888888889,1.7555555556,0,0.0555555556,0.2222222222,0.1055555556,0.0222222222,0.5444444444,0.0057142857,0.1107142857,0.8911111111,1.61,0,0.3277777778,0.3916666667,2.2909090909,
11-30,0.2636363636,2.03,0.8,2.3727272727,1.6,1.8916666667,0.9,0.1083333333,1.275,0.05,0.5833333333,1.0833333333,0.3916666667,1.8916666667,1.1692307692,0.0384615385,2.1,0.3615384615,0.9923076923,0.0142857143,1.7714285714,0.6285714286,0.2357142857,0.1214285714,1.6142857143,0,0.3071428571,0.1285714286,0.28125,0.1666666667,0.9333333333,0.4111111111,0.0111111111,1.3277777778,0,0.6222222222,0.8277777778,0,0.4333333333,3.3166666667,0,0.0611111111,0.2277777778,0.1777777778,0.0222222222,0.4944444444,0.0123809524,0.1688888889,0.9805128205,1.8916666667,0,0.3833333333,0.4111111111,3.3166666667,
12-01,0.2363636364,2.09,2.74,2.3545454545,1.6,2.0333333333,0.9,0.0916666667,1.2666666667,0.0583333333,0.6,2,0.3916666667,1.8583333333,1.1692307692,0.0307692308,2.0923076923,0.3846153846,0.9769230769,0.0142857143,1.6785714286,0.6357142857,0.2428571429,0.1,1.6785714286,0,0.3714285714,0.25,0.275,0.1888888889,0.9833333333,0.45,0.0111111111,1.3111111111,0,0.6222222222,0.8388888889,0,0.9222222222,3.3055555556,0,0.0611111111,0.2333333333,0.3,0.0222222222,0.4777777778,0.0123809524,0.2339393939,1.1320512821,2.0673333333,0,0.4666666667,0.45,3.3055555556,
12-02,0.2272727273,2.12,3.66,2.4181818182,1.6583333333,2.0666666667,0.9,0.0916666667,1.2416666667,0.0666666667,0.6583333333,2.0666666667,0.3333333333,1.825,1.1692307692,0,2.1307692308,0.6384615385,0.9538461538,0.0285714286,1.6571428571,0.65,0.2,0.1428571429,1.6785714286,0,0.4,0.6,0.225,0.1944444444,1.0222222222,0.7666666667,0.0055555556,1.2833333333,0,0.6333333333,0.8444444444,0,1,3.2888888889,0,0.0888888889,0.2388888889,0.45,0.0222222222,0.4277777778,0.0022222222,0.205,1.1398290598,2.0986666667,0,0.5666666667,0.6384615385,3.66,
12-03,0.1909090909,2.11,3.76,2.6272727273,1.6666666667,2.0583333333,0.9166666667,0.0916666667,1.1666666667,0.0666666667,0.6666666667,2.0583333333,0.3,1.7916666667,1.1615384615,0,2.1076923077,0.7153846154,1.1615384615,0.0285714286,1.6071428571,0.6428571429,0.3642857143,0.1285714286,1.6785714286,0,0.3714285714,0.6,0.175,0.1944444444,0.9777777778,1.2222222222,0,1.2444444444,0,0.6388888889,0.8444444444,0,1.1055555556,3.2611111111,0,0.0944444444,0.2444444444,0.4444444444,0.0222222222,0.4833333333,0,0.1916161616,1.1656410256,2.0879487179,0,0.6111111111,0.6428571429,3.76,
12-04,0.1909090909,2.07,3.76,2.8545454545,1.925,1.9333333333,0.9666666667,0.0916666667,1.15,0.0666666667,0.6666666667,2.05,0.6083333333,1.7916666667,1.1615384615,0,2.1384615385,0.6923076923,1.1307692308,0.0285714286,1.5857142857,0.6785714286,0.45,0.1142857143,1.7357142857,0,0.3785714286,0.5642857143,0.1375,0.1944444444,0.9444444444,1.6555555556,0,1.2277777778,0,0.6444444444,0.8611111111,0,1.1055555556,3.2388888889,0,0.0833333333,0.2611111111,0.4222222222,0.0166666667,0.5,0,0.1916161616,1.1592307692,2.062,0,0.6,0.6666666667,3.76,
12-05,0.2545454545,2.05,3.72,3.0454545455,2,1.8666666667,0.9916666667,0.1333333333,1.1416666667,0.0666666667,0.6583333333,2.025,1.7083333333,1.725,1.2076923077,0,2.1461538462,0.7,1.1615384615,0.0357142857,1.5571428571,1.3071428571,0.4285714286,0.1285714286,2.3571428571,0,0.4142857143,0.5214285714,0.1375,0.2055555556,0.9111111111,1.6611111111,0,1.5277777778,0,0.6277777778,0.8555555556,0,1.1333333333,3.1055555556,0.0277777778,0.0944444444,0.1833333333,0.3944444444,0,0.4833333333,0,0.1877777778,1.4836507937,2.1076923077,0,0.6611111111,0.7,3.72,
12-06,0.2909090909,2.01,3.72,3.0818181818,2,1.8416666667,1.175,0.175,1.125,0.0666666667,0.6166666667,2.0083333333,2.225,1.75,1.4769230769,0,2.1769230769,0.7153846154,1.2307692308,0.0357142857,1.5428571429,1.2785714286,0.4285714286,0.1928571429,2.5142857143,0,0.4285714286,0.5,0.13125,0.2277777778,0.8722222222,1.6666666667,0,1.5722222222,0,0.6277777778,0.85,0,1.1555555556,2.9555555556,0.0277777778,0.1055555556,0.1611111111,0.3277777778,0,0.5222222222,0,0.1998412698,1.5296703297,2.2057692308,0,0.6666666667,0.7153846154,3.72,
12-07,0.7090909091,1.98,3.7,3.1,2.0083333333,1.7833333333,1.675,0.1916666667,1.125,0.0666666667,0.55,1.9916666667,2.3166666667,1.75,1.5769230769,0,2.1538461538,1.0692307692,1.4615384615,0.0285714286,1.5071428571,1.3,0.4142857143,0.2285714286,2.8214285714,0,0.4357142857,0.5071428571,0.1625,0.2833333333,0.8111111111,1.6944444444,0,1.6055555556,0,0.6222222222,0.8555555556,0,1.2833333333,2.8888888889,0.0277777778,0.1166666667,0.1555555556,0.3055555556,0,0.5444444444,0,0.2395238095,1.5998290598,2.2515384615,0,0.7166666667,0.8111111111,3.7,
12-08,0.8272727273,1.96,3.71,3.2,2.1083333333,1.775,1.9833333333,0.1916666667,1.2916666667,0.0666666667,0.5166666667,1.9916666667,2.4,1.75,1.5846153846,0,2.1,1.6769230769,1.4692307692,0.0285714286,1.4714285714,1.3,0.4857142857,0.2642857143,2.9285714286,0,0.4214285714,0.6285714286,0.1875,2.7888888889,0.7888888889,1.7055555556,0,1.9388888889,0,0.6111111111,0.8222222222,0,1.2555555556,2.8222222222,0.0277777778,0.1111111111,0.2055555556,0.2777777778,0,0.5166666667,0,0.266984127,1.7411111111,2.6333333333,0,0.8555555556,0.8272727273,3.71,
12-09,0.9909090909,1.99,4.02,3.2090909091,2.2833333333,1.775,2.025,0.1916666667,1.35,0.0583333333,0.4833333333,1.9666666667,2.75,1.7666666667,1.5538461538,0,2.0461538462,2.3384615385,1.5153846154,0.0285714286,1.4285714286,1.2857142857,0.45,0.45,2.9571428571,0,0.45,1.3142857143,0.375,3.1277777778,0.7722222222,1.7166666667,0,2.0611111111,0,0.6166666667,0.8222222222,0,1.1833333333,2.6111111111,0.0277777778,0.1333333333,0.1944444444,0.25,0,0.4888888889,0,0.39,1.7733333333,2.6944444444,0,0.9277777778,1.1833333333,4.02,
12-10,0.9181818182,1.96,4.55,3.1454545455,2.3,1.825,2.1,0.1916666667,1.4583333333,0.05,0.4583333333,1.9666666667,2.75,1.7666666667,1.5461538462,0,1.9615384615,2.4,1.5538461538,0.0285714286,1.4214285714,1.3142857143,0.4357142857,0.4642857143,2.9928571429,0,0.4285714286,1.5714285714,0.43125,3.1333333333,0.7666666667,1.7166666667,0,2.0722222222,0,0.5888888889,0.8333333333,0,1.1555555556,2.5666666667,0.0444444444,0.5055555556,0.1833333333,0.2444444444,0,0.4666666667,0,0.4321428571,1.8133333333,2.6766666667,0,0.9111111111,1.1555555556,4.55,
12-11,0.8454545455,1.93,4.95,3.0818181818,2.825,1.8666666667,2.1416666667,0.2,1.5083333333,0.0416666667,0.4833333333,2.1166666667,2.75,1.7666666667,1.5615384615,0,1.8,2.4076923077,1.6153846154,0.0285714286,1.4142857143,1.4428571429,0.4214285714,0.4857142857,2.9357142857,0,0.4785714286,2.3,0.475,3.1333333333,0.75,1.7333333333,0,2.1333333333,0,0.5777777778,0.7944444444,0,1.1388888889,2.5222222222,0.2333333333,0.5666666667,0.1777777778,0.2444444444,0,0.3666666667,0,0.4757142857,1.8533333333,2.795,0,0.9277777778,1.1388888889,4.95,
12-12,0.8090909091,1.83,4.99,3.1090909091,3.175,2.175,2.15,0.25,1.475,0.0416666667,0.4916666667,2.4583333333,2.7833333333,1.975,1.5461538462,0.0076923077,1.5384615385,2.4538461538,1.6384615385,0.0285714286,1.4357142857,1.6714285714,0.4285714286,0.7214285714,2.9,0,0.4071428571,2.5214285714,0.49375,3.1888888889,0.7388888889,1.7944444444,0,2.1388888889,0,0.8222222222,0.6944444444,0,1.0777777778,2.5277777778,0.2222222222,0.6222222222,0.2333333333,0.2388888889,0,0.3111111111,0.0030769231,0.4411904762,1.946,2.8533333333,0,0.9666666667,1.0777777778,4.99,
12-13,0.9,1.77,4.96,3.0727272727,4.0416666667,2.2583333333,2.15,0.3,1.475,0.0416666667,0.7166666667,2.4333333333,3.325,2.3416666667,1.5615384615,0.0153846154,1.4692307692,2.4615384615,1.6615384615,0.0214285714,1.6357142857,1.7428571429,0.4357142857,0.7357142857,2.85,0,0.4714285714,2.5,0.5375,3.3055555556,0.7222222222,3.0777777778,0.0222222222,2.1833333333,0.1333333333,1.1944444444,0.6277777778,0,1.0277777778,2.4944444444,0.2444444444,0.6444444444,0.8055555556,0.2333333333,0,0.2333333333,0.0217460317,0.5555555556,2.1766666667,3.0757575758,0,1.1277777778,1.1944444444,4.96,
12-14,0.9454545455,1.7,4.94,3.0636363636,4.5166666667,2.2166666667,2.1583333333,0.525,1.4666666667,0.0416666667,0.9333333333,2.4083333333,3.3583333333,2.375,1.5461538462,0.0230769231,1.4153846154,2.4923076923,1.6538461538,0.0214285714,1.6571428571,1.7571428571,0.4214285714,0.7857142857,2.7928571429,0,0.4857142857,2.4928571429,0.68125,3.6333333333,0.7222222222,3.6833333333,0.5777777778,2.1944444444,0.2944444444,1.2111111111,0.5666666667,0,1.0166666667,2.4388888889,0.25,0.6470588235,0.9333333333,0.2277777778,0,0.1833333333,0.0305128205,0.5916339869,2.1872222222,3.2404545455,0,1.1611111111,1.2111111111,4.94,
12-15,0.8909090909,1.73,4.91,3.0363636364,4.8083333333,2.25,2.1916666667,0.5666666667,1.425,0.0416666667,0.9333333333,2.3666666667,3.3666666667,2.3416666667,1.5230769231,0.0538461538,1.3769230769,2.5307692308,1.6461538462,0.0214285714,1.6714285714,1.8785714286,0.4714285714,0.8214285714,2.7928571429,0,0.4928571429,2.4714285714,1.0125,3.6388888889,0.7333333333,3.7611111111,1.7611111111,2.1722222222,0.2666666667,1.8166666667,0.5333333333,0,1.0222222222,2.3833333333,0.25,0.7888888889,0.9333333333,0.2277777778,0,0.1388888889,0.0465384615,0.7444444444,2.1877777778,3.2345454545,0,1.3277777778,1.425,4.91,
12-16,0.9,1.63,4.79,3.0545454545,4.9083333333,2.2333333333,2.275,0.6583333333,1.3666666667,0.0416666667,1.375,2.3416666667,3.375,2.4916666667,1.5384615385,0.0692307692,1.3538461538,2.5384615385,1.6153846154,0.0214285714,1.6,2.0285714286,0.4428571429,0.7071428571,2.75,0,0.4857142857,2.4714285714,1.8375,3.6333333333,0.7555555556,3.7611111111,2.7944444444,2.1611111111,0.2888888889,1.7666666667,0.5611111111,0.0055555556,1,2.3388888889,0.2444444444,0.7944444444,0.95,0.2277777778,0,0.1333333333,0.0526923077,0.7168253968,2.2666666667,3.2468181818,0,1.4833333333,1.5384615385,4.9083333333,
12-17,0.8909090909,1.66,4.73,3.0363636364,5.0333333333,2.2583333333,2.4,0.725,1.3333333333,0.0416666667,2,2.2416666667,3.375,2.475,1.5230769231,0.2307692308,1.3538461538,2.5384615385,1.5923076923,0.0214285714,1.6214285714,2.0714285714,0.5785714286,0.7357142857,2.6785714286,0,0.5071428571,2.4857142857,2.925,3.6333333333,1.3444444444,3.7722222222,2.8166666667,2.15,0.2722222222,1.7833333333,0.6944444444,0.0166666667,0.9722222222,2.3222222222,0.2388888889,0.8555555556,0.9555555556,0.2277777778,0,0.1222222222,0.1161111111,0.7596825397,2.3094444444,3.2395454545,0,1.6166666667,1.5923076923,5.0333333333,
12-18,0.8454545455,1.55,4.71,3.0272727273,5.1083333333,2.25,2.5166666667,1.6166666667,1.3166666667,0.0416666667,2.0666666667,2.25,3.4083333333,2.475,1.5538461538,0.5384615385,1.3,2.5461538462,1.6307692308,0.0214285714,1.6357142857,2.0785714286,1.3071428571,0.8,2.6857142857,0,0.6285714286,2.4642857143,3.41875,3.6388888889,1.35,3.8111111111,2.8611111111,2.1388888889,0.5277777778,1.8166666667,0.7055555556,0.0277777778,1.0388888889,2.3277777778,0.2666666667,0.7529411765,1.0222222222,0.2277777778,0,0.1,0.1161111111,0.8808080808,2.3122222222,3.4145833333,0,1.6888888889,1.6166666667,5.1083333333,
12-19,0.8363636364,1.53,4.71,3.0272727273,5.1666666667,2.2583333333,2.5333333333,1.825,1.3166666667,0.0416666667,2.05,2.625,3.6666666667,2.475,1.5538461538,0.5846153846,1.2923076923,2.5615384615,1.6076923077,0.0214285714,1.5857142857,2.0714285714,1.6428571429,0.7857142857,2.6857142857,0,0.7428571429,2.4642857143,4,3.6333333333,1.5166666667,4.1,3.3166666667,2.1333333333,0.5666666667,1.8777777778,0.75,0.0277777778,1.0055555556,2.2944444444,0.25,0.7647058824,1.0666666667,0.2166666667,0,0.0611111111,0.1116666667,0.8702020202,2.4303174603,3.6533333333,0,1.7555555556,1.6076923077,5.1666666667,
12-20,0.8363636364,1.44,4.66,3,5.5833333333,2.225,2.5666666667,2.0833333333,1.4583333333,0.0416666667,2.2333333333,3.525,3.7416666667,2.4583333333,1.5461538462,0.6076923077,1.3153846154,2.7076923077,1.5923076923,0.0357142857,1.6142857143,2.0714285714,1.6,0.7785714286,2.7357142857,0,0.7285714286,2.45,4.025,3.6277777778,1.3444444444,4.1055555556,3.4166666667,2.25,0.5777777778,1.9222222222,0.8277777778,0.0277777778,0.9555555556,2.2944444444,0.2277777778,0.8235294118,1.0666666667,0.2,0,0.05,0.105,0.8602020202,2.4188888889,3.6961111111,0,1.7833333333,1.6,5.5833333333,
12-21,0.8181818182,1.43,4.64,3,5.725,2.2166666667,2.8083333333,2.1166666667,1.5166666667,0.0416666667,3.3166666667,3.6416666667,3.7416666667,2.45,1.5461538462,0.6923076923,1.3461538462,2.8692307692,1.5615384615,0.0214285714,1.6,2.0642857143,1.7785714286,0.7642857143,2.7571428571,0,0.7571428571,2.4642857143,4.01875,3.65,1.2055555556,4.0833333333,3.4277777778,2.5833333333,0.6055555556,1.95,0.9,0.0277777778,0.9222222222,2.2722222222,0.2166666667,0.8294117647,1.0888888889,0.2166666667,0,0.0444444444,0.1116666667,0.9044444444,2.5595238095,3.705,0,1.8111111111,1.6,5.725,
12-22,0.8,1.5,4.72,2.9818181818,5.7583333333,2.1833333333,2.8333333333,2.1333333333,1.5833333333,0.0416666667,3.825,3.75,3.725,2.4416666667,1.5307692308,0.7153846154,1.3538461538,3.1923076923,1.6230769231,0.0214285714,1.6,2.05,1.7642857143,0.7071428571,2.7285714286,0,0.7642857143,2.5071428571,4.06875,3.6777777778,1.4277777778,4.0722222222,3.4388888889,2.6055555556,0.6277777778,1.9666666667,0.9277777778,0.0277777778,0.9055555556,2.2722222222,0.2166666667,0.8352941176,1.1,0.2,0,0.0388888889,0.105,0.91,2.5858730159,3.795,0,1.8666666667,1.6230769231,5.7583333333,
12-23,0.7818181818,1.59,5.24,2.9909090909,5.7666666667,2.15,2.85,2.1666666667,1.6583333333,0.0416666667,3.8583333333,3.8,3.725,2.4333333333,1.5461538462,0.7076923077,1.3692307692,4.3076923077,1.6384615385,0.0214285714,1.5928571429,2.0428571429,1.95,0.6785714286,2.5642857143,0,0.8428571429,2.5,4.84375,4.4444444444,1.7111111111,4.1611111111,3.4388888889,2.6055555556,0.6,2.2333333333,0.7777777778,0.0277777778,0.8888888889,2.25,0.2055555556,0.7705882353,1.0833333333,0.7388888889,0,0.0277777778,0.1072222222,0.8520634921,2.5514285714,4.2490598291,0,1.9444444444,1.7111111111,5.7666666667,
12-24,0.7818181818,1.56,6.14,3.0454545455,5.825,2.1416666667,2.85,2.325,1.7083333333,0.0416666667,3.95,3.8,3.725,2.4083333333,1.7307692308,0.7538461538,1.3153846154,4.3461538462,1.6230769231,0.0214285714,1.5857142857,2.1071428571,2.3071428571,0.7,2.45,0,0.8142857143,2.5142857143,5.225,4.5333333333,1.8388888889,4.1944444444,3.4388888889,2.6111111111,0.5388888889,2.3833333333,0.75,0.0277777778,0.8777777778,2.5166666667,0.2055555556,0.8647058824,1.0722222222,0.8333333333,0,0,0.1072222222,0.8673202614,2.5161904762,4.2854700855,0,2.0166666667,1.8388888889,6.14,
12-25,0.7818181818,1.51,6.17,3.0909090909,5.8833333333,2.1416666667,2.8416666667,2.65,1.8416666667,0.0416666667,3.9583333333,3.8,3.725,2.4166666667,1.7153846154,0.8307692308,1.2769230769,4.5538461538,1.6230769231,0.0357142857,1.5928571429,2.1142857143,2.3,0.6714285714,2.4285714286,0,0.8714285714,2.5142857143,5.46875,4.5388888889,1.8055555556,4.2111111111,3.6222222222,2.6055555556,0.5777777778,2.4166666667,1.5777777778,0.0277777778,0.8888888889,3.3277777778,0.2055555556,2.0444444444,1.05,0.8055555556,0.0111111111,0.0111111111,0.1072222222,1.0953846154,2.6411111111,4.4077777778,0,2.1,2.0444444444,6.17,
12-26,0.7727272727,1.47,6.15,3.4818181818,5.9166666667,2.1166666667,2.8333333333,2.925,2.1833333333,0.0416666667,3.9833333333,3.7666666667,3.7166666667,2.425,1.7846153846,0.8461538462,1.2692307692,4.5846153846,1.6461538462,0.0357142857,1.6571428571,2.1214285714,2.2642857143,0.8,2.6428571429,0,0.8857142857,2.5,6.8625,4.5333333333,1.7888888889,4.2222222222,3.6222222222,2.5777777778,0.5666666667,2.4333333333,1.8222222222,0.0277777778,0.9277777778,3.65,0.2111111111,1.9833333333,1.0277777778,0.8277777778,0,0.0111111111,0.1094444444,1.0760683761,2.7952380952,4.4088888889,0,2.1611111111,2.1166666667,6.8625,
12-27,0.7636363636,1.43,6.06,3.6545454545,6.1833333333,2.1083333333,2.8166666667,2.9583333333,2.325,0.0416666667,3.9916666667,3.7583333333,3.7083333333,2.425,1.9076923077,0.8923076923,1.2769230769,4.5923076923,1.6846153846,0.0357142857,1.6571428571,2.1571428571,2.3285714286,0.9714285714,2.7214285714,0,0.9428571429,2.4857142857,7.3875,4.5333333333,1.75,4.2055555556,3.6833333333,2.5722222222,0.5611111111,2.45,1.85,0.0277777778,1,4.0777777778,0.2111111111,1.9888888889,0.9888888889,0.8277777778,0,0.0111111111,0.1094444444,1.0553846154,2.7976190476,4.4022222222,0,2.1888888889,2.1083333333,7.3875,
12-28,0.7545454545,1.43,5.93,3.9,6.6416666667,2.1,2.8166666667,3.0333333333,2.4416666667,0.1166666667,3.9916666667,3.7583333333,3.925,2.4416666667,1.9307692308,0.9076923077,1.2615384615,4.6307692308,1.6615384615,0.0428571429,1.5571428571,2.1785714286,2.35,0.9785714286,2.6928571429,0,0.9642857143,2.4642857143,7.40625,4.5388888889,1.7333333333,4.1888888889,3.7222222222,2.5611111111,0.5888888889,2.4277777778,1.8166666667,0.0222222222,1.1111111111,4.6111111111,0.2111111111,2.0222222222,1.0166666667,0.8222222222,0,0.0111111111,0.1544444444,1.1411965812,2.7919047619,4.5822222222,0,2.2111111111,2.1,7.40625,
12-29,0.7545454545,1.39,5.85,4.0727272727,6.8833333333,2.1166666667,2.8166666667,3.0583333333,2.5166666667,0.4583333333,4.2666666667,3.7916666667,4.05,2.4583333333,1.9384615385,0.9076923077,1.2846153846,4.6230769231,1.6384615385,0.0357142857,1.5642857143,2.1928571429,2.4357142857,0.9357142857,3.0857142857,0,1.3142857143,2.4928571429,7.43125,4.5888888889,1.75,4.1888888889,3.7166666667,2.55,0.65,2.4222222222,1.8055555556,0.0222222222,1.2055555556,4.7888888889,0.2333333333,2.5555555556,1.9444444444,0.8277777778,0,0,0.3233333333,1.3294285714,3.01,4.6094017094,0,2.2277777778,2.1928571429,7.43125,
12-30,0.7636363636,1.41,5.96,3.9090909091,6.9666666667,2.0916666667,2.8083333333,3.0666666667,2.5583333333,0.9166666667,4.7083333333,3.8416666667,3.9416666667,2.4583333333,2.0615384615,0.9076923077,1.2846153846,4.6384615385,1.5846153846,0.0357142857,1.5642857143,2.3071428571,2.5142857143,1.05,2.9285714286,0,1.35,2.4928571429,7.44375,4.6666666667,3.0277777778,4.1611111111,3.7777777778,2.5222222222,0.6888888889,2.4277777778,1.7888888889,0.0222222222,1.2333333333,4.8333333333,0.2444444444,2.7833333333,2.2,0.8277777778,0,0.0333333333,0.4222222222,1.362,3.0079365079,4.6916666667,0,2.3666666667,2.4277777778,7.44375,
12-31,0.7454545455,1.31,6.13,3.9818181818,6.9666666667,2.0916666667,2.85,3.15,2.5666666667,0.9,4.7166666667,4.3583333333,3.8416666667,2.5583333333,2.3230769231,0.9153846154,1.2923076923,4.6461538462,1.5230769231,0.0357142857,1.5642857143,2.3071428571,2.5142857143,1.0428571429,2.7928571429,0,1.3428571429,2.5071428571,7.43125,4.9,4.1777777778,4.1388888889,3.9555555556,2.5222222222,0.7388888889,2.4222222222,1.9111111111,0.0222222222,1.3277777778,4.8333333333,0.2444444444,2.8833333333,2.2111111111,0.8222222222,0,0.0333333333,0.4422222222,1.3307936508,3.0966666667,4.7866666667,0,2.4222222222,2.4222222222,7.43125,
01-01,0.7363636364,1.47,6.09,4.0181818182,6.975,2.1416666667,2.85,3.1833333333,2.575,0.9,4.6916666667,4.35,3.8166666667,2.4583333333,2.3461538462,1.0153846154,1.2692307692,4.6461538462,1.5,0.0785714286,1.5642857143,2.3928571429,2.5214285714,1.2,2.8142857143,0,1.3428571429,2.5,7.4,4.9,4.25,4.0833333333,4.0888888889,2.5111111111,1.4722222222,2.4333333333,2.0388888889,0.0222222222,1.8722222222,4.8277777778,0.2444444444,3.5555555556,2.2111111111,0.8222222222,0,0,0.4412121212,1.4777777778,3.4811111111,4.7733333333,0,2.5111111111,2.4333333333,7.4,
