date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
01-02,0.7272727273,3.06,6.11,4.1,7.025,2.1416666667,2.825,3.2,2.6,0.925,4.7333333333,4.3416666667,3.6666666667,2.4583333333,2.3692307692,1.0538461538,1.2230769231,4.6230769231,1.4461538462,0.2857142857,1.5642857143,2.3928571429,2.5142857143,1.2928571429,2.7214285714,0,1.3428571429,2.4857142857,7.38125,4.9055555556,4.3222222222,4.05,4.0611111111,2.4722222222,1.5388888889,2.4555555556,2.5166666667,0.0222222222,1.9444444444,4.8222222222,0.2444444444,3.9888888889,3.5611111111,0.8277777778,0.0166666667,0,0.4623376623,1.543968254,3.6455555556,4.7866666667,0,2.5888888889,2.4857142857,7.38125,
01-03,0.6636363636,3.69,6.13,4.1363636364,7.05,2.1333333333,2.825,3.225,2.6166666667,1.625,4.7333333333,4.3416666667,3.7083333333,2.45,2.2615384615,1.0538461538,1.2307692308,4.6384615385,1.4153846154,0.6214285714,1.5642857143,2.4142857143,2.5428571429,1.2642857143,2.8,0,1.35,2.4857142857,7.35625,4.9055555556,4.3722222222,4.0111111111,4.0722222222,2.4555555556,1.5888888889,2.4777777778,2.5611111111,0.0222222222,2,4.8111111111,0.2444444444,4.0277777778,3.9555555556,0.8277777778,0.0222222222,0.0222222222,0.6383116883,1.5961111111,3.9061111111,4.78,0,2.5944444444,2.4857142857,7.35625,
01-04,0.6636363636,3.84,6.2,4.1454545455,7.0166666667,2.1333333333,2.8166666667,3.2416666667,2.6083333333,1.7083333333,4.8416666667,4.65,4.1333333333,2.4333333333,2.4923076923,1.0769230769,1.3153846154,4.7230769231,1.3769230769,0.7,1.5571428571,2.4142857143,2.5714285714,1.6142857143,4.3714285714,0,1.3857142857,2.5357142857,7.3625,4.8833333333,4.3666666667,3.9666666667,4.0555555556,2.4444444444,1.6611111111,2.5,2.5722222222,0.0222222222,2.0722222222,4.7944444444,0.2588235294,3.9888888889,4.25,1.0555555556,0.0166666667,0.0166666667,0.6781818182,1.6705555556,4.0422222222,4.8227777778,0,2.6555555556,2.5357142857,7.3625,
01-05,0.6,3.61,6.27,4.1545454545,6.8916666667,2.1416666667,2.9,3.2916666667,3.6583333333,1.7416666667,5.3333333333,4.7333333333,4.2333333333,2.4166666667,3.4461538462,1.0692307692,1.2923076923,4.9538461538,1.3538461538,0.7071428571,1.5642857143,2.4214285714,2.5642857143,1.5428571429,5.8428571429,0,1.4,2.6357142857,7.91875,4.8833333333,4.3722222222,3.9444444444,4.0611111111,2.3944444444,1.6833333333,2.7888888889,2.5888888889,0.0222222222,2.0888888889,4.8,0.24375,3.9611111111,4.2555555556,1.1444444444,0.0166666667,0,0.6428571429,1.695,4.0411111111,5.1815384615,0,2.7555555556,2.6357142857,7.91875,
01-06,0.5727272727,3.93,6.1,4.2,6.85,2.15,3.65,3.6833333333,3.9583333333,1.75,5.3833333333,4.9833333333,4.325,2.375,5.6692307692,1.0692307692,1.5153846154,5.0230769231,1.3692307692,0.7,1.5571428571,2.4357142857,2.5714285714,1.5428571429,5.9714285714,0,1.5857142857,3.3571428571,8.0125,4.8722222222,4.3833333333,3.9222222222,4.0722222222,2.3666666667,1.7,3.3666666667,2.7666666667,0.0222222222,2.35,4.7833333333,0.23125,3.95,4.2666666667,1.1555555556,0.0166666667,0,0.6236363636,1.71,4.1744444444,5.5548717949,0,2.95,3.3571428571,8.0125,
01-07,0.5636363636,4.15,5.96,4.2545454545,6.8666666667,2.1333333333,3.7083333333,3.7,4.3583333333,1.7666666667,5.375,6,4.5333333333,2.3333333333,5.8230769231,1.0769230769,2.0692307692,5.0384615385,1.3615384615,0.7214285714,1.5857142857,2.4571428571,2.5642857143,1.6285714286,5.9785714286,0,1.5714285714,4.2285714286,8.0125,4.8722222222,4.3888888889,3.9055555556,4.0777777778,2.3666666667,1.65,4.3333333333,2.7888888889,0.0222222222,3.0722222222,4.7722222222,0.23125,3.8777777778,4.2222222222,1.1666666667,0.0222222222,0,0.6267532468,1.8271794872,4.3175757576,5.9052307692,0,3.1388888889,3.7,8.0125,
01-08,0.5818181818,4.18,5.9,4.2090909091,7.2333333333,2.125,4.0166666667,3.7083333333,4.4833333333,1.7833333333,5.35,6.1,4.7583333333,2.3,5.8615384615,1.0923076923,2.0923076923,5.0076923077,1.3615384615,0.7714285714,1.5928571429,2.5142857143,2.5642857143,1.6928571429,6.1571428571,0,1.6285714286,5.7357142857,8,4.8666666667,4.3833333333,3.8555555556,4.0777777778,2.3666666667,1.6055555556,5.6277777778,2.8,0.0222222222,3.0777777778,4.7833333333,0.2333333333,3.8444444444,4.2055555556,1.7555555556,0.0388888889,0.4555555556,0.6576623377,1.8451282051,4.4633333333,5.8846153846,0,3.1833333333,3.7083333333,8,
01-09,0.5818181818,4.21,5.85,4.1363636364,7.8416666667,2.0833333333,4,3.7333333333,4.5416666667,1.7833333333,5.3833333333,6.0916666667,5.225,2.2916666667,5.8615384615,1.0923076923,2.1076923077,4.9846153846,1.3615384615,0.8142857143,1.7571428571,2.4857142857,2.7,1.6214285714,6.3,0,1.6285714286,5.7285714286,7.96875,4.8333333333,4.3722222222,3.8666666667,4.0666666667,2.3611111111,1.5777777778,5.7555555556,2.7222222222,0.0388888889,3.0777777778,4.7722222222,0.2333333333,3.7944444444,4.2,1.6944444444,0.0611111111,1.2222222222,0.6748051948,1.8433333333,4.5077777778,5.8569230769,0,3.1722222222,3.7333333333,7.96875,
01-10,0.5818181818,4.23,5.84,4.0454545455,8.025,2.0416666667,3.975,3.7666666667,4.625,1.75,5.4333333333,6.0833333333,5.35,2.2666666667,5.8692307692,1.0461538462,2.1384615385,5.1461538462,1.3538461538,0.8071428571,2.1214285714,2.4428571429,2.6428571429,1.6285714286,6.35,0,1.6285714286,5.7071428571,7.85625,4.8333333333,4.3722222222,3.8555555556,4.0611111111,2.3611111111,1.5833333333,5.7388888889,2.6888888889,0.5,3.1055555556,4.9388888889,0.2266666667,3.7888888889,4.1888888889,1.7833333333,0.0777777778,1.1333333333,0.6719480519,2.0576190476,4.5744444444,5.8575384615,0,3.1944444444,3.7666666667,8.025,
01-11,0.5818181818,4.22,5.82,3.9909090909,8.0666666667,2.0166666667,3.975,3.7916666667,4.675,1.7333333333,5.425,6.1333333333,6.6916666667,2.2666666667,5.8769230769,1.0076923077,2.1846153846,5.7307692308,1.3384615385,0.8,2.1285714286,2.4642857143,2.6357142857,1.6428571429,6.4857142857,0,1.6785714286,5.6571428571,7.8375,4.8277777778,4.3555555556,3.8611111111,4.1944444444,2.3555555556,1.5833333333,5.7444444444,2.5944444444,0.5888888889,3.1055555556,4.9388888889,0.2,3.7722222222,4.2277777778,1.7888888889,0.0833333333,1.1722222222,0.6733333333,2.039047619,4.6111111111,6.0307692308,0,3.2388888889,3.7722222222,8.0666666667,
01-12,0.7090909091,4.34,5.77,3.9545454545,8.15,2.0333333333,4.0083333333,3.8166666667,4.6833333333,1.7,5.4583333333,6.6166666667,7.0666666667,2.2916666667,6.1153846154,0.9615384615,2.2,5.7384615385,1.2230769231,0.8071428571,2.2071428571,2.45,2.5857142857,1.6928571429,6.8714285714,0,1.6785714286,5.6,7.825,4.8277777778,4.3555555556,3.8333333333,4.1944444444,2.3444444444,1.6277777778,5.7055555556,2.5277777778,0.5444444444,3.1388888889,4.9555555556,0.1882352941,3.7333333333,4.2222222222,2.1222222222,0.0444444444,1.1722222222,0.7483116883,2.1377777778,4.6177777778,6.4161538462,0,3.25,3.7333333333,8.15,
01-13,0.8909090909,5.06,5.73,3.8818181818,8.2666666667,2.025,4.0166666667,3.8583333333,4.675,1.7083333333,5.4333333333,6.9833333333,7.2833333333,2.3083333333,6.2230769231,0.9384615385,2.8,5.6846153846,1.1461538462,0.8,2.8928571429,2.4428571429,2.5928571429,1.6857142857,6.75,0,2.1928571429,5.5571428571,7.80625,4.8388888889,4.3611111111,3.7777777778,4.2222222222,2.3111111111,1.8333333333,5.7,2.4722222222,0.5055555556,3.1944444444,4.9555555556,0.19375,3.7,4.2166666667,2.2111111111,0.0333333333,1.1833333333,0.8363636364,2.2305555556,4.8061111111,6.5392307692,0,3.2833333333,3.7,8.2666666667,
01-14,0.9272727273,5.13,5.73,3.9272727273,8.4833333333,2.0083333333,4.0416666667,3.8916666667,4.6666666667,1.675,5.425,6.9833333333,7.45,2.3166666667,6.2538461538,0.8769230769,5.3923076923,5.6692307692,1.0538461538,0.8071428571,2.9642857143,2.4,2.5785714286,1.6642857143,6.7357142857,0,2.2285714286,5.5071428571,7.8,4.8388888889,4.3611111111,3.7333333333,4.2166666667,2.2888888889,2.1944444444,5.6888888889,2.4833333333,0.4555555556,3.4833333333,4.95,0.18,3.6722222222,4.2,2.25,0.0333333333,1.1611111111,0.8350549451,2.2577777778,4.9277777778,6.542967033,0,3.4388888889,3.7333333333,8.4833333333,
01-15,0.9272727273,5.16,5.69,4.0636363636,8.7166666667,1.9583333333,4.025,3.9,4.6666666667,1.7833333333,5.375,6.9666666667,8,2.2916666667,6.2461538462,0.8384615385,6.2230769231,5.6692307692,1.0153846154,0.7785714286,2.9857142857,2.3857142857,2.5571428571,1.8142857143,6.7714285714,0,2.1357142857,5.4785714286,7.7625,4.85,4.3444444444,3.7277777778,4.2111111111,2.2833333333,2.1777777778,5.6888888889,2.8833333333,0.3944444444,3.5888888889,4.95,0.16875,3.6166666667,4.3388888889,2.1833333333,0.0444444444,1.1055555556,0.8025274725,2.2033333333,4.93,6.5613186813,0,3.5055555556,3.7277777778,8.7166666667,
01-16,0.9181818182,5.11,5.76,4.1272727273,8.75,1.9916666667,4.6916666667,3.9416666667,4.6666666667,1.85,5.35,6.9416666667,8.125,2.2916666667,6.2615384615,0.8153846154,6.2307692308,5.7153846154,1.0384615385,0.7285714286,3.1857142857,2.3642857143,2.5285714286,2.0142857143,6.7285714286,0.0142857143,2.1357142857,5.4642857143,7.7375,4.85,4.3444444444,3.9111111111,4.2444444444,2.2555555556,2.1444444444,5.7722222222,2.9333333333,0.3833333333,4.1,4.9388888889,0.16,3.6055555556,5.4944444444,2.1888888889,0.0611111111,1.0555555556,0.7632967033,2.2022222222,5.0757777778,6.5417582418,0.0142857143,3.6277777778,3.9416666667,8.75,
01-17,0.9272727273,5.03,6.09,4.1545454545,8.775,1.9416666667,4.9416666667,4.025,4.6666666667,1.9333333333,5.35,6.9333333333,8.65,2.2416666667,6.6538461538,0.7307692308,6.2615384615,5.6538461538,1.0307692308,0.6857142857,3.4071428571,2.3571428571,2.5214285714,2.0285714286,6.7714285714,0.0142857143,2.2,5.4214285714,7.70625,4.8666666667,4.3388888889,4.3333333333,4.2777777778,2.2388888889,2.1166666667,5.7833333333,2.9611111111,0.3777777778,4.1388888889,5.1833333333,0.1533333333,3.5833333333,6.7666666667,2.1666666667,0.0777777778,0.9277777778,0.7037362637,2.2077777778,5.1526666667,6.7695238095,0.0142857143,3.7,4.1388888889,8.775,
01-18,0.9181818182,4.98,6.52,4.1909090909,8.7416666667,1.9083333333,5.0166666667,5.8583333333,4.6833333333,2.0833333333,5.4083333333,6.9166666667,9.025,2.2,6.8230769231,0.9769230769,6.2615384615,5.6153846154,1.0153846154,0.5714285714,3.4571428571,2.3571428571,2.5,2.0142857143,6.7,0.0142857143,2.2357142857,5.4071428571,7.69375,4.8666666667,4.2833333333,4.3388888889,4.2888888889,2.1944444444,2.1,5.7722222222,2.9,0.3722222222,4.2222222222,5.1833333333,0.1470588235,3.5055555556,7.6333333333,2.2055555556,0.0888888889,0.8555555556,0.7101298701,2.2011111111,5.3623809524,6.8792307692,0.0142857143,3.6944444444,4.2222222222,9.025,
01-19,0.9454545455,4.97,6.58,4.1909090909,8.8916666667,1.9,5.0666666667,6.6666666667,4.6833333333,2.15,5.4333333333,6.9,10.3916666667,2.1666666667,6.8538461538,1.0076923077,6.2615384615,5.6,1.0076923077,0.4214285714,3.4714285714,2.3571428571,2.4357142857,2.0142857143,6.7142857143,0.0142857143,2.3,5.4,7.71875,5.5833333333,4.2277777778,4.3388888889,4.2888888889,2.1444444444,2.0333333333,5.7611111111,2.8666666667,0.3722222222,4.1611111111,5.1666666667,0.1470588235,3.4888888889,7.7277777778,2.1222222222,0.0611111111,0.8333333333,0.631038961,2.1533333333,5.4266666667,6.8815384615,0.0142857143,3.6888888889,4.1909090909,10.3916666667,
01-20,0.9090909091,4.98,6.51,4.1909090909,8.8833333333,1.8666666667,5.2083333333,6.7083333333,4.6916666667,2.2083333333,5.45,6.9,10.55,2.1333333333,6.8615384615,1.0307692308,6.2923076923,5.5923076923,0.9846153846,0.3071428571,3.4785714286,2.3642857143,2.4,2.1071428571,6.7642857143,0.0142857143,2.8714285714,5.4,7.70625,6.9333333333,4.1777777778,4.3277777778,4.2944444444,2.1277777778,1.9777777778,5.7555555556,3.4055555556,0.3833333333,4.1666666667,5.1277777778,0.3941176471,3.5111111111,7.7555555556,2.1111111111,0.0666666667,0.7611111111,0.6001069519,2.1483333333,5.44,6.92,0.0142857143,3.75,4.1777777778,10.55,
01-21,0.9272727273,5.1,6.57,4.1545454545,8.925,1.8416666667,5.2,6.7,4.675,2.25,5.5333333333,7.0583333333,10.5916666667,2.1,6.8769230769,1.0461538462,6.3461538462,5.5923076923,0.9692307692,0.2714285714,3.4857142857,2.3428571429,2.4142857143,2.2571428571,6.65,0.0142857143,3.0714285714,5.4,7.69375,7.3166666667,4.1277777778,4.3,4.3111111111,2.1055555556,1.95,5.7222222222,4.8666666667,0.9555555556,4.15,5.1222222222,0.4058823529,3.5,7.9666666667,2.0611111111,0.0222222222,0.7444444444,0.9385858586,2.2514285714,5.5066666667,7.2133333333,0.0142857143,3.8888888889,4.1545454545,10.5916666667,
01-22,0.9181818182,5.98,6.63,4.1363636364,8.975,1.7833333333,5.2,6.7166666667,4.6583333333,2.2666666667,5.6666666667,7.05,10.5916666667,2.1,6.8846153846,1.0461538462,6.3461538462,5.6692307692,0.9846153846,0.2357142857,3.4928571429,2.3714285714,2.35,2.5142857143,6.55,0.0214285714,3.5714285714,5.3928571429,7.61875,11.0555555556,4.0833333333,4.3944444444,4.2944444444,2.0611111111,1.9722222222,5.7055555556,5.6666666667,1.0333333333,4.1277777778,5.1333333333,0.4470588235,3.5111111111,7.9611111111,2.2722222222,0.0555555556,0.7611111111,0.9447552448,2.2877777778,5.6687179487,7.39125,0.0214285714,3.9722222222,4.1363636364,11.0555555556,
01-23,0.9090909091,5.94,6.79,4.1181818182,9.0166666667,1.7,5.1916666667,6.7333333333,4.65,2.3083333333,5.75,7.0416666667,10.5666666667,2.075,6.8923076923,1.2538461538,6.3461538462,5.6769230769,0.9846153846,0.1857142857,3.5857142857,2.3571428571,2.25,2.55,6.5357142857,0.0214285714,3.7142857143,5.4,7.6,12.5666666667,4.0666666667,4.3722222222,4.2888888889,2.0222222222,1.95,5.6888888889,5.8111111111,1.0388888889,4.0944444444,5.1055555556,0.6647058824,3.5611111111,8.0833333333,2.4111111111,0.05,0.7166666667,0.9393006993,2.3180952381,5.7377777778,7.3766666667,0.0214285714,4.0166666667,4.1181818182,12.5666666667,
01-24,0.9090909091,5.92,6.71,4.0454545455,9.2083333333,1.6083333333,5.2166666667,6.75,4.7333333333,2.2833333333,5.725,7.0333333333,10.55,2.0416666667,6.9,1.2923076923,6.4,5.7,1,0.1714285714,3.6,2.4357142857,2.2071428571,2.6071428571,6.3928571429,0.0285714286,3.7571428571,5.4571428571,7.45,12.7555555556,4.0222222222,4.4722222222,4.3166666667,2.0055555556,1.9777777778,5.6722222222,6.7555555556,1.0388888889,4.05,5.0555555556,1.0823529412,3.5833333333,8.2888888889,2.7388888889,0.0277777778,0.7555555556,1.0155555556,2.3138095238,5.72,7.2833333333,0.0277777778,4.0277777778,4.05,12.7555555556,
01-25,0.9363636364,6.17,6.84,3.9363636364,9.25,1.6,5.2166666667,6.725,4.9583333333,2.25,5.7083333333,6.9916666667,10.5166666667,1.9916666667,6.9,1.3,6.4,5.6923076923,0.9615384615,0.1714285714,3.6071428571,2.4357142857,2.0571428571,2.7785714286,6.4071428571,0.1071428571,3.7571428571,5.7714285714,7.2125,12.7611111111,3.9888888889,4.4944444444,4.3444444444,1.9777777778,1.9666666667,5.6111111111,6.9777777778,1.0388888889,4.0333333333,5.0555555556,1.7529411765,3.5611111111,8.2666666667,2.6888888889,0.0277777778,0.8444444444,0.9924786325,2.2871428571,5.7588095238,7.1241666667,0.0277777778,4.0277777778,4.0333333333,12.7611111111,
01-26,0.9363636364,6.16,6.83,3.9363636364,9.45,1.55,5.2083333333,6.6833333333,4.975,2.2416666667,5.7083333333,6.9666666667,10.4416666667,2.3166666667,7.4076923077,1.3230769231,6.4538461538,5.7,1.0230769231,0.1785714286,3.6142857143,2.4714285714,1.9857142857,3.0428571429,6.45,0.4214285714,3.7571428571,5.7857142857,7.125,12.7888888889,3.9777777778,4.5055555556,4.2611111111,1.9055555556,1.9388888889,5.5777777778,6.9222222222,1.0277777778,4.0222222222,5.0055555556,3.1823529412,3.5333333333,8.2333333333,2.9666666667,0.0277777778,0.8,1.024957265,2.5704761905,5.7702380952,7.2946153846,0.0277777778,4.0055555556,4.0222222222,12.7888888889,
01-27,0.9272727273,6.12,6.84,3.9454545455,9.775,1.55,5.175,6.6833333333,5.1666666667,2.225,5.7083333333,6.9166666667,10.35,2.4083333333,8.1153846154,1.3076923077,7.2538461538,5.7307692308,1.1076923077,0.1357142857,3.6785714286,2.4642857143,1.9214285714,3.05,6.6071428571,0.4214285714,3.75,5.8071428571,7.16875,12.8111111111,3.9611111111,4.4555555556,3.95,1.85,1.9166666667,5.5277777778,6.9222222222,1.0055555556,3.9777777778,4.9722222222,3.7235294118,3.5,8.2055555556,2.9444444444,0.0277777778,0.8166666667,1.0464102564,2.5603174603,5.7918681319,7.7707692308,0.0277777778,3.95,3.9611111111,12.8111111111,
01-28,0.9272727273,6.14,7.27,3.9181818182,10.4166666667,1.525,5.1333333333,6.65,5.3833333333,2.1583333333,5.6833333333,6.875,10.3166666667,2.4333333333,8.1846153846,1.3230769231,7.4153846154,5.7538461538,1.1307692308,0.1142857143,4.2714285714,2.4785714286,1.8714285714,3.1285714286,6.8714285714,0.4285714286,3.6928571429,6.8214285714,7.1625,13.2944444444,3.9722222222,4.4,3.8222222222,1.8111111111,1.7888888889,5.5055555556,6.9277777778,0.9888888889,3.95,4.9444444444,3.8058823529,3.5,8.2166666667,2.9055555556,0.1722222222,0.8055555556,1.0456410256,2.563968254,6.0627692308,7.8769230769,0.1142857143,3.9666666667,3.9722222222,13.2944444444,
01-29,0.9636363636,6.26,7.77,3.9272727273,10.8916666667,1.5166666667,5.1083333333,6.6083333333,5.4,2.1333333333,5.6083333333,6.8416666667,10.275,2.7166666667,8.1769230769,1.3230769231,7.4153846154,5.7615384615,1.1153846154,0.0857142857,4.3928571429,2.4928571429,1.8642857143,3.1285714286,6.9928571429,0.4357142857,3.7357142857,7.5428571429,7.18125,13.4,3.9777777778,4.3722222222,4.5111111111,1.8055555556,1.7222222222,5.4833333333,6.95,0.9777777778,3.8722222222,4.9,3.8470588235,3.4833333333,8.2055555556,2.9111111111,0.2,0.8166666667,1.0328205128,2.7555555556,6.1603076923,8.0141538462,0.0857142857,4.0666666667,4.3722222222,13.4,
01-30,0.9909090909,6.41,8.48,3.8545454545,11.1416666667,1.5083333333,5.0916666667,6.5666666667,5.45,2.1416666667,5.5583333333,6.825,10.5833333333,2.675,8.1615384615,1.3307692308,7.4076923077,5.7692307692,1.1307692308,0.0642857143,4.4285714286,2.5071428571,1.8428571429,3.1428571429,7.4,0.45,3.7428571429,7.6071428571,7.1375,13.3777777778,3.9888888889,4.3333333333,4.6,1.7777777778,1.7611111111,5.4944444444,6.9388888889,0.9444444444,3.8277777778,4.8833333333,4.0235294118,3.5166666667,8.2111111111,2.8333333333,0.3222222222,0.7611111111,1.0468531469,2.7066666667,6.2818461538,8.1912820513,0.0642857143,4.0944444444,4.3333333333,13.3777777778,
01-31,1.0545454545,6.41,8.67,3.8545454545,11.4166666667,1.5166666667,5.6583333333,6.5166666667,5.4916666667,2.1666666667,5.5583333333,6.8083333333,10.7083333333,2.75,8.0538461538,1.3076923077,7.4076923077,5.7538461538,1.1307692308,0.0357142857,4.3928571429,2.6428571429,1.8357142857,3.1857142857,7.3642857143,0.4428571429,4.1785714286,7.6571428571,7.1375,13.3277777778,3.9944444444,4.3055555556,4.6222222222,1.7277777778,2.0833333333,5.4888888889,6.9277777778,0.9611111111,3.75,4.8111111111,4.0294117647,3.5222222222,8.2333333333,2.7333333333,0.3166666667,0.7166666667,1.085034965,2.7366666667,6.2787692308,8.1615384615,0.0357142857,4.1666666667,4.3055555556,13.3277777778,
02-01,1.0909090909,6.4,8.64,3.7545454545,11.4666666667,1.4916666667,5.8083333333,6.5166666667,5.5,2.45,5.6333333333,6.7916666667,10.7916666667,2.7333333333,8.0384615385,1.4153846154,7.3615384615,5.8076923077,1.1461538462,0.0357142857,4.2714285714,2.6642857143,1.8214285714,3.2642857143,7.3857142857,0.4428571429,4.6071428571,7.6785714286,7.10625,13.3111111111,4.0611111111,4.2444444444,4.5777777778,1.8777777778,1.9944444444,5.8944444444,6.8944444444,0.8666666667,3.6555555556,4.7611111111,4.05,3.5111111111,8.2277777778,2.5888888889,0.2888888889,0.7444444444,1.113006993,2.6780952381,6.2988888889,8.1520512821,0.0357142857,4.1611111111,4.2714285714,13.3111111111,
02-02,1.1,6.25,8.72,3.7727272727,11.4666666667,1.5,5.875,6.7333333333,5.4916666667,3.325,5.6333333333,6.7666666667,10.8583333333,2.725,7.9769230769,2.0307692308,7.3538461538,5.7846153846,1.1692307692,0.0357142857,4.2214285714,2.7571428571,1.8142857143,3.2642857143,7.3857142857,0.45,5.0285714286,7.6785714286,7.0625,13.2777777778,4.1222222222,4.2277777778,4.5166666667,1.8833333333,1.9166666667,6.4222222222,6.8166666667,0.7777777778,3.6944444444,4.7055555556,4.0294117647,3.4666666667,8.2222222222,2.6722222222,0.2666666667,0.7277777778,1.1276923077,2.8585714286,6.3877777778,8.1241025641,0.0357142857,4.15,4.2277777778,13.2777777778,
02-03,1.1090909091,6.23,8.92,3.6727272727,11.8583333333,1.4583333333,5.975,7.9166666667,5.5083333333,3.5166666667,5.6916666667,6.7166666667,10.8583333333,2.75,7.9538461538,2.1153846154,7.3307692308,5.8076923077,1.1769230769,0.0357142857,4.2428571429,2.7571428571,1.7357142857,3.4,7.35,0.4214285714,4.9428571429,7.7071428571,7,13.2666666667,4.1055555556,4.2166666667,4.4333333333,1.8833333333,1.8777777778,6.3944444444,6.7777777778,0.65,3.6666666667,4.6666666667,3.8176470588,3.4777777778,8.2111111111,3.6333333333,0.2055555556,0.6888888889,1.1362237762,3.4155555556,6.3615555556,8.1082051282,0.0357142857,4.1333333333,4.2428571429,13.2666666667,
02-04,1.1090909091,6.25,9.42,3.6363636364,12.6333333333,1.6416666667,6.0333333333,7.9833333333,5.4916666667,3.525,5.7,6.675,10.8166666667,2.7333333333,7.9076923077,2.1230769231,7.3153846154,5.8923076923,1.2076923077,0.0357142857,4.2428571429,2.7642857143,1.7,3.8642857143,7.3,0.3642857143,4.9928571429,8.8571428571,6.9375,13.2888888889,4.1222222222,4.2111111111,4.3722222222,1.8944444444,1.8166666667,6.3833333333,6.7666666667,0.5611111111,3.6722222222,4.6555555556,3.5470588235,3.45,8.2,3.6111111111,0.1555555556,0.6444444444,1.1485314685,3.465,6.3566666667,8.5942857143,0.0357142857,4.1555555556,4.2428571429,13.2888888889,
02-05,1.1090909091,6.36,9.99,3.6090909091,12.9666666667,1.875,6.1166666667,8.125,6.1166666667,3.575,5.7083333333,6.6666666667,10.8,2.9666666667,7.8538461538,2.1,7.2461538462,6.7230769231,1.7692307692,0.0357142857,4.1928571429,2.7785714286,1.7071428571,4.2071428571,7.4357142857,0.35,5.0357142857,9.7285714286,6.85,13.2611111111,4.1388888889,4.1888888889,4.2166666667,1.9,1.7277777778,6.4111111111,6.6777777778,0.4888888889,3.6388888889,4.6277777778,3.3647058824,3.4611111111,8.1888888889,3.65,0.0944444444,0.6055555556,1.3483116883,3.3839869281,6.6155555556,9.1126984127,0.0357142857,4.2166666667,4.2071428571,13.2611111111,
02-06,1.1,6.41,10.14,3.5727272727,13.0916666667,1.8666666667,6.2,8.1416666667,7.0083333333,3.6083333333,5.6583333333,6.65,10.7666666667,3.0333333333,7.8384615385,2.0384615385,7.2076923077,6.7307692308,1.9538461538,0.05,4.1571428571,2.7642857143,1.6285714286,4.25,7.5214285714,0.2714285714,4.95,9.7214285714,6.79375,13.2611111111,4.15,4.1388888889,4.1055555556,1.9444444444,1.6055555556,6.4222222222,6.5944444444,0.4222222222,4.3388888889,4.6,3.3,3.5277777778,8.1555555556,3.6222222222,0.0888888889,0.6111111111,1.3022222222,3.3455555556,6.6388888889,9.0950793651,0.05,4.35,4.25,13.2611111111,
02-07,1.1,6.37,10.36,3.4,13.1666666667,2.2666666667,6.2416666667,8.15,7.075,3.65,5.6,6.6333333333,10.7666666667,3.05,7.7384615385,1.9153846154,7.1692307692,6.7461538462,1.9692307692,0.05,4.1,2.7428571429,1.6285714286,4.25,7.7,0.2357142857,4.8642857143,9.7428571429,6.68125,13.6,4.1444444444,4.1055555556,4.0222222222,2.0277777778,1.5,6.4166666667,6.5555555556,0.3944444444,4.5888888889,4.6555555556,3.2823529412,3.5166666667,8.1111111111,4.8333333333,0.0722222222,0.5555555556,1.26,3.3058823529,6.6177777778,9.1057142857,0.05,4.3777777778,4.5888888889,13.6,
02-08,1.0909090909,6.49,10.67,3.2272727273,13.2416666667,2.3333333333,6.2166666667,8.1416666667,7.1,3.6416666667,5.625,7,10.8,4.0916666667,7.6923076923,1.7923076923,7.0307692308,6.8384615385,1.9615384615,0.05,4.1928571429,2.7,1.65,4.2571428571,8.2142857143,0.2142857143,4.7928571429,9.7285714286,6.63125,14.25,4.15,4.0944444444,4,2.0944444444,1.4666666667,6.3555555556,6.4222222222,0.3722222222,4.5944444444,4.6111111111,3.2352941176,3.5055555556,8.0888888889,5.7611111111,0.0722222222,0.5,1.2412121212,3.2893464052,6.603,9.1228571429,0.05,4.4555555556,4.5944444444,14.25,
02-09,1.6454545455,6.85,11.39,3.1909090909,13.3,2.95,6.2416666667,8.1666666667,7.1833333333,3.7583333333,5.5833333333,6.9833333333,11.6416666667,5.75,7.6615384615,1.6538461538,6.9615384615,7.4,1.9153846154,0.0714285714,4.4071428571,2.65,1.9285714286,4.2571428571,8.2214285714,0.15,4.7642857143,9.6857142857,7.38125,14.2666666667,4.1444444444,4.0277777778,4.0166666667,2.0666666667,1.3611111111,6.2888888889,6.1944444444,0.35,4.65,4.5388888889,3.1588235294,3.45,8.0777777778,6.5611111111,0.0388888889,0.4277777778,1.4748484848,3.2427272727,6.9392307692,9.1,0.0388888889,4.55,4.65,14.2666666667,
